A	B	nOverlap
eye development	sensory organ development	13
eye development	cellular response to growth factor stimulus	4
eye development	response to BMP	2
eye development	cellular response to BMP stimulus	2
eye development	metanephros development	2
eye development	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	3
eye development	positive regulation of neural precursor cell proliferation	2
eye development	neural tube formation	2
eye development	regulation of protein kinase B signaling	3
eye development	positive regulation of programmed cell death	3
eye development	regulation of bone mineralization	2
eye development	neurotrophin signaling pathway	2
eye development	positive regulation of bone mineralization	2
eye development	transmembrane receptor protein serine/threonine kinase signaling pathway	3
eye development	heart development	3
eye development	regulation of epithelial to mesenchymal transition	2
eye development	appendage development	2
eye development	branching morphogenesis of an epithelial tube	2
eye development	limb development	2
eye development	embryonic morphogenesis	6
eye development	chemotaxis	3
eye development	taxis	3
eye development	regulation of peptidyl-threonine phosphorylation	2
eye development	cell morphogenesis involved in neuron differentiation	4
eye development	positive regulation of biomineral tissue development	2
eye development	axonogenesis	4
eye development	positive regulation of biomineralization	2
eye development	primary neural tube formation	2
eye development	animal organ formation	2
eye development	nephron development	2
eye development	blood vessel morphogenesis	2
eye development	positive regulation of cell development	3
eye development	embryonic organ morphogenesis	2
eye development	camera-type eye development	10
eye development	regulation of biomineral tissue development	2
eye development	neural crest cell migration	2
eye development	protein kinase B signaling	3
eye development	regulation of biomineralization	2
eye development	regulation of nervous system development	4
eye development	positive regulation of ossification	2
eye development	stem cell development	2
eye development	regulation of binding	2
eye development	circadian rhythm	2
eye development	mesenchymal cell migration	2
eye development	positive regulation of cell death	3
eye development	peptidyl-threonine phosphorylation	2
eye development	odontogenesis of dentin-containing tooth	2
eye development	positive regulation of apoptotic process	3
eye development	morphogenesis of a branching epithelium	2
eye development	neural crest cell differentiation	2
eye development	dendrite	2
eye development	dendritic tree	2
eye development	DNA-binding transcription factor binding	2
eye development	DNA-binding transcription activator activity, RNA polymerase II-specific	4
eye development	DNA-binding transcription activator activity	4
eye development	transmembrane receptor protein kinase activity	3
visual system development	regulation of ossification	2
visual system development	sensory system development	13
visual system development	appendage morphogenesis	2
visual system development	limb morphogenesis	2
visual system development	regulation of cell development	5
visual system development	retina development in camera-type eye	7
visual system development	negative regulation of neuron differentiation	2
visual system development	blood vessel development	4
visual system development	BMP signaling pathway	2
visual system development	kidney epithelium development	2
visual system development	embryonic limb morphogenesis	2
visual system development	embryonic appendage morphogenesis	2
visual system development	sensory organ development	13
visual system development	cellular response to growth factor stimulus	4
visual system development	response to BMP	2
visual system development	cellular response to BMP stimulus	2
visual system development	metanephros development	2
visual system development	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	3
visual system development	positive regulation of neural precursor cell proliferation	2
visual system development	neural tube formation	2
visual system development	regulation of protein kinase B signaling	3
visual system development	positive regulation of programmed cell death	3
visual system development	regulation of bone mineralization	2
visual system development	neurotrophin signaling pathway	2
visual system development	positive regulation of bone mineralization	2
visual system development	transmembrane receptor protein serine/threonine kinase signaling pathway	3
visual system development	heart development	3
visual system development	regulation of epithelial to mesenchymal transition	2
visual system development	appendage development	2
visual system development	branching morphogenesis of an epithelial tube	2
visual system development	limb development	2
visual system development	embryonic morphogenesis	6
visual system development	chemotaxis	3
visual system development	taxis	3
visual system development	regulation of peptidyl-threonine phosphorylation	2
visual system development	cell morphogenesis involved in neuron differentiation	4
visual system development	positive regulation of biomineral tissue development	2
visual system development	axonogenesis	4
visual system development	positive regulation of biomineralization	2
visual system development	primary neural tube formation	2
visual system development	animal organ formation	2
visual system development	nephron development	2
visual system development	blood vessel morphogenesis	2
visual system development	positive regulation of cell development	3
visual system development	embryonic organ morphogenesis	2
visual system development	camera-type eye development	10
visual system development	regulation of biomineral tissue development	2
visual system development	neural crest cell migration	2
visual system development	protein kinase B signaling	3
visual system development	regulation of biomineralization	2
