"K562_111_S31"	"K562_119_S32"	"K562_S30"	"MOLM13_108_S28"	"MOLM13_115_S29"	"MOLM13_S27"	"TUH162_S40"	"TUH167_S35"	"TUH215_S34"	"TUH219_S33"	"TUH90_S41"	"TUH93_S37"	"TUH96.METAML_S39"	"TUH96.VDM_S38"	"TUH99_S36"
"ENSG00000231332"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231333"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231334"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231336"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231340"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231341"	3	1.82	0	1	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000231344"	0	0	0	1	0	0	0	2	0	0	0	0	0	0	4
"ENSG00000231345"	2	1	4	0	0	0	2	2	4	0	5	18	4	6	6
"ENSG00000231346"	32.59	21	54	4	4	0	11	14	0	2.4	17	12.6	5	21.2	7
"ENSG00000231349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231351"	0	0	0	0	1	0	1	0	3	1	0	1	1	1	0
"ENSG00000231353"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231355"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231356"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231357"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231358"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231359"	0	0	0	0	0	0	1	4	0	0	0	3	0	0	1
"ENSG00000231361"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231362"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231364"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231365"	4140	3977	3447	532	811	125	231	664	311	612	301	444	417	1122	614
"ENSG00000231366"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231367"	23	14	17	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231368"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231369"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231371"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231373"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231376"	0	4	0	1	1	0	0	1	0	0	0	0	0	2	0
"ENSG00000231378"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231381"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231382"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231383"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231384"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231386"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231388"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231389"	27	7	8	19	56	26	99	3385	56	25501	8949	879	3681	1249	6628
"ENSG00000231390"	14.84	0	27.33	0	0	0	8	3.35	0	0	0	0	0	0	0
"ENSG00000231392"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231393"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000231394"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000231395"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000231396"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231397"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231398"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231399"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231401"	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000231402"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231403"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000231404"	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0
"ENSG00000231405"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231407"	3	1	0	1	2	0	1	3	0	0	0	6	2	4	0
"ENSG00000231409"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231411"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231412"	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
"ENSG00000231413"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231414"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231416"	1	0	0	0	1	0	3	0	0	12	0	0	0	0	3
"ENSG00000231417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231418"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231419"	1010	1524	1430	1	0	0	3	0	0	2	0	2	1	1	142
"ENSG00000231420"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231421"	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231422"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231423"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231424"	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0
"ENSG00000231426"	0	0	0	0	2	0	1	0	0	0	0	0	2	2	5
"ENSG00000231427"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231428"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231431"	192.96	173.93	187.82	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231434"	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000231436"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231437"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231439"	33.21	22.04	20.44	27	41.84	18	45.64	63	0	4.72	12.88	21	18.88	16.99	1
"ENSG00000231440"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231441"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000231442"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231443"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000231445"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231447"	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231449"	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0
"ENSG00000231453"	7	2	2	7	5	0	0	1	0	0	0	0	1	0	0
"ENSG00000231454"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231458"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231460"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231464"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000231466"	13	7	5	3	3	0	8	60	0	3	4	32	9	30	9
"ENSG00000231467"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231468"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231470"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231471"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231473"	5	3	6	2	0	0	9	9	4	15	13	18	17	7	24
"ENSG00000231475"	0	0	0	0	0	0	2	0	0	1	2	4	0	0	1
"ENSG00000231476"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231477"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231478"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231480"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231482"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231483"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231484"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231487"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231489"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231490"	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231491"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231492"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231494"	0	0	0	0	0	0	0	15	0	4	0	3	1	2	20
"ENSG00000231495"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231496"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231500"	26961	36213	41317	44421	48582	11093	16679	7519	4094	29570	9476	10727	14604	9925	11146
"ENSG00000231501"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231503"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231504"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231505"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231507"	7	0	0	0	0	0	2	0	0	3	2	2	0	1	8
"ENSG00000231508"	2	2	0	3	4	0	4	3	0	0	9	78	1	1	50
"ENSG00000231509"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231510"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231512"	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0
"ENSG00000231513"	31	21	20	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231514"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231515"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231516"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231519"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000231521"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000231523"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231525"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231527"	643.54	522.5	566.54	78.09	212.96	26	70.83	186.7	0	109	36.97	75	9	37	44
"ENSG00000231528"	471.01	151.57	103.81	248.72	376.87	0	50.51	0	1.11	86.35	39	55.93	96.08	63.81	20.29
"ENSG00000231529"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231530"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231531"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231532"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231533"	2	4	4	0	0	0	99	28	0	43	3	714	5	0	92
"ENSG00000231534"	1	0	0	1	0	0	1	1	0	0	0	0	0	3	0
"ENSG00000231535"	0	0	0	28	3	0	0	0	375	235	209	0	0	0	573
"ENSG00000231536"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231537"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231538"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231539"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231541"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231542"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231544"	3	0	2	1	0	0	3	0	0	0	1	6	3	2	3
"ENSG00000231546"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231547"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231548"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231549"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231550"	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
"ENSG00000231551"	12	0	2	0	4	0	5	8	0	3	2	9.04	15	11	17
"ENSG00000231552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231553"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000231556"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231557"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231559"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000231560"	0	1	1	1	0	0	1	2	2	0	0	4	0	3	0
"ENSG00000231561"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
"ENSG00000231562"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231563"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231564"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231565"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231566"	0	0	0	0	0	0	49	692	0	77	53	55	128	150	117
"ENSG00000231567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231568"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231569"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231570"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231574"	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
"ENSG00000231575"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231576"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000231579"	6.18	6.05	0	2.62	7.07	0	33.11	0	0	2.31	5.83	1.11	4.37	0.95	0
"ENSG00000231582"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231583"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231584"	165.84	167.81	168.3	53.13	81.32	0	58.65	64.45	0	41.17	69.51	171.44	66.13	90.54	125.88
"ENSG00000231585"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231586"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231587"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231588"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231589"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231590"	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231593"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231597"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231600"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231601"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231604"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231605"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231606"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231607"	718	1094	872	1251	1440	339	665	332	240	385	623	625	750	1298	362
"ENSG00000231609"	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231610"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231612"	1	0	1	0	4	0	2	0	0	0	5	2	2	1	0
"ENSG00000231613"	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
"ENSG00000231615"	0	2	0	0	0	0	6	19	3	1	3	1	15	26	9
"ENSG00000231616"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000231619"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231620"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231621"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000231622"	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000231625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231626"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231628"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231630"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231633"	0	0	0	0	0	0	0	3	0	0	0	0	2	1	0
"ENSG00000231635"	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
"ENSG00000231636"	0	0	0	1	0	0	0	0	0	3	0	0	2	0	2
"ENSG00000231637"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231638"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2
"ENSG00000231643"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231645"	0	0	0	0	0	0	21	0	0	5	130.84	111.16	12	5	0
"ENSG00000231646"	3	0	2	1	0	0	0	0	0	0	0	2	1	4	1
"ENSG00000231648"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231650"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231651"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231652"	5	15	8	2	2	0	5	1	0	14	3	1	4	0	18
"ENSG00000231653"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231654"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231655"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231660"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231662"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231663"	14	9	8	3	6	0	7	12	17	7	10	4	4	5	9
"ENSG00000231665"	2	1	3	0	1	0	1	14	0	1	6	2	8	22	4
"ENSG00000231666"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231667"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231668"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231671"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231672"	2	0	0	2	2	0	31	6	1	2	33	74	24	46	50
"ENSG00000231674"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231675"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231678"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231680"	0	0	0	2	0	0	0	0	0	0	3	1	0	0	5
"ENSG00000231681"	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0
"ENSG00000231682"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000231683"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"ENSG00000231684"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231686"	3.35	1.15	5.62	0	4.58	0	2.36	0	0	4.4	1.23	0	0	0	0
"ENSG00000231688"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231689"	109	138	154	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231690"	3	0	0	0	1	0	2	3	0	0	0	0	0	1	0
"ENSG00000231691"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000231694"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231697"	19	17	9	6	9	0	29	88	4	15	46	102	32	98	54
"ENSG00000231698"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231699"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000231700"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"ENSG00000231701"	0	0	0	0	0	0	0	6.52	0	0	0	0	0	0	6.06
"ENSG00000231702"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231703"	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0
"ENSG00000231704"	2	4	0	1	1	0	0	0	0	0	0	2	0	2	0
"ENSG00000231705"	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2
"ENSG00000231706"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231707"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231711"	0	0	0	0	0	31	343	112	94	306	669	587	554	611	388
"ENSG00000231712"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231713"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231714"	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0
"ENSG00000231715"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231716"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231718"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231720"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231721"	305.46	125.19	151.41	161.9	106.78	0	1119.69	1802.01	188.07	501.21	1370.08	1522.26	625.37	1032	781.78
"ENSG00000231722"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231723"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231724"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231725"	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000231726"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231728"	2	0	0	6	7	0	26	47	0	15	13	29	31	37	23
"ENSG00000231729"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231731"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231735"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231738"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231739"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231740"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231741"	0	0	0	0	0	0	1	1	0	0	0	2	1	3	3
"ENSG00000231742"	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
"ENSG00000231743"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231744"	5	4	0	1	6	0	9	10	0	0	25	4	5	19	6
"ENSG00000231747"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231748"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231749"	0	0	0	0	0	0	1	0	0	0	0	0	1	0	16
"ENSG00000231750"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231752"	176.96	108	108	0	0	5.01	60.28	69.55	95.3	32.05	351.26	372.36	217.03	223.28	38.28
"ENSG00000231754"	0	0	0	0	0	0	0	1	0	0	0	2	3	1	0
"ENSG00000231755"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231756"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231758"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231760"	0	0	0	1	0	0	0	0	0	9.88	0	0	1	0	0
"ENSG00000231762"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231763"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231764"	0	0	0	2	1	0	0	0	5	0	0	1	2	2	0
"ENSG00000231765"	0	0	0	0	0	0	2	0	0	0	0	1	1	3	1
"ENSG00000231766"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231767"	25.61	64	45	29	46	12	32.99	14	20	39.7	34	26	11	24.23	10
"ENSG00000231768"	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0
"ENSG00000231769"	0	0	0	0	0	0	2	5	0	3	0	3	4	28	3
"ENSG00000231770"	184	94	102	92	106	5	79	26	0	85	104	178	112	82	99
"ENSG00000231772"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231776"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231777"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231780"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231781"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231782"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000231784"	27	37	20	6	5	0	4	1	0	22	5	8	4	6	3
"ENSG00000231787"	0	0	0	0	0	0	2	5	0	1	1	6	2	7	4
"ENSG00000231788"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231789"	229	240	313	0	11	0	10	0	0	1	5	27	0	0	1
"ENSG00000231791"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231793"	9	9	15	19	10	0	3	29	0	8	7	6	3	16	31
"ENSG00000231794"	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
"ENSG00000231795"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231799"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231801"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231802"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231804"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231806"	168	4	2	0	0	0	0	0	0	0	0	0	2	0	0
"ENSG00000231808"	7	49	44	1	10	15	0	0	0	0	0	0	0	0	0
"ENSG00000231809"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000231810"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231811"	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231812"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231814"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231815"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231817"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231821"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000231822"	2	1	1	0	2	1	2	0	0	2	0	2	2	2	0
"ENSG00000231824"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000231826"	5	0	0	7	9	0	16	0	0	0	59	5	3	8	4
"ENSG00000231827"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"ENSG00000231829"	0	0	0	1	0	0	10	2	0	0	2	41	10	11	0
"ENSG00000231830"	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0
"ENSG00000231831"	0	3	2	0	1	0	1	0	0	1	0	0	0	0	0
