	Gene1	Gene2	Annotation	Direction	Score
3577	DCTN5	HLA-DQB1	input	-	1
3578	DCTN5	HLA-DQB2	input	-	1
3579	DCTN5	HLA-DRA	input	-	1
3580	DCTN5	HLA-DRB1	input	-	1
3581	DCTN5	HLA-DRB3	input	-	1
3582	DCTN5	HLA-DRB4	input	-	1
3583	DCTN5	HLA-DRB5	input	-	1
3584	DCTN5	HSP90AA1	activate	->	1
3585	DCTN5	HSP90AB1	activate	->	1
3586	DCTN5	INS	complex; input	-	1
3587	DCTN5	KDELR1	complex; input	-	1
3588	DCTN5	KIF11	complex; input	-	1
3589	DCTN5	KIF15	complex; input	-	1
3590	DCTN5	KIF18A	complex; input	-	1
3591	DCTN5	KIF22	complex; input	-	1
3592	DCTN5	KIF23	complex; input	-	1
3593	DCTN5	KIF26A	complex; input	-	1
3594	DCTN5	KIF2A	complex; input	-	1
3595	DCTN5	KIF2B	complex; input	-	1
3596	DCTN5	KIF2C	complex; input	-	1
3597	DCTN5	KIF3A	complex; input	-	1
3598	DCTN5	KIF3B	complex; input	-	1
3599	DCTN5	KIF3C	complex; input	-	1
3600	DCTN5	KIF4A	complex; input	-	1
3601	DCTN5	KIF4B	complex; input	-	1
3602	DCTN5	KIF5A	complex; input	-	1
3603	DCTN5	KIFAP3	complex; input	-	1
3604	DCTN5	KLC1	complex; input	-	1
3605	DCTN5	KLC2	complex; input	-	1
3606	DCTN5	NR3C1	activate	->	1
3607	DCTN5	NR3C2	activate	->	1
3608	DCTN5	OSBPL1A	input	-	1
3609	DCTN5	PAFAH1B1	complex	-	1
3610	DCTN5	PGR	activate	->	1
3611	DCTN5	PTGES3	activate	->	1
3612	DCTN5	RAB18	activated by	<-	1
3613	DCTN5	RAB1B	complex; input	-	1
3614	DCTN5	RAB3GAP1	activated by	<-	1
3615	DCTN5	RAB3GAP2	activated by	<-	1
3616	DCTN5	RAB6A	complex; input	-	1
3617	DCTN5	RAB7A	input	-	1
3618	DCTN5	RACGAP1	complex; input	-	1
3619	DCTN5	RILP	input	-	1
3620	DCTN5	SPTA1	complex; input	-	1
3621	DCTN5	SPTAN1	complex; input	-	1
3622	DCTN5	SPTB	complex; input	-	1
3623	DCTN5	SPTBN1	complex; input	-	1
3624	DCTN5	SPTBN2	complex; input	-	1
3625	DCTN5	SPTBN4	complex; input	-	1
3626	DCTN5	SPTBN5	complex; input	-	1
3627	DCTN5	TMED10	complex; input	-	1
3628	DCTN5	TMED2	complex; input	-	1
3629	DCTN5	TMED3	complex; input	-	1
3630	DCTN5	TMED7	complex; input	-	1
3631	DCTN5	TMED9	complex; input	-	1
3632	DCTN5	TMEM115	input	-	1
3633	DCTN5	USO1	complex; input	-	1
3634	DCTN5	YKT6	complex; input	-	1
3635	DCTN6	HLA-DPB1	input	-	1
3636	DCTN6	HLA-DRA	input	-	1
3637	DCTN6	HLA-DRB5	input	-	1
3638	DDAH2	FOSL1	expression regulated by	<-	1
3639	DDAH2	HDAC2	expression regulated by	<-	1
3640	DDAH2	RPS6KA1	predicted	-	0.64
3641	DDAH2	SIN3A	expression regulated by	<-	1
3642	DDB1	PPIE	complex; input	-	1
3643	DDB1	SUMO2	complex	-	1
3644	DDB2	SUMO2	complex	-	1
3645	DDB2	USP24	complex	-	1
3646	DDIT3	EMSY	predicted	-	0.64
3647	DDIT3	MAFG	predicted	-	0.64
3648	DDOST	HSP90B1	predicted	-	0.78
3649	DDOST	RPL13	complex; input	-	1
3650	DDOST	SEC61A1	predicted	-	1
3651	DDOST	SPCS3	catalyzed by	<-	1
3652	DDR2	SRC	predicted	-	0.98
3653	DDX1	DHX36	predicted	-	0.97
3654	DDX17	SUMO2	predicted	-	0.64
3655	DDX20	WDR77	catalyzed by	<-	1
3656	DDX21	DHX36	predicted	-	0.97
3657	DDX21	POLR1D	complex; input	-	1
3658	DDX23	PPIE	complex; input	-	1
3659	DDX27	RRP8	predicted	-	0.64
3660	DDX39A	THOC3	complex; input	-	1
3661	DDX39B	THOC3	complex; input	-	1
3662	DDX3X	ILK	predicted	-	0.64
3663	DDX4	SRC	predicted	-	0.64
3664	DDX42	PPIE	complex; input	-	1
3665	DDX46	PPIE	complex; input	-	1
3666	DDX5	HDGF	predicted	-	0.64
3667	DDX5	MBNL1	predicted	-	0.98
3668	DDX5	PPIE	complex; input	-	1
3669	DDX5	SUMO2	input	-	1
3670	DDX51	RRP8	predicted	-	0.64
3671	DDX54	RRP8	predicted	-	0.64
3672	DDX58	SRC	predicted	-	0.99
3673	DDX6	EDC3	complex	-	1
3674	DEK	MBNL1	predicted	-	0.59
3675	DEK	POLR1D	complex; input	-	1
3676	DEPDC1B	LIMA1	predicted	-	0.64
3677	DERL1	ERLIN1	complex	-	1
3678	DFFB	H1FX	complex; input	-	1
3679	DGKA	SRC	predicted	-	0.98
3680	DHX15	MBNL1	predicted	-	0.65
3681	DHX15	PPIE	complex; input	-	1
3682	DHX16	PPIE	complex; input	-	1
3683	DHX36	FGF8	predicted	-	0.64
3684	DHX36	FOXP3	predicted	-	0.54
3685	DHX36	GATA1	predicted	-	0.64
3686	DHX36	GSK3B	predicted	-	0.64
3687	DHX36	IRF7	activate	->	1
3688	DHX36	LIN28A	predicted	-	0.99
3689	DHX36	MYD88	complex; input	-	1
3690	DHX36	PHB	predicted	-	0.64
3691	DHX36	PRKAB1	predicted	-	0.64
3692	DHX36	RBMX	predicted	-	0.64
3693	DHX36	SIRT7	predicted	-	0.64
3694	DHX36	TARDBP	predicted	-	0.64
3695	DHX36	TICAM1	predicted	-	0.54
3696	DHX36	TLR1	predicted	-	0.64
3697	DHX36	ZBTB38	predicted	-	0.64
3698	DHX38	PPIE	complex; input	-	1
3699	DHX38	THOC3	complex; input	-	1
3700	DHX58	SRC	predicted	-	0.54
3701	DHX9	H2AFX	predicted	-	0.64
3702	DHX9	PPIE	complex; input	-	1
3703	DIAPH1	MAPRE2	predicted	-	0.54
3704	DIAPH1	MEMO1	complex; input	-	1
3705	DIAPH2	SRC	complex; input	-	1
3706	DICER1	STAT3	expression regulated by	<-	1
3707	DIP2A	PRDX2	predicted	-	0.65
3708	DIS3	PARN	complex; input	-	1
3709	DIS3	TTC37	complex	-	1
3710	DKC1	RRP8	predicted	-	0.64
3711	DKFZP434K0126	HSP90B1	predicted	-	0.7
3712	DKFZP434K0126	TRAP1	predicted	-	0.7
3713	DKFZP434N181	NCSTN	PPrel: activated by	<-	1
3714	DKFZP451O0517	ITGB2	GErel: expression	->	1
3715	DKFZP451O0517	PPP1CB	PPrel: activated by, dephosphorylation	<-	1
3716	DKFZP564P2364	STX7	predicted	-	0.64
3717	DKFZP666H126	HSP90B1	predicted	-	0.66
3718	DKFZP666H126	TRAP1	predicted	-	0.66
3719	DKFZP666O0110	ITGB2	PPrel: activated by	<-	1
3720	DKFZP666O0110	SRC	PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activation; PPrel: binding/association; PPrel: phosphorylation	<->	1
3721	DKFZP686A1195	SRC	PPrel: activated by, phosphorylation	<-	1
3722	DKFZP686D0638	HSP90B1	predicted	-	0.66
3723	DKFZP686D0638	TRAP1	predicted	-	0.66
3724	DKFZP686I24235	MGST2	ECrel: compound	-	1
3725	DKFZP686J04131	TAB1	PPrel: activation	->	1
3726	DKFZP686L1857	STX7	predicted	-	0.98
3727	DKFZP686L20222	PPP1CB	predicted	-	0.7
3728	DKFZP686N0561	STX7	predicted	-	0.66
3729	DKFZP686N2325	PPP1CB	PPrel: inhibited by; PPrel: inhibited by, dephosphorylation	|-	1
3730	DKFZP686O12165	ITGB2	PPrel: activation	->	1
3731	DKFZP727A051	STAT3	predicted	-	0.7
3732	DKFZP727A051	STAT5B	predicted	-	0.7
3733	DKFZP781H1715	GNG5	PPrel: activated by	<-	1
3734	DKFZP781J1951	STX7	predicted	-	0.66
3735	DLG1	SRC	catalyzed by	<-	1
3736	DLG1	ZAP70	PPrel: binding/association	-	1
3737	DLG2	SRC	catalyzed by	<-	1
3738	DLG3	SRC	catalyzed by	<-	1
3739	DLG4	DMTN	predicted	-	0.54
3740	DLG4	SRC	catalyzed by	<-	1
3741	DLL1	NCSTN	activated by	<-	1
3742	DLL4	NCSTN	activated by	<-	1
3743	DLX4	NCK1	predicted	-	0.64
3744	DLX4	SRC	predicted	-	0.64
3745	DMAP1	MTA1	predicted	-	0.56
3746	DMC1	H2AFX	complex; input	-	1
3747	DMRT2	STAT3	expression regulated by	<-	1
3748	DMRTA1	STAT5B	predicted	-	0.64
3749	DMTN	ITPKB	predicted	-	0.64
3750	DMTN	SLC2A1	predicted	-	0.64
3751	DMTN	TRAF2	predicted	-	0.64
3752	DNAAF5	DNAI2	predicted	-	0.64
3753	DNAJA2	ILK	predicted	-	0.64
3754	DNAJA3	ILK	predicted	-	0.64
3755	DNAJA3	STAT3	predicted	-	0.64
3756	DNAJA3	STAT5B	predicted	-	0.64
3757	DNAJB11	HSPA1B	predicted	-	0.99
3758	DNAJB11	HSPA5	predicted	-	0.99
3759	DNAJB11	HSPA8	predicted	-	0.98
3760	DNAJC3	RPL13	activate	->	1
3761	DNAJC5	GAD1	complex	-	1
3762	DNAJC5	GAD2	complex	-	1
3763	DNAJC5	HSPA8	complex	-	1
3764	DNAJC5	RAB3A	complex	-	1
3765	DNAJC5	RIMS1	catalyze; complex; input	->	1
3766	DNAJC5	SGTA	predicted	-	0.54
3767	DNAJC5	SLC32A1	complex	-	1
3768	DNAJC5	SNAP25	catalyze; complex; input	->	1
3769	DNAJC5	STX1A	catalyze; complex; input	->	1
3770	DNAJC5	STXBP1	catalyze; complex; input	->	1
3771	DNAJC5	SYT1	complex	-	1
3772	DNAJC5	VAMP2	complex	-	1
3773	DNAJC6	VAMP8	complex; input	-	1
3774	DNAJC8	PPIE	complex; input	-	1
3775	DNER	NCSTN	activated by	<-	1
3776	DNM1	GNA15	activate; inhibited by	|->	1
3777	DNM2	HLA-DPB1	catalyze; complex; input	->	1
3778	DNM2	HLA-DRA	catalyze; complex; input	->	1
3779	DNM2	HLA-DRB5	catalyze; complex; input	->	1
3780	DNM2	SRC	predicted	-	0.64
3781	DNM2	VAMP8	complex; input	-	1
3782	DNMT1	H2AFX	predicted	-	0.98
3783	DNMT1	STAT3	predicted	-	0.54
3784	DNMT3A	STAT3	predicted	-	0.54
3785	DNMT3A	STAT5B	predicted	-	0.54
3786	DNTTIP2	HNRNPA1	predicted	-	0.58
3787	DOCK1	IGKV3-20	complex; input	-	1
3788	DOCK1	NCK1	complex; input	-	1
3789	DOCK1	SRC	complex; input	-	1
3790	DOCK2	ITGB2	predicted	-	0.59
3791	DOCK2	SRC	PPrel: activated by, phosphorylation	<-	1
3792	DOCK7	SNCA	predicted	-	0.64
3793	DOCK8	LRCH1	predicted	-	0.99
3794	DOK1	NCK1	activate; catalyze; complex; input	->	1
3795	DOK1	SRC	activated by	<-	1
3796	DOK2	NCK1	complex; input	-	1
3797	DOK2	SRC	predicted	-	0.54
3798	DOK6	SRC	activated by	<-	1
3799	DPF1	KDM3B	PPrel: binding/association	-	1
3800	DPF1	SMARCC1	PPrel: binding/association	-	1
3801	DPF2	FHL2	predicted	-	0.64
3802	DPF2	ITGB1	activated by	<-	1
3803	DPF2	MEOX2	predicted	-	0.64
3804	DPF2	NRF1	expression regulated by	<-	1
3805	DPF2	PROP1	predicted	-	0.64
3806	DPF2	RELB	predicted	-	0.64
3807	DPF2	SMARCA4	predicted	-	0.97
3808	DPF2	TOP2A	predicted	-	0.54
3809	DPF3	KDM3B	PPrel: binding/association	-	1
3810	DPF3	SMARCC1	PPrel: binding/association	-	1
3811	DR1	DRAP1	predicted	-	1
3812	DR1	ELF1	expression regulated by	<-	1
3813	DR1	HSF1	predicted	-	0.64
3814	DR1	IRF1	predicted	-	0.64
3815	DR1	KAT14	complex; predicted	-	1
3816	DR1	KAT2A	complex	-	1
3817	DR1	KAT2B	complex	-	1
3818	DR1	MBIP	complex	-	1
3819	DR1	NFIL3	predicted	-	0.64
3820	DR1	NFYC	predicted	-	0.64
3821	DR1	POLE3	predicted	-	0.98
3822	DR1	PSMC3	predicted	-	0.64
3823	DR1	SGF29	complex	-	1
3824	DR1	TADA2A	complex	-	1
3825	DR1	TADA3	complex	-	1
3826	DR1	WDR5	complex; predicted	-	1
3827	DR1	WDR5B	predicted	-	0.7
3828	DR1	XPO1	predicted	-	0.98
3829	DR1	YEATS2	complex	-	1
3830	DR1	ZZZ3	complex	-	1
3831	DRD1	GNG5	complex; input	-	1
3832	DRD2	GNG5	PPrel: activation; complex; input	->	1
3833	DRD3	GNG5	PPrel: activation; complex; input	->	1
3834	DRD4	GNG5	PPrel: activation; complex; input	->	1
3835	DRD5	GNG5	complex; input	-	1
3836	DSP	KRT1	predicted	-	0.64
3837	DST	SYNE3	predicted	-	0.54
3838	DTD1	POLK	predicted	-	0.64
3839	DTGCU2	ITGB2	predicted	-	0.65
3840	DTL	STAT3	expression regulated by	<-	1
3841	DTX1	NCSTN	activated by	<-	1
3842	DTX3L	STAT3	expression regulated by	<-	1
3843	DTX3L	UBE2H	predicted	-	0.64
3844	DTYMK	STAT5B	predicted	-	0.54
3845	DUSP1	STAT3	expression regulated by	<-	1
3846	DUSP15	SRC	predicted	-	0.64
3847	DUSP22	STAT3	expression regulated by	<-	1
3848	DVL1	SRC	predicted	-	0.54
3849	DVL1P1	SRC	predicted	-	0.54
3850	DVL2	SRC	predicted	-	0.54
3851	DVL3	SRC	predicted	-	0.54
3852	DYM	PPIB	predicted	-	0.64
3853	DYNC1H1	HLA-DPB1	input	-	1
3854	DYNC1H1	HLA-DRA	input	-	1
3855	DYNC1H1	HLA-DRB5	input	-	1
3856	DYNC1I1	HLA-DPB1	input	-	1
3857	DYNC1I1	HLA-DRA	input	-	1
3858	DYNC1I1	HLA-DRB5	input	-	1
3859	DYNC1I2	HLA-DPB1	input	-	1
3860	DYNC1I2	HLA-DRA	input	-	1
3861	DYNC1I2	HLA-DRB5	input	-	1
3862	DYNC1LI1	HLA-DPB1	input	-	1
3863	DYNC1LI1	HLA-DRA	input	-	1
3864	DYNC1LI1	HLA-DRB5	input	-	1
3865	DYNC1LI2	HLA-DPB1	input	-	1
3866	DYNC1LI2	HLA-DRA	input	-	1
3867	DYNC1LI2	HLA-DRB5	input	-	1
3868	DYNLL1	HLA-DPB1	input	-	1
3869	DYNLL1	HLA-DRA	input	-	1
3870	DYNLL1	HLA-DRB5	input	-	1
3871	DYNLL1	PIK3C3	complex; input	-	1
3872	DYNLL2	HLA-DPB1	input	-	1
3873	DYNLL2	HLA-DRA	input	-	1
3874	DYNLL2	HLA-DRB5	input	-	1
3875	DYNLL2	PIK3C3	complex; input	-	1
3876	DYNLT1	MAPRE2	predicted	-	0.64
3877	DYSF	FLNC	predicted	-	0.64
3878	DYSF	NEB	predicted	-	0.64
3879	DYSF	RIPOR2	predicted	-	0.99
3880	DYSF	SLC12A6	predicted	-	0.64
3881	DYSF	TAF1	predicted	-	0.64
3882	DYSF	TRIM72	complex; input	-	1
3883	E2F1	HDGF	expression regulates	->	1
3884	E2F1	HNRNPAB	expression regulates	->	1
3885	E2F1	PURA	predicted	-	0.99
3886	E2F1	STAT3	inhibite	-|	1
3887	E2F6	NCK1	expression regulates	->	1
3888	E2F6	STAT5B	expression regulates	->	1
3889	EAF1	NELFA	complex; input	-	1
3890	EAF2	NELFA	complex; input	-	1
3891	EBI3	STAT3	activate; complex; input	->	1
3892	EBNA1BP2	RRP8	predicted	-	0.64
3893	ECSIT	NDUFAF4	complex; input	-	1
3894	EDC3	EDC4	complex	-	1
3895	EDC3	LSM1	catalyze	->	1
3896	EDC3	LSM2	catalyze	->	1
3897	EDC3	LSM3	catalyze	->	1
3898	EDC3	LSM4	catalyze	->	1
3899	EDC3	LSM5	catalyze	->	1
3900	EDC3	LSM6	catalyze	->	1
3901	EDC3	LSM7	catalyze	->	1
3902	EDC3	PATL1	catalyze	->	1
3903	EDC3	SFN	predicted	-	0.77
3904	EDC3	YWHAB	predicted	-	0.77
3905	EDC3	YWHAG	predicted	-	0.77
3906	EDC3	YWHAQ	predicted	-	0.77
3907	EDC3	YWHAZ	predicted	-	0.77
3908	EDEM1	SEC61A1	reaction	-	1
3909	EDN1	GNA15	complex; input	-	1
3910	EDN1	PRKAR1A	complex; reaction	-	1
3911	EDN1	SLC9A1	activate	->	1
3912	EDN2	GNA15	complex; input	-	1
3913	EDN3	GNA15	complex; input	-	1
3914	EDNRA	GNA15	PPrel: activation; complex; input	->	1
3915	EDNRA	SLC9A1	activate	->	1
3916	EDNRA	SRC	predicted	-	0.64
3917	EDNRB	GNA15	PPrel: activation; complex; input	->	1
3918	EEA1	PIK3C3	PPrel: binding/association	-	1
3919	EEA1	RAB5B	complex	-	1
3920	EED	KRT1	predicted	-	0.77
3921	EED	MTA1	predicted	-	0.54
3922	EED	PHGDH	predicted	-	0.54
3923	EED	PSPC1	predicted	-	0.54
3924	EEF1A1	RBM3	predicted	-	0.58
3925	EEF1A1	RPL13	catalyzed by; complex; input	<-	1
3926	EEF1A1	SUMO2	predicted	-	0.58
3927	EEF1D	HSP90B1	predicted	-	0.73
3928	EEF1D	RPL13	predicted	-	0.59
3929	EEF1G	RPL13	predicted	-	0.59
3930	EEF2	RPL13	input	-	1
3931	EEFSEC	RPL13	complex; input	-	1
3932	EFNA1	NCK1	complex; input	-	1
3933	EFNA1	SRC	activated by; complex; input; reaction	<-	1
3934	EFNA1	STAT3	expression regulated by	<-	1
3935	EFNA5	SRC	complex; input	-	1
3936	EFNB1	NCK1	complex; input	-	1
3937	EFNB1	SRC	activate; activated by; complex; input	<->	1
3938	EFNB2	SRC	complex; input	-	1
3939	EFNB3	LGALS1	predicted	-	0.64
3940	EFNB3	SRC	complex; input	-	1
3941	EFS	NCK1	predicted	-	0.99
3942	EFS	SRC	predicted	-	1
3943	EFTUD2	PPIE	complex; input	-	1
3944	EGF	MEMO1	complex; input	-	1
3945	EGF	NCK1	complex; input	-	1
3946	EGF	PTPN11	activate; activated by; complex; input	<->	1
3947	EGF	SLC9A1	activate	->	1
3948	EGF	SRC	activate; activated by; catalyze; catalyzed by	<->	1
3949	EGF	STAT3	activate	->	1
3950	EGFR	GLUL	predicted	-	0.64
3951	EGFR	H2AFX	predicted	-	0.64
3952	EGFR	HMGA1	predicted	-	0.64
3953	EGFR	HSP90B1	predicted	-	0.64
3954	EGFR	ITGB2	predicted	-	0.99
3955	EGFR	MEMO1	complex; input	-	1
3956	EGFR	NCK1	PPrel: indirect effect; complex; input	-	1
3957	EGFR	PIK3C3	complex; input	-	1
3958	EGFR	PTPN11	PPrel: activation; activate; activated by; complex; input	<->	1
3959	EGFR	SLC9A1	activate	->	1
3960	EGFR	SMG1	predicted	-	0.64
3961	EGFR	SNCA	predicted	-	0.64
3962	EGFR	SRC	PPrel: activated by, phosphorylation; PPrel: activated, indirect effect; PPrel: activation; activate; activated by; catalyze; catalyzed by	<->	1
3963	EGFR	STAT3	activate; complex; input	->	1
3964	EGFR	STAT5B	PPrel: activation, phosphorylation; complex; expression regulated by; input	<->	1
3965	EGFR	TAB1	predicted	-	0.64
3966	EGFR	ZAP70	predicted	-	0.64
3967	EGR1	EPX	expression regulates	->	1
3968	EGR1	GLUL	predicted	-	0.64
3969	EGR1	HMGA1	expression regulates	->	1
3970	EGR1	MTA1	activate; inhibited by	|->	1
3971	EGR1	PURA	predicted	-	0.64
3972	EGR1	STAT3	predicted	-	0.99
3973	EGR1	STAT5B	predicted	-	0.54
3974	EHD1	STX7	predicted	-	0.56
3975	EHHADH	STAT3	expression regulated by	<-	1
3976	EHMT2	MTA1	complex; input	-	1
3977	EIF1AX	RPL13	input	-	1
3978	EIF2AK2	PURA	predicted	-	0.64
3979	EIF2AK2	STAT3	GErel: expression by; activate	<->	1
3980	EIF2AK2	STAT5B	GErel: expression by	<-	1
3981	EIF2AK3	HSP90B1	predicted	-	0.99
3982	EIF2AK4	RPL13	complex	-	1
3983	EIF2S1	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1
3984	EIF2S1	RPL13	catalyzed by	<-	1
3985	EIF2S2	NCK1	predicted	-	0.77
3986	EIF2S2	RPL13	catalyzed by	<-	1
3987	EIF2S3	RPL13	catalyzed by	<-	1
3988	EIF4A1	H2AFX	predicted	-	0.64
3989	EIF4A1	PARN	catalyzed by	<-	1
3990	EIF4A2	PARN	catalyzed by	<-	1
3991	EIF4A3	PARN	catalyzed by	<-	1
3992	EIF4A3	PPIE	complex; input	-	1
3993	EIF4A3	RPL13	complex; input	-	1
3994	EIF4A3	SMG1	complex; input	-	1
3995	EIF4A3	THOC3	complex; input	-	1
3996	EIF4B	PARN	catalyzed by	<-	1
3997	EIF4E	LRPPRC	predicted	-	0.58
3998	EIF4E	PARN	catalyzed by	<-	1
3999	EIF4EBP2	SOD2	GErel: expression	->	1
4000	EIF4ENIF1	HSP90B1	predicted	-	0.56
4001	EIF4ENIF1	PURA	predicted	-	0.56
4002	EIF4G1	PARN	catalyzed by	<-	1
4003	EIF4G1	RPL13	complex; input	-	1
4004	EIF4G1	SMG1	complex; input	-	1
4005	EIF5B	RPL13	complex; input	-	1
4006	ELAVL1	MTA1	predicted	-	0.58
4007	ELAVL1	PPIE	complex; input	-	1
4008	ELAVL1	RBM3	predicted	-	0.98
4009	ELAVL2	PPIE	complex; input	-	1
4010	ELF1	HMGA1	predicted	-	0.64
4011	ELF5	STAT3	GErel: expression by	<-	1
4012	ELF5	STAT5B	GErel: expression by	<-	1
4013	ELK1	SNCA	catalyzed by	<-	1
4014	ELK3	NCK1	predicted	-	0.64
4015	ELL	INTS3	complex; input	-	1
4016	ELL	NELFA	complex; input	-	1
4017	ELL	PPIE	activate	->	1
4018	ELL	SSU72	activated by	<-	1
4019	ELL2	INTS3	complex; input	-	1
4020	ELL2	SSU72	activated by	<-	1
4021	ELL3	INTS3	complex; input	-	1
4022	ELL3	SSU72	activated by	<-	1
4023	ELMO1	IGKV3-20	complex; input	-	1
4024	ELMO1	SRC	PPrel: activated by, phosphorylation; complex; input	<-	1
4025	ELMO2	IGKV3-20	complex; input	-	1
4026	ELMO2	ILK	complex; input	-	1
4027	ELMO2	SRC	complex; input	-	1
4028	ELOA	NELFA	complex; input	-	1
4029	ELOA2	NELFA	complex; input	-	1
4030	ELOA3	NELFA	complex; input	-	1
4031	ELOB	NELFA	complex; input	-	1
4032	ELOC	NELFA	complex; input	-	1
4033	ELP2	STAT3	predicted	-	0.54
4034	ELP2	STAT5B	predicted	-	0.99
4035	EMD	SGTA	catalyze; complex; input	->	1
4036	EMP2	ITGB2	predicted	-	0.54
4037	EMSY	EP300	expression regulated by	<-	1
4038	EMSY	MORF4L2	predicted	-	0.56
4039	EMSY	MSL3	predicted	-	0.56
4040	EMSY	NANOG	predicted	-	0.54
4041	EMSY	PHF12	predicted	-	0.56
4042	EMSY	POU5F1	predicted	-	0.54
4043	EMSY	POU5F1B	predicted	-	0.54
4044	EMSY	SMARCA2	predicted	-	0.56
4045	EMSY	SMARCB1	predicted	-	0.56
4046	EMSY	ZNF646	predicted	-	0.64
4047	ENG	ITGB2	predicted	-	0.54
4048	ENO1	FHL1	predicted	-	0.64
4049	ENO2	PPIB	predicted	-	0.78
4050	ENO2	RCN1	predicted	-	0.78
4051	ENO2	SUMO2	predicted	-	0.78
4052	ENO3	PPIB	predicted	-	0.78
4053	ENO3	SOD2	predicted	-	0.78
4054	ENOPH1	PUDP	predicted	-	0.64
4055	EP300	HLA-DRA	expression regulates	->	1
4056	EP300	MBNL1	expression regulates	->	1
4057	EP300	PIP4K2B	expression regulates	->	1
4058	EP300	POLR1D	complex; input	-	1
4059	EP300	PPIE	complex; input	-	1
4060	EP300	SATB1	predicted	-	0.64
4061	EP300	SLC9A1	expression regulates	->	1
4062	EP300	SMARCC1	complex; expression regulates; input; reaction	->	1
4063	EP300	SRC	expression regulates	->	1
4064	EP300	SSBP2	expression regulates	->	1
4065	EP300	STAT3	PPrel: activation; activate; expression regulates	->	1
4066	EP300	STAT5B	PPrel: activation; expression regulates	->	1
4067	EP300	SUMO2	predicted	-	0.64
4068	EP400	HMGA1	inhibite	-|	1
4069	EPAS1	SMARCC1	predicted	-	0.64
4070	EPAS1	STAT3	expression regulated by	<-	1
4071	EPGN	PTPN11	complex; input	-	1
4072	EPGN	SRC	catalyze; catalyzed by	<->	1
4073	EPHA1	ILK	predicted	-	0.98
4074	EPHA1	SMG1	predicted	-	0.64
4075	EPHA1	SRC	activated by; reaction	<-	1
4076	EPHA2	NCK1	complex; input	-	1
4077	EPHA2	PTPN11	predicted	-	0.98
4078	EPHA2	SRC	activated by; complex; input; reaction	<-	1
4079	EPHA3	NCK1	predicted	-	0.97
4080	EPHA3	SRC	activated by; complex; input; reaction	<-	1
4081	EPHA4	SRC	activated by; complex; input; reaction	<-	1
4082	EPHA5	SRC	complex; input	-	1
4083	EPHA6	SRC	complex; input	-	1
4084	EPHA7	SRC	complex; input	-	1
4085	EPHB1	NCK1	complex; input	-	1
4086	EPHB1	NCSTN	catalyzed by	<-	1
4087	EPHB1	SRC	activate; activated by; complex; input	<->	1
4088	EPHB2	NCK1	complex; input	-	1
4089	EPHB2	NCSTN	catalyzed by	<-	1
4090	EPHB2	SRC	activate; activated by; complex; input	<->	1
4091	EPHB3	NCSTN	catalyzed by	<-	1
4092	EPHB3	SRC	complex; input	-	1
4093	EPHB4	NCSTN	catalyzed by	<-	1
4094	EPHB4	SRC	complex; input	-	1
4095	EPHB6	NCSTN	catalyzed by	<-	1
4096	EPHB6	SRC	complex; input	-	1
4097	EPHX1	MGST2	ECrel: compound	-	1
4098	EPO	PTPN11	reaction	-	1
4099	EPO	STAT5B	activate; complex; input	->	1
4100	EPOR	PTPN11	activate	->	1
4101	EPOR	STAT3	predicted	-	0.54
4102	EPOR	STAT5B	activate; complex; input	->	1
4103	EPRS	HSP90B1	predicted	-	1
4104	EPRS	TRAP1	predicted	-	0.66
4105	EPRS1	HSP90B1	predicted	-	0.66
4106	EPRS1	TRAP1	predicted	-	0.66
4107	EPS15	VAMP8	complex; input	-	1
4108	EPS8	ITGB2	predicted	-	0.64
4109	EPX	GFER	predicted	-	0.65
4110	EPX	HIF1A	expression regulated by	<-	1
4111	EPX	NFKB1	expression regulated by	<-	1
4112	EPX	SMAD3	expression regulated by	<-	1
4113	EPX	SMAD4	expression regulated by	<-	1
4114	ERAL1	MRPS10	complex	-	1
4115	ERAL1	MRPS15	complex	-	1
4116	ERAL1	MRPS16	complex	-	1
4117	ERAL1	MRPS2	complex	-	1
4118	ERAL1	MRPS27	complex	-	1
4119	ERAL1	MRPS34	complex	-	1
4120	ERAL1	MRPS6	complex	-	1
4121	ERBB2	MEMO1	complex; input	-	1
4122	ERBB2	PIK3C3	complex; input	-	1
4123	ERBB2	PTPN11	activate; inhibited by	|->	1
4124	ERBB2	SRC	PPrel: activation; catalyzed by	<->	1
4125	ERBB2	STAT3	complex; input	-	1
4126	ERBB2	STAT5B	complex; input	-	1
4127	ERBB2	STK24	predicted	-	0.64
4128	ERBB3	LGALS3BP	predicted	-	0.64
4129	ERBB3	MEMO1	complex; input	-	1
4130	ERBB3	PIK3C3	complex; input	-	1
4131	ERBB3	PTPN11	activate; inhibited by	|->	1
4132	ERBB3	SMARCC1	expression regulated by	<-	1
4133	ERBB3	SRC	PPrel: activation; catalyzed by	<->	1
4134	ERBB3	STAT3	complex; input	-	1
4135	ERBB3	STAT5B	complex; input	-	1
4136	ERBB3	ZAP70	predicted	-	0.98
4137	ERBB4	MEMO1	complex; input	-	1
4138	ERBB4	NCSTN	catalyzed by	<-	1
4139	ERBB4	PIK3C3	complex; input	-	1
4140	ERBB4	PTPN11	predicted	-	0.98
