	Gene1	Gene2	Annotation	Direction	Score	edge
53424	CDC42	DAG1	activated by	<-	1	CDC42_DAG1
53425	CDC42	DCC	activated by; catalyzed by; complex; input	<-	1	CDC42_DCC
53426	CDC42	DEPDC1B	catalyzed by	<-	1	CDC42_DEPDC1B
53427	CDC42	DEPDC7	catalyzed by	<-	1	CDC42_DEPDC7
53428	CDC42	DIAPH1	PPrel: activated, indirect effect	<-	1	CDC42_DIAPH1
53429	CDC42	DIAPH2	complex; input	-	1	CDC42_DIAPH2
53430	CDC42	DIAPH3	PPrel: activation; activate	->	1	CDC42_DIAPH3
53431	CDC42	DLC1	catalyzed by	<-	1	CDC42_DLC1
53432	CDC42	DLG4	catalyzed by	<-	1	CDC42_DLG4
53433	CDC42	DMD	activated by	<-	1	CDC42_DMD
53434	CDC42	DNMBP	activated by	<-	1	CDC42_DNMBP
53435	CDC42	DOCK1	catalyzed by; complex; input	<-	1	CDC42_DOCK1
53436	CDC42	DOCK10	activated by	<-	1	CDC42_DOCK10
53437	CDC42	DOCK11	activated by; complex; input; reaction	<-	1	CDC42_DOCK11
53438	CDC42	DOCK6	activated by; complex; input	<-	1	CDC42_DOCK6
53439	CDC42	DOCK7	activated by	<-	1	CDC42_DOCK7
53440	CDC42	DOCK9	activated by; complex; input	<-	1	CDC42_DOCK9
53441	CDC42	DSN1	complex; input; reaction	-	1	CDC42_DSN1
53442	CDC42	DVL1	activate; activated by	<->	1	CDC42_DVL1
53443	CDC42	DYNC1H1	complex; input; reaction	-	1	CDC42_DYNC1H1
53444	CDC42	DYNC1I1	complex; input; reaction	-	1	CDC42_DYNC1I1
53445	CDC42	DYNC1I2	complex; input; reaction	-	1	CDC42_DYNC1I2
53446	CDC42	DYNC1LI1	complex; input; reaction	-	1	CDC42_DYNC1LI1
53447	CDC42	DYNC1LI2	complex; input; reaction	-	1	CDC42_DYNC1LI2
53448	CDC42	DYNLL1	complex; input; reaction	-	1	CDC42_DYNLL1
53449	CDC42	DYNLL2	complex; input; reaction	-	1	CDC42_DYNLL2
53450	CDC42	ECT2	catalyzed by	<-	1	CDC42_ECT2
53451	CDC42	EFNB1	activated by; inhibited by	-	1	CDC42_EFNB1
53452	CDC42	EFNB2	activated by	<-	1	CDC42_EFNB2
53453	CDC42	EFNB3	activated by	<-	1	CDC42_EFNB3
53454	CDC42	EGF	complex; input	-	1	CDC42_EGF
53455	CDC42	EGFR	complex; input	-	1	CDC42_EGFR
53456	CDC42	ENAH	complex; input	-	1	CDC42_ENAH
53457	CDC42	EP300	expression regulated by	<-	1	CDC42_EP300
53458	CDC42	EPGN	complex; input	-	1	CDC42_EPGN
53459	CDC42	EPHB2	activated by	<-	1	CDC42_EPHB2
53460	CDC42	EPHB3	inhibited by	|-	1	CDC42_EPHB3
53461	CDC42	EPS8	complex; input	-	1	CDC42_EPS8
53462	CDC42	ERCC6L	complex; input; reaction	-	1	CDC42_ERCC6L
53463	CDC42	EREG	complex; input	-	1	CDC42_EREG
53464	CDC42	EXOC7	inhibit	-|	1	CDC42_EXOC7
53465	CDC42	F2RL2	complex; input	-	1	CDC42_F2RL2
53466	CDC42	FAM13A	catalyzed by	<-	1	CDC42_FAM13A
53467	CDC42	FAM13B	catalyzed by	<-	1	CDC42_FAM13B
53468	CDC42	FARP2	PPrel: activated by; activated by	<-	1	CDC42_FARP2
53469	CDC42	FGD1	PPrel: activated by; activated by; catalyzed by	<-	1	CDC42_FGD1
53470	CDC42	FGD2	catalyzed by	<-	1	CDC42_FGD2
53471	CDC42	FGD3	PPrel: activated by; catalyzed by	<-	1	CDC42_FGD3
53472	CDC42	FGD4	catalyzed by	<-	1	CDC42_FGD4
53473	CDC42	FMNL1	complex; input	-	1	CDC42_FMNL1
53474	CDC42	FMNL2	complex; input	-	1	CDC42_FMNL2
53475	CDC42	FYN	PPrel: activated by; activated by; catalyzed by; complex; input	<-	1	CDC42_FYN
53476	CDC42	GDI1	complex; input	-	1	CDC42_GDI1
53477	CDC42	GDI2	complex; input	-	1	CDC42_GDI2
53478	CDC42	GIT1	activated by	<-	1	CDC42_GIT1
53479	CDC42	GIT2	PPrel: activated by	<-	1	CDC42_GIT2
53480	CDC42	GMIP	catalyzed by	<-	1	CDC42_GMIP
53481	CDC42	GNA13	catalyzed by	<-	1	CDC42_GNA13
53482	CDC42	GNAI1	activated by	<-	1	CDC42_GNAI1
53483	CDC42	GNAI2	activated by	<-	1	CDC42_GNAI2
53484	CDC42	GNAI3	activated by	<-	1	CDC42_GNAI3
53485	CDC42	GNAO1	activated by	<-	1	CDC42_GNAO1
53486	CDC42	GNAZ	activated by	<-	1	CDC42_GNAZ
53487	CDC42	GNB1	activated by; complex; input	<-	1	CDC42_GNB1
53488	CDC42	GNG2	activated by; complex; input	<-	1	CDC42_GNG2
53489	CDC42	GRAP2	activated by; catalyzed by	<-	1	CDC42_GRAP2
53490	CDC42	GRB2	catalyzed by; complex; input	<-	1	CDC42_GRB2
53491	CDC42	GRIK1	catalyzed by	<-	1	CDC42_GRIK1
53492	CDC42	GRIK2	catalyzed by	<-	1	CDC42_GRIK2
53493	CDC42	GRIK3	catalyzed by	<-	1	CDC42_GRIK3
53494	CDC42	GRIK4	catalyzed by	<-	1	CDC42_GRIK4
53495	CDC42	GRIK5	catalyzed by	<-	1	CDC42_GRIK5
53496	CDC42	GRIN1	catalyzed by	<-	1	CDC42_GRIN1
53497	CDC42	GRIN2A	catalyzed by	<-	1	CDC42_GRIN2A
53498	CDC42	GRIN2B	catalyzed by	<-	1	CDC42_GRIN2B
53499	CDC42	GRIN2C	catalyzed by	<-	1	CDC42_GRIN2C
53500	CDC42	GRIN2D	catalyzed by	<-	1	CDC42_GRIN2D
53501	CDC42	GRIN3A	catalyzed by	<-	1	CDC42_GRIN3A
53502	CDC42	HAP1	catalyzed by	<-	1	CDC42_HAP1
53503	CDC42	HBEGF	complex; input	-	1	CDC42_HBEGF
53504	CDC42	HGF	activated by	<-	1	CDC42_HGF
53505	CDC42	HTT	activate; catalyzed by	<->	1	CDC42_HTT
53506	CDC42	INCENP	complex; input; reaction	-	1	CDC42_INCENP
53507	CDC42	INPP5B	catalyzed by	<-	1	CDC42_INPP5B
53508	CDC42	IQGAP1	PPrel: activation; PPrel: inhibition; activated by; complex; input; predicted; reaction	<-	1	CDC42_IQGAP1
53509	CDC42	IQGAP2	PPrel: activation; complex; input; predicted	->	1	CDC42_IQGAP2
53510	CDC42	IQGAP3	PPrel: activation; activate; complex; input; predicted	->	1	CDC42_IQGAP3
53511	CDC42	ITGB1	activated by	<-	1	CDC42_ITGB1
53512	CDC42	ITGB3BP	complex; input; reaction	-	1	CDC42_ITGB3BP
53513	CDC42	ITSN1	activated by; catalyzed by; complex; input	<-	1	CDC42_ITSN1
53514	CDC42	ITSN2	activated by	<-	1	CDC42_ITSN2
53515	CDC42	JAK2	activated by	<-	1	CDC42_JAK2
53516	CDC42	JUP	inhibited by	|-	1	CDC42_JUP
53517	CDC42	KALRN	catalyzed by	<-	1	CDC42_KALRN
53518	CDC42	KDR	PPrel: activated by; activated by; complex; input	<-	1	CDC42_KDR
53519	CDC42	KIAA0142	PPrel: activated by	<-	1	CDC42_KIAA0142
53520	CDC42	KIF18A	complex; input; reaction	-	1	CDC42_KIF18A
53521	CDC42	KIF2A	complex; input; reaction	-	1	CDC42_KIF2A
53522	CDC42	KIF2B	complex; input; reaction	-	1	CDC42_KIF2B
53523	CDC42	KIF2C	complex; input; reaction	-	1	CDC42_KIF2C
53524	CDC42	KIF5A	complex; input	-	1	CDC42_KIF5A
53525	CDC42	KLC1	complex; input	-	1	CDC42_KLC1
53526	CDC42	KLC2	complex; input	-	1	CDC42_KLC2
53527	CDC42	KNL1	complex; input; reaction	-	1	CDC42_KNL1
53528	CDC42	KNTC1	complex; input; reaction	-	1	CDC42_KNTC1
53529	CDC42	KTN1	complex; input	-	1	CDC42_KTN1
53530	CDC42	LAMA3	activated by	<-	1	CDC42_LAMA3
53531	CDC42	LAMA5	activated by	<-	1	CDC42_LAMA5
53532	CDC42	LAMC1	activated by	<-	1	CDC42_LAMC1
53533	CDC42	LAMC2	activated by	<-	1	CDC42_LAMC2
53534	CDC42	LAT	activated by; catalyzed by	<-	1	CDC42_LAT
53535	CDC42	LCK	catalyzed by	<-	1	CDC42_LCK
53536	CDC42	LCP2	activated by; catalyzed by	<-	1	CDC42_LCP2
53537	CDC42	LIMK2	activate	->	1	CDC42_LIMK2
53538	CDC42	LRRK2	predicted	-	0.97	CDC42_LRRK2
53539	CDC42	MAD1L1	complex; input; reaction	-	1	CDC42_MAD1L1
53540	CDC42	MAD2L1	complex; input; reaction	-	1	CDC42_MAD2L1
53541	CDC42	MAGI1	PPrel: binding/association	-	1	CDC42_MAGI1
53542	CDC42	MAP2K3	activate	->	1	CDC42_MAP2K3
53543	CDC42	MAP2K6	catalyzed by	<-	1	CDC42_MAP2K6
53544	CDC42	MAP3K1	PPrel: activation; PPrel: indirect effect; activate	->	1	CDC42_MAP3K1
53545	CDC42	MAP3K11	PPrel: activation; activate	->	1	CDC42_MAP3K11
53546	CDC42	MAP3K5	PPrel: activation	->	1	CDC42_MAP3K5
53547	CDC42	MAP3K9	activate	->	1	CDC42_MAP3K9
53548	CDC42	MAPK10	PPrel: activation; PPrel: activation, indirect effect; activate	->	1	CDC42_MAPK10
53549	CDC42	MAPK11	PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; complex; input	->	1	CDC42_MAPK11
53550	CDC42	MAPK12	PPrel: activation; PPrel: activation, indirect effect; catalyze; complex; input	->	1	CDC42_MAPK12
53551	CDC42	MAPK13	PPrel: activation; PPrel: activation, indirect effect; catalyze	->	1	CDC42_MAPK13
53552	CDC42	MAPK14	PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; complex; input	->	1	CDC42_MAPK14
53553	CDC42	MAPK8	PPrel: activation; PPrel: activation, indirect effect; activate	->	1	CDC42_MAPK8
53554	CDC42	MAPK9	PPrel: activation; PPrel: activation, indirect effect; activate	->	1	CDC42_MAPK9
53555	CDC42	MAPRE1	complex; input; reaction	-	1	CDC42_MAPRE1
53556	CDC42	MCF2	activated by; catalyzed by	<-	1	CDC42_MCF2
53557	CDC42	MCF2L	activated by; catalyzed by	<-	1	CDC42_MCF2L
53558	CDC42	MEN1	inhibite	-|	1	CDC42_MEN1
53559	CDC42	MET	activated by	<-	1	CDC42_MET
53560	CDC42	MIS12	complex; input; reaction	-	1	CDC42_MIS12
53561	CDC42	MTOR	activate	->	1	CDC42_MTOR
53562	CDC42	MUSK	activate; activated by	<->	1	CDC42_MUSK
53563	CDC42	MYO9A	catalyzed by	<-	1	CDC42_MYO9A
53564	CDC42	MYO9B	catalyzed by	<-	1	CDC42_MYO9B
53566	CDC42	NCK2	activated by; catalyzed by; complex; input	<-	1	CDC42_NCK2
53567	CDC42	NCKIPSD	complex; input	-	1	CDC42_NCKIPSD
53568	CDC42	NDC80	complex; input; reaction	-	1	CDC42_NDC80
53569	CDC42	NDE1	complex; input; reaction	-	1	CDC42_NDE1
53570	CDC42	NDEL1	complex; input; reaction	-	1	CDC42_NDEL1
53571	CDC42	NET1	catalyzed by	<-	1	CDC42_NET1
53572	CDC42	NF2	inhibited by	|-	1	CDC42_NF2
53573	CDC42	NFATC2	activate	->	1	CDC42_NFATC2
53574	CDC42	NGEF	PPrel: inhibited by; activated by; catalyzed by	-	1	CDC42_NGEF
53575	CDC42	NGFR	PPrel: activated by	<-	1	CDC42_NGFR
53576	CDC42	NME1	inhibited by	|-	1	CDC42_NME1
53577	CDC42	NOD1	PPrel: activation, indirect effect	->	1	CDC42_NOD1
53578	CDC42	NSL1	complex; input; reaction	-	1	CDC42_NSL1
53579	CDC42	NTN1	activated by; catalyzed by; complex; input	<-	1	CDC42_NTN1
53580	CDC42	NTRK2	activated by	<-	1	CDC42_NTRK2
53581	CDC42	NUDC	complex; input; reaction	-	1	CDC42_NUDC
53582	CDC42	NUF2	complex; input; reaction	-	1	CDC42_NUF2
53583	CDC42	NUP107	complex; input; reaction	-	1	CDC42_NUP107
53584	CDC42	NUP133	complex; input; reaction	-	1	CDC42_NUP133
53585	CDC42	NUP160	complex; input; reaction	-	1	CDC42_NUP160
53586	CDC42	NUP37	complex; input; reaction	-	1	CDC42_NUP37
53587	CDC42	NUP43	complex; input; reaction	-	1	CDC42_NUP43
53588	CDC42	NUP85	complex; input; reaction	-	1	CDC42_NUP85
53589	CDC42	NUP98	complex; input; reaction	-	1	CDC42_NUP98
53590	CDC42	OBSCN	catalyzed by	<-	1	CDC42_OBSCN
53591	CDC42	OCRL	catalyzed by	<-	1	CDC42_OCRL
53592	CDC42	OPHN1	catalyzed by	<-	1	CDC42_OPHN1
53593	CDC42	PAFAH1B1	activated by; complex; input; reaction	<-	1	CDC42_PAFAH1B1
53594	CDC42	PAK1	PPrel: activation; PPrel: activation, indirect effect; activate; catalyzed by; complex; input	<->	1	CDC42_PAK1
53595	CDC42	PAK2	PPrel: activation; activate; activated by; complex; input	<->	1	CDC42_PAK2
53596	CDC42	PAK3	PPrel: activation; PPrel: activation, indirect effect; activate; activated by; complex; input	<->	1	CDC42_PAK3
53597	CDC42	PAK4	PPrel: activation; activate; activated by	<->	1	CDC42_PAK4
53598	CDC42	PAK5	PPrel: activation; activate; activated by	<->	1	CDC42_PAK5
53599	CDC42	PAK6	PPrel: activation; activate; activated by	<->	1	CDC42_PAK6
53600	CDC42	PARD3	PPrel: activation; complex	->	1	CDC42_PARD3
53601	CDC42	PARD6A	PPrel: activation; activate; complex; input; predicted	->	1	CDC42_PARD6A
53602	CDC42	PARD6B	PPrel: activation; complex; predicted	->	1	CDC42_PARD6B
53603	CDC42	PARD6G	PPrel: activation; complex; predicted	->	1	CDC42_PARD6G
53604	CDC42	PIK3CA	PPrel: activated by; activate; activated by	<->	1	CDC42_PIK3CA
53605	CDC42	PIK3CA VARIANT PROTEIN	PPrel: activated by	<-	1	CDC42_PIK3CA VARIANT PROTEIN
53606	CDC42	PIK3CB	PPrel: activated by	<-	1	CDC42_PIK3CB
53607	CDC42	PIK3CD	PPrel: activated by	<-	1	CDC42_PIK3CD
53608	CDC42	PIK3R1	PPrel: activated by; activate; activated by	<->	1	CDC42_PIK3R1
53609	CDC42	PIK3R2	PPrel: activated by; catalyzed by	<-	1	CDC42_PIK3R2
53610	CDC42	PIK3R3	PPrel: activated by	<-	1	CDC42_PIK3R3
53611	CDC42	PLCG1	activated by	<-	1	CDC42_PLCG1
53612	CDC42	PLD1	activate	->	1	CDC42_PLD1
53613	CDC42	PLEKHG2	catalyzed by	<-	1	CDC42_PLEKHG2
53614	CDC42	PLEKHG5	catalyzed by	<-	1	CDC42_PLEKHG5
53615	CDC42	PLK1	complex; input; reaction	-	1	CDC42_PLK1
53616	CDC42	PMF1	complex; input; reaction	-	1	CDC42_PMF1
53617	CDC42	POTEKP	activate	->	1	CDC42_POTEKP
53618	CDC42	PPP1CC	complex; input; reaction	-	1	CDC42_PPP1CC
53619	CDC42	PREX1	catalyzed by	<-	1	CDC42_PREX1
53620	CDC42	PRKCE	complex; input	-	1	CDC42_PRKCE
53621	CDC42	PRKCI	PPrel: activation; complex	->	1	CDC42_PRKCI
53622	CDC42	PRKCZ	PPrel: activation; activate; complex; input	->	1	CDC42_PRKCZ
53623	CDC42	PTEN	PPrel: binding/association	-	1	CDC42_PTEN
53624	CDC42	PTK2	catalyzed by; complex; input	<-	1	CDC42_PTK2
53625	CDC42	RAB1A	predicted	-	0.92	CDC42_RAB1A
53626	CDC42	RAC1	PPrel: activation, indirect effect; PPrel: indirect effect; catalyzed by; input; reaction	<->	1	CDC42_RAC1
53627	CDC42	RAC2	PPrel: activation, indirect effect; PPrel: indirect effect; catalyzed by	<->	1	CDC42_RAC2
53628	CDC42	RAC3	PPrel: activation, indirect effect; PPrel: indirect effect; catalyzed by	<->	1	CDC42_RAC3
53629	CDC42	RACGAP1	activated by; catalyzed by	<-	1	CDC42_RACGAP1
53630	CDC42	RALBP1	PPrel: activated by; PPrel: inhibited by; activated by; catalyzed by	-	1	CDC42_RALBP1
53631	CDC42	RANBP2	complex; input; reaction	-	1	CDC42_RANBP2
53632	CDC42	RANGAP1	complex; input; reaction	-	1	CDC42_RANGAP1
53633	CDC42	RAP1A	PPrel: activated, indirect effect; activated by	<-	1	CDC42_RAP1A
53634	CDC42	RAP1B	PPrel: activated, indirect effect; activated by	<-	1	CDC42_RAP1B
53635	CDC42	RASGRF1	inhibit	-|	1	CDC42_RASGRF1
53636	CDC42	RASGRF2	catalyzed by	<-	1	CDC42_RASGRF2
53637	CDC42	RCC2	complex; input; reaction	-	1	CDC42_RCC2
53638	CDC42	ROBO1	catalyzed by	<-	1	CDC42_ROBO1
53639	CDC42	ROCK1	activated by	<-	1	CDC42_ROCK1
53640	CDC42	ROCK2	activated by	<-	1	CDC42_ROCK2
53641	CDC42	RPS27	complex; input; reaction	-	1	CDC42_RPS27
53642	CDC42	RPS27A	catalyze; complex; input	->	1	CDC42_RPS27A
53643	CDC42	RPS6KB1	activate	->	1	CDC42_RPS6KB1
53644	CDC42	S1PR4	activated by	<-	1	CDC42_S1PR4
53645	CDC42	SCRIB	predicted	-	0.97	CDC42_SCRIB
53646	CDC42	SEC13	complex; input; reaction	-	1	CDC42_SEC13
53647	CDC42	SEH1L	complex; input; reaction	-	1	CDC42_SEH1L
53648	CDC42	SEPTIN2	inhibit	-|	1	CDC42_SEPTIN2
53649	CDC42	SGO1	complex; input; reaction	-	1	CDC42_SGO1
53650	CDC42	SGO2	complex; input; reaction	-	1	CDC42_SGO2
53651	CDC42	SH3GL2	complex; input	-	1	CDC42_SH3GL2
53652	CDC42	SH3KBP1	complex; input	-	1	CDC42_SH3KBP1
53653	CDC42	SKA1	complex; input; reaction	-	1	CDC42_SKA1
53654	CDC42	SKA2	complex; input; reaction	-	1	CDC42_SKA2
53655	CDC42	SLIT2	catalyzed by	<-	1	CDC42_SLIT2
53656	CDC42	SOS1	catalyzed by	<-	1	CDC42_SOS1
53657	CDC42	SOS2	catalyzed by	<-	1	CDC42_SOS2
53658	CDC42	SPAG9	complex; input	-	1	CDC42_SPAG9
53659	CDC42	SPATA13	activated by	<-	1	CDC42_SPATA13
53660	CDC42	SPC24	complex; input; reaction	-	1	CDC42_SPC24
53661	CDC42	SPC25	complex; input; reaction	-	1	CDC42_SPC25
53662	CDC42	SPDL1	complex; input; reaction	-	1	CDC42_SPDL1
53663	CDC42	SPI1	predicted	-	0.54	CDC42_SPI1
53665	CDC42	SRGAP1	PPrel: inhibited by; catalyzed by	-	1	CDC42_SRGAP1
53666	CDC42	SRGAP2	PPrel: inhibited by; catalyzed by	-	1	CDC42_SRGAP2
53667	CDC42	SRGAP3	PPrel: inhibited by; catalyzed by	-	1	CDC42_SRGAP3
53668	CDC42	STARD13	catalyzed by	<-	1	CDC42_STARD13
53669	CDC42	STARD8	catalyzed by	<-	1	CDC42_STARD8
53670	CDC42	SYDE1	catalyzed by	<-	1	CDC42_SYDE1
53671	CDC42	SYDE2	catalyzed by	<-	1	CDC42_SYDE2
53672	CDC42	TAGAP	catalyzed by	<-	1	CDC42_TAGAP
53673	CDC42	TAOK1	complex; input; reaction	-	1	CDC42_TAOK1
53674	CDC42	TGFA	complex; input	-	1	CDC42_TGFA
53675	CDC42	TIAM1	PPrel: activation; activate; catalyzed by	<->	1	CDC42_TIAM1
53676	CDC42	TIAM2	catalyzed by	<-	1	CDC42_TIAM2
53677	CDC42	TNFAIP8	activate	->	1	CDC42_TNFAIP8
53678	CDC42	TNK2	complex; input	-	1	CDC42_TNK2
53679	CDC42	TRIO	catalyzed by; complex; input	<-	1	CDC42_TRIO
53680	CDC42	TRIP10	catalyzed by	<-	1	CDC42_TRIP10
53681	CDC42	TUBA1A	PPrel: activated by	<-	1	CDC42_TUBA1A
53682	CDC42	TUBA1B	PPrel: activated by	<-	1	CDC42_TUBA1B
53683	CDC42	TUBA1C	PPrel: activated by	<-	1	CDC42_TUBA1C
53684	CDC42	TUBA3D	PPrel: activated by	<-	1	CDC42_TUBA3D
53685	CDC42	TUBA3E	PPrel: activated by	<-	1	CDC42_TUBA3E
53686	CDC42	TUBA4A	PPrel: activated by	<-	1	CDC42_TUBA4A
53687	CDC42	TUBA8	PPrel: activated by	<-	1	CDC42_TUBA8
53688	CDC42	TUBAL3	PPrel: activated by	<-	1	CDC42_TUBAL3
53689	CDC42	UBA52	catalyze; complex; input	->	1	CDC42_UBA52
53690	CDC42	UBB	catalyze; complex; input	->	1	CDC42_UBB
53691	CDC42	UBC	catalyze; complex; input	->	1	CDC42_UBC
53692	CDC42	VAMP2	predicted	-	0.54	CDC42_VAMP2
53693	CDC42	VASP	PPrel: activation	->	1	CDC42_VASP
53694	CDC42	VAV1	PPrel: activated by; PPrel: activated, indirect effect; activated by; catalyzed by	<-	1	CDC42_VAV1
53695	CDC42	VAV2	PPrel: activated by; PPrel: activated, indirect effect; activate; activated by; catalyzed by	<->	1	CDC42_VAV2
53696	CDC42	VAV3	PPrel: activated by; PPrel: activated, indirect effect; activated by; catalyzed by	<-	1	CDC42_VAV3
53697	CDC42	VEGFA	activated by; complex; input	<-	1	CDC42_VEGFA
53698	CDC42	WAS	PPrel: activation; complex; input	->	1	CDC42_WAS
53699	CDC42	WASL	PPrel: activation; PPrel: binding/association; activate; activated by; catalyzed by; complex; input	<->	1	CDC42_WASL
53700	CDC42	WHAMM	PPrel: activation	->	1	CDC42_WHAMM
53701	CDC42	WIPF1	complex; input	-	1	CDC42_WIPF1
53702	CDC42	WIPF2	complex; input	-	1	CDC42_WIPF2
53703	CDC42	WIPF3	complex; input	-	1	CDC42_WIPF3
53704	CDC42	XPO1	complex; input; reaction	-	1	CDC42_XPO1
53705	CDC42	YES1	activated by; reaction	<-	1	CDC42_YES1
53706	CDC42	ZW10	complex; input; reaction	-	1	CDC42_ZW10
53707	CDC42	ZWILCH	complex; input; reaction	-	1	CDC42_ZWILCH
53708	CDC42	ZWINT	complex; input; reaction	-	1	CDC42_ZWINT
53750	CDC42BPG	TBK1	predicted	-	0.98	CDC42BPG_TBK1
53816	CDC5L	CLP1	complex; input	-	1	CDC5L_CLP1
53823	CDC5L	CPSF7	complex; input	-	1	CDC5L_CPSF7
53836	CDC5L	DDX17	predicted	-	0.64	CDC5L_DDX17
53870	CDC5L	HNRNPA3	complex; input	-	1	CDC5L_HNRNPA3
53884	CDC5L	HSPA5	predicted	-	0.64	CDC5L_HSPA5
53908	CDC5L	NOP2	predicted	-	0.78	CDC5L_NOP2
53950	CDC5L	PRPF4	complex; input	-	1	CDC5L_PRPF4
53992	CDC5L	SMNDC1	complex; input	-	1	CDC5L_SMNDC1
53995	CDC5L	SNRNP40	complex; input	-	1	CDC5L_SNRNP40
54010	CDC5L	SNW1	complex; input; predicted	-	1	CDC5L_SNW1
54018	CDC5L	SRSF4	complex; input	-	1	CDC5L_SRSF4
54020	CDC5L	SRSF6	complex; input	-	1	CDC5L_SRSF6
54025	CDC5L	SYF2	complex; input	-	1	CDC5L_SYF2
54076	CDC6	HUWE1	predicted	-	0.73	CDC6_HUWE1
54224	CDC73	CDK12	predicted	-	0.64	CDC73_CDK12
54277	CDC73	HSPA5	predicted	-	0.64	CDC73_HSPA5
54283	CDC73	KMT2A	predicted	-	0.64	CDC73_KMT2A
54322	CDC73	RTF1	complex	-	1	CDC73_RTF1
54360	CDCA5	CENPC	complex; input	-	1	CDCA5_CENPC
54451	CDCA7L	NOP2	predicted	-	0.64	CDCA7L_NOP2
54456	CDCA8	CENPC	complex; input	-	1	CDCA8_CENPC
54505	CDCA8	NDC1	catalyzed by	<-	1	CDCA8_NDC1
54669	CDH1	MMP9	catalyzed by	<-	1	CDH1_MMP9
55436	CDH3	MMP9	catalyzed by	<-	1	CDH3_MMP9
55819	CDK1	CENPC	catalyze	->	1	CDK1_CENPC
56016	CDK1	NDC1	catalyze	->	1	CDK1_NDC1
56168	CDK1	RUNX2	catalyze	->	1	CDK1_RUNX2
56292	CDK12	CDK7	complex; input	-	1	CDK12_CDK7
56293	CDK12	CDK9	complex; input	-	1	CDK12_CDK9
56294	CDK12	CTDP1	complex; input	-	1	CDK12_CTDP1
56295	CDK12	ELL	complex; input	-	1	CDK12_ELL
56296	CDK12	ELOA	complex; input	-	1	CDK12_ELOA
56297	CDK12	ELOA2	complex; input	-	1	CDK12_ELOA2
56298	CDK12	ELOA3	complex; input	-	1	CDK12_ELOA3
56299	CDK12	ELOB	complex; input	-	1	CDK12_ELOB
56300	CDK12	ELOC	complex; input	-	1	CDK12_ELOC
56301	CDK12	ERCC2	complex; input	-	1	CDK12_ERCC2
56302	CDK12	ERCC3	complex; input	-	1	CDK12_ERCC3
56303	CDK12	GTF2F1	complex; input	-	1	CDK12_GTF2F1
56304	CDK12	GTF2F2	complex; input	-	1	CDK12_GTF2F2
56305	CDK12	GTF2H1	complex; input	-	1	CDK12_GTF2H1
56306	CDK12	GTF2H2	complex; input	-	1	CDK12_GTF2H2
56307	CDK12	GTF2H3	complex; input	-	1	CDK12_GTF2H3
56308	CDK12	GTF2H4	complex; input	-	1	CDK12_GTF2H4
56309	CDK12	GTF2H5	complex; input	-	1	CDK12_GTF2H5
56310	CDK12	MNAT1	complex; input	-	1	CDK12_MNAT1
56312	CDK12	NELFB	complex; input	-	1	CDK12_NELFB
56313	CDK12	NELFCD	complex; input	-	1	CDK12_NELFCD
56314	CDK12	NELFE	complex; input	-	1	CDK12_NELFE
56315	CDK12	PAF1	predicted	-	0.64	CDK12_PAF1
56316	CDK12	POLR2A	complex; input	-	1	CDK12_POLR2A
56317	CDK12	POLR2B	complex; input	-	1	CDK12_POLR2B
56318	CDK12	POLR2C	complex; input	-	1	CDK12_POLR2C
56319	CDK12	POLR2D	complex; input	-	1	CDK12_POLR2D
56320	CDK12	POLR2E	complex; input	-	1	CDK12_POLR2E
56321	CDK12	POLR2F	complex; input	-	1	CDK12_POLR2F
56322	CDK12	POLR2G	complex; input	-	1	CDK12_POLR2G
56323	CDK12	POLR2H	complex; input	-	1	CDK12_POLR2H
56324	CDK12	POLR2I	complex; input	-	1	CDK12_POLR2I
56325	CDK12	POLR2J	complex; input	-	1	CDK12_POLR2J
56326	CDK12	POLR2K	complex; input	-	1	CDK12_POLR2K
56327	CDK12	POLR2L	complex; input	-	1	CDK12_POLR2L
56328	CDK12	SSRP1	complex; input	-	1	CDK12_SSRP1
56329	CDK12	SUPT16H	complex; input	-	1	CDK12_SUPT16H
56330	CDK12	SUPT4H1	complex; input	-	1	CDK12_SUPT4H1
56331	CDK12	SUPT5H	complex; input	-	1	CDK12_SUPT5H
56332	CDK12	TCEA1	complex; input	-	1	CDK12_TCEA1
56465	CDK2	KAT5	complex; input	-	1	CDK2_KAT5
56753	CDK4	GNAS	reaction	-	1	CDK4_GNAS
56860	CDK4	PDK2	activated by; reaction	<-	1	CDK4_PDK2
56867	CDK4	PKN1	complex; reaction	-	1	CDK4_PKN1
56913	CDK4	RUNX2	catalyze	->	1	CDK4_RUNX2
57165	CDK5RAP2	KAT5	predicted	-	0.64	CDK5RAP2_KAT5
57331	CDK7	DDB2	complex; input	-	1	CDK7_DDB2
57381	CDK7	INTS12	catalyze; complex; input	->	1	CDK7_INTS12
57427	CDK7	POLR1C	complex; input	-	1	CDK7_POLR1C
57458	CDK7	RNGTT	complex; input	-	1	CDK7_RNGTT
57469	CDK7	RTF1	complex; input	-	1	CDK7_RTF1
57520	CDK7	USF2	expression regulated by	<-	1	CDK7_USF2
57599	CDK8	SNW1	complex; input	-	1	CDK8_SNW1
57656	CDK9	INTS12	catalyze; complex; input	->	1	CDK9_INTS12
57726	CDK9	RTF1	complex; input	-	1	CDK9_RTF1
