accession	gene_name	IDHwt_1.raw	IDHwt_2.raw	IDHwt_3.raw	IDHwt_4.raw	mIDH1_1.raw	mIDH1_2.raw	mIDH1_3.raw	mIDH1_4.raw	mIDH2_1.raw	mIDH2_2.raw	mIDH2_3.raw	mIDH2_4.raw	IDH2_vs_IDH1_ratio	IDH2_vs_IDH1_t.test	IDH2_vs_IDH1_logFC	IDH2_vs_IDH1_p.value
Q9P2R3	ANKFY1	2537559.25	2405112.25	2135418	2011702.75	2549522.25	2633409	2170078	2509431.75	2573616.75	2201021.75	2457766.75	2135773.5	0.920899557497459	0.428218572172928	-0.118884284719041	0.368334500943245
Q9BZH6	WDR11	2380365.5	2846125.5	3171091.75	2994274	3219624.25	2941670.5	2249625.25	3012630.75	1846044.88	1915030.38	1586952.62	1772969.38	0.607798313865964	0.0103953710484058	-0.718335422298604	1.98316000451441
P11766	ADH5	20144208	21465014	17547912	17337542	18713994	18457434	14950799	18432644	13306539	16454047	15638955	16244550	0.864284022386724	0.103705255900268	-0.210422603848339	0.984199232515105
P52597	HNRNPF	45636784	49238928	53294736	49150468	36486916	38456964	44958068	31417576	35480700	32505124	36432384	27091742	0.907156448265022	0.210715960798004	-0.140576715387976	0.676302567268164
Q9P287	BCCIP	7577816	8546081	7894744	7229812	3958473.25	5119425.5	4453096.5	4760329.5	5901214	4293667	5062437	4854998.5	1.07641126113131	0.317315523280471	0.106229389265729	0.49850868141316
O95479	H6PD	3593945.5	2988852.75	2998971.75	2577861.75	6165829.5	5400230.5	4168735.25	5288984.5	4645420.5	5413089	3753457.75	3958303.25	0.804897623445688	0.194975342535788	-0.313122799287218	0.710020308010536
A0A7P0TAY0	VCP	190974.03	243244.98	343264.31	408894.09	342265.19	277787.5	141187.3	311076.31	38979.94	249922.77	57829.88	419398.44	0.522621096378804	0.483204916921866	-0.936162732520313	0.315868655137815
Q92979	EMG1	12132776	17419270	13791248	12382104	10341036	12573539	12503145	6886412.5	12570737	8377538	17548804	7888014	0.917007048753466	0.71253973916743	-0.124995271467702	0.147190909537195
Q9Y3B7	MRPL11	12569366	13468492	14912838	13395209	9768279	9130440	8766009	7200317.5	12472316	10536686	11403425	9340796	1.22594772851307	0.0428409773297091	0.293897467264713	1.36814063018243
P30086	PEBP1	105511104	78144376	67792248	69759552	61020844	53640888	46250016	58659868	55893672	49363424	45754156	45213732	0.846989667638569	0.206896772019609	-0.239583724547738	0.684246285095539
A0A5F9ZHN9	ALDH3A2	10131567	7736733	7579008	10805262	1349935.5	408889.62	328879.75	1595315	3474771.25	2978134.75	2494871	2934630	3.36176956012545	0.00293680149942683	1.74922083526463	2.53212540676863
O95487	SEC24B	2775038.75	2880142.75	2782186.5	2628227.5	3786280.25	3616154.25	3709939.75	3801930.25	3217928.75	3324816.75	3498710.5	3411759	0.898663026165187	0.00341796031805943	-0.154147848575349	2.46623298367141
Q9UKG1	APPL1	7600204	5952119.5	5965056	5534986	7255057.5	5849000	4491343.5	6042808.5	5687270.5	6310834	5699468.5	5297272.5	0.95752794875565	0.803623235244526	-0.0626134972046421	0.0949475149394658
Q99733	NAP1L4	13177959	10881113	10884203	12083644	10782989	9586921	10446029	11611561	10291280	10240113	9254645	11000093	0.967138140822152	0.485625748101632	-0.048206123649294	0.313698294828168
P10644	PRKAR1A	5956291	5842645.5	6194789	5572143.5	6283001.5	6062040.5	4814657.5	5659322.5	4850949	4344375	5041994	4664074	0.811767624635463	0.0485098479055913	-0.300861292064451	1.31417008702856
F8W1R7	MYL6	20946108	16732584	15323125	13305258	24936064	18209226	15326130	15708881	21399350	22104204	44402004	13881046	1.28260560060147	0.381619451490677	0.359077611947107	0.418369497018861
Q99614	TTC1	7882628.5	7037875	6781619	6679193	2851287.25	3172846	4525790.5	3651022	2953085.75	3433640.25	3619667	3664996.5	1.03362304927352	0.756143427429121	0.04771014687613	0.121395818476307
Q9H5N1	RABEP2	4725409.5	4803486	4592740	4618941	6620071	6170453.5	5340284.5	6339818.5	5052027.5	6216239.5	5790046.5	5887981	0.933475107495664	0.341944959851819	-0.0993165435353854	0.46604379323136
P52306	RAP1GDS1	5482259.5	5266766	5247503	5360641.5	6373480.5	6160848	5133254	6548170.5	6774829	6700897	5758031.5	7103326	1.07510553915992	0.262852235479751	0.104478290837008	0.580288325085001
A0A5F9UY30	TGOLN2	4372720	3957791	3840278	4396644	1632763	1987355.12	1961790.75	2373516.75	1897786	2706768.5	1508912.25	2416236	1.09239368258636	0.660515898806663	0.127492876001182	0.180116724331207
O15231	ZNF185	2896111.25	3098292.25	3360946	3114225.75	3458074.5	2954619.25	2703377.75	3352789.25	1940130.75	2299099.25	1088765.62	1767212.12	0.587775925722902	0.00631424336226463	-0.76666182496149	2.19967868363293
A0A024R571	EHD1	4402876	4218588.5	3870350.25	3624604.75	4746603	3918925.25	4567617	4299986.5	3847407.5	4754796.5	3852578	4994448	0.970653965301899	0.954528485098251	-0.0429710232571961	0.0202111068340669
O43399	TPD52L2	17141378	20269514	17147870	18096140	12936335	11853408	12254945	12648453	12259549	14318479	11413895	15233034	1.06724504021499	0.398379922300762	0.0938914579953818	0.399702557431352
A0A0D9SFP2	HADH	16279301	13785055	12098608	12866922	20510858	19904936	18530210	22558298	20893108	19147438	19798324	18607448	0.963627288876225	0.467733639070434	-0.0534528451788234	0.330001394818224
Q5VZL5	ZMYM4	2216425	3269355.5	4106743.5	4591505	28643.31	53056.38	60882.74	59457.47	38979.94	58703.39	57829.88	64536.61	1.03572377978356	0.647429011085101	0.0506392977440546	0.188807843901808
Q8N257	H2BC26	3989108.75	8866636	8060792.5	9975993	4235331.5	4063469.5	11645226	1769613.38	7657634.5	8019194.5	13792532	7049948.5	1.88904746601346	0.217557731979713	0.917658952717227	0.662425477315175
Q9NSC5	HOMER3	13507963	10523582	10270004	9369881	1666782.25	836437	662307.62	1136444.12	1917652	1981372.38	1588476.75	1879632	1.92474040199645	0.0327266200816462	0.944663876452824	1.48509884515601
O94822	LTN1	2759795.25	3428963.5	2920916.75	2946244	1852534.25	2369583.5	3024340	1958030.75	2778870.5	3267815.75	2780101.5	2942793.75	1.32241344061569	0.0896400796378419	0.403173292939375	1.04749776630186
Q02818	NUCB1	340142.88	889097.25	116398.56	362401.84	9035370	4962999	7563553	7499002.5	4206487	4940135.5	3146777.75	5879727.5	0.607242409828797	0.0424508399461337	-0.719655542748807	1.37211371224307
Q8TCG1	CIP2A	3582303	3319040.25	3231631.75	3640274.5	4071463.25	4217940.5	3965623	4812139.5	4703742.5	5058113	4732412	4303477.5	1.13833935281533	0.128685974772693	0.186930706714153	0.890468783404409
P13073	COX4I1	45711320	29969086	32681708	30935896	28453140	27717828	26912758	28739214	33866276	29050978	29787892	28047240	1.04749610154484	0.178921796984999	0.0669448746717474	0.747336748679853
Q9H7B2	RPF2	6915721	11868933	10706083	11872772	6918989.5	7670822	13024523	3455265	6189272.5	6009716	10766094	5317926	0.836130645005249	0.777577810285989	-0.258199714572355	0.109256141353197
J3QRS3	MYL12A	19662510	21077514	19451914	20181230	34050212	31294428	25717010	29689928	30701064	33032300	22160246	29160894	0.981595312738893	0.644089458134962	-0.026799734949808	0.191053808919359
Q96QE3	ATAD5	939662.69	2455103.75	2260937.25	2183365.75	2001893	3069523.75	3084139.75	1800122.12	1671594	1994278.88	2150255	1739690.5	0.736277368646542	0.177808280061373	-0.441678737588706	0.750048018949411
Q96GM5	SMARCD1	338145.84	1583567.88	1979539.12	2368256	3577839.25	3256505.75	3395662.75	2661976.75	2014146.88	2187802.25	2319915.25	2449603	0.677631286699969	0.00953272374831402	-0.561427608462724	2.02078299234669
Q7Z7A4	PXK	6141331.5	7034717	8000399.5	8023164	5217031	5751982.5	4877017	6453062.5	7339749	6785467	7426116	8228843	1.34614338837307	0.00652986569096445	0.428832090986057	2.1850957513854
Q86YQ8	CPNE8	506994.53	670485.62	857446.12	1079013.38	3628482.5	2629900.75	2624341.75	3867963.5	2966885.25	3325079.5	2398996.75	3250749.5	0.993488973370239	0.624814379671042	-0.00942413964427856	0.204248984028448
Q9NRN7	AASDHPPT	4989112.5	5194243	4340993	4896665	5557800	6265336.5	6532849	6465679	5122134	5712131	5104837.5	5754594.5	0.851013416800883	0.0357282833567302	-0.232746217735802	1.44698784992153
P30085	CMPK1	10724347	8317223.5	8986701	8536301	10169027	9779162	8590911	10008855	10360448	9738163	11227793	9526267	1.01569606494678	0.313131424322163	0.0224687572347769	0.504273346548218
O75312	ZPR1	5117347.5	5345714.5	4810414.5	5417720	7131962	6383200	6482960	7353840	7091903	7743393.5	6545846	7380648	1.06299184086402	0.350249055733097	0.0881305233128591	0.455623026892889
Q13442	PDAP1	10653659	9777801	11038262	11589749	8794338	8008986	9894834	10445582	10679632	10543856	10217430	8999785	1.11087243458405	0.268104731500334	0.151693156457475	0.571695521539857
Q9UNX3	RPL26L1	180383.88	111572.61	143429.72	103151.7	65189.71	94358.35	161960.27	77174.07	78950.66	65404.6	1711380.5	130777.12	1.22267137605824	0.399678119791249	0.290036695084317	0.398289626355914
O76003	GLRX3	26068910	23937594	21120196	23577090	19924358	19190402	20264290	20287758	17180606	18381646	14891990	18433390	0.884883014725949	0.0420118063865649	-0.176441357466373	1.37662864464979
P25788	PSMA3	18089674	12991627	11403378	9632129	12416547	14345513	10198841	13533443	18461460	13168210	19555114	14240525	1.26019258581603	0.0956682996785621	0.333644226876255	1.01923194472432
Q9BVQ7	SPATA5L1	1402418.25	2665343.5	2788911.25	3671609.25	2421587	2397267.75	3618898.5	2303002.25	2184879	2627071	2983114.5	2735880	1.1129098672252	0.88852009770444	0.154336755867009	0.0513327443095269
P31944	CASP14	11881.98	1747469.38	384134.94	595219.31	197204.31	23848628	31115.04	646528.38	797899.81	351743.84	16501698	442281.69	1.46987489604083	0.824613936162991	0.555693369658872	0.0837493297971607
Q9NVH2	INTS7	3567099.5	3821140.75	3356406.75	3201193	2029827.12	2541766.5	2626853.75	2807214.75	2220688.25	2069334.12	2536809.5	2321487	0.878798408530787	0.319517743920649	-0.186395837787552	0.495505018967715
A0A8Q3SIP9	MRPS5	4596548	6664497	9069594	6921236.5	3295920	3472978.25	4045701.75	2817967	2738812	3652713.5	3513244.75	3904427	1.05865947238903	0.905586673377519	0.0822386077446561	0.0430699771906882
O00422	SAP18	12917402	23736620	24023864	24534732	23856706	24992322	29945928	13239008	14090340	14606092	32423564	13474425	0.587451443250826	0.481599488563952	-0.767458486573657	0.317313982950339
Q13303	KCNAB2	254225.81	30935.38	25791.45	41596.84	28643.31	30203.09	27452.98	26680.08	660728.06	676782.75	1718436	530386.69	23.8431242066097	0.0513743241366505	4.57550138194882	1.2892538785106
Q9UPN9	TRIM33	3510785.5	2890201.75	2876940	3089898.25	3978468.5	3386785.5	5134599.5	3759242	3746287.5	3569133.75	3244948	3265278	0.88326020338962	0.206694914810164	-0.179089584714735	0.684670207925453
Q9H223	EHD4	4629132.5	5189322	4872547	4391163	5746957	4551666.5	5155122.5	5248186	3753304.75	3464234	3589266.75	4083784.75	0.705791960317239	0.00428574336784357	-0.502685098428708	2.367973838256
A0A7I2V646	TBK1	3554233.5	4499666.5	4757087	4337959	2880995.25	3146843	3388750.25	3124129	2749245.75	2972985.75	2438389.5	3459567.25	0.91249514429342	0.385600607013143	-0.132111213073034	0.413862291101544
A6NI72	NCF1B	3891942.25	3378125	2839518.5	2260932.75	4661933.5	6141977.5	4451466.5	4031386.25	7064326	8220685	7560395	6786600.5	1.60474916057673	0.00481571250473251	0.682347806335889	2.3173394481072
O43865	AHCYL1	328589.16	786078.31	727824	632017.19	402298.28	2114071.75	1861022	2092415.12	1164485.38	1267850	837503.31	2084689.25	0.615245748489355	0.591421281349144	-0.700765311573316	0.228103052136224
A0A087X271	CNN2	12096474	8804535	8169701	5940911.5	11989566	12498918	9663277	10790159	19904152	9770314	18443694	9181280	1.23855788425892	0.356681760063	0.308661294811038	0.447719098978243
Q4G0N4	NADK2	7042309.5	6296984.5	6020893	6488318.5	4825372.5	4401831	3760198.75	4809894	5278624	4550168	4371908	4841955	1.01958351991619	0.368228964600618	0.0279799595954184	0.433882053226159
P40429	RPL13A	83048840	37760404	40308328	18599186	15563807	43931556	19501712	14594511	151172864	15378982	456717728	18207640	4.83040059951772	0.278547104599688	2.27214284102206	0.555101351521227
A0A8V8TNQ0	IKZF1	3876933.25	7192443	6846250	7578557.5	8115906	9193625	9255835	6512786.5	5151330	8186276	10594813	7653964	0.91511664874109	0.784223782624408	-0.127972441289505	0.105559991280993
C9JFE4	GPS1	1250473.12	1135157.25	999558.19	1121038.5	1121867.62	1137858.62	1241636.12	1134999.25	1443593	1343083.38	1217033.75	1388686.12	1.20190951491393	0.0207311711449633	0.265328287647489	1.68337616305673
Q15648	MED1	3210812.25	3265865.25	3753403.5	3356797.75	3005647.75	2685723.25	2886224	2790928.25	2359619.75	2603502.75	1698956.5	2424854	0.842759457437485	0.0572309138972842	-0.246807182678942	1.24236931896356
P04818	TYMS	14662077	11377862	11143082	8582727	14450757	14209975	14479252	13228876	23855686	20019272	22237932	15328710	1.47439374542144	0.0412068448381124	0.560121855985892	1.38503063764372
A0A286YFF8	MON2	3407415.5	3193101.5	3204227.25	3405130.5	1866334.25	1637552.88	2265199.25	2015757.12	2461008	2455263.5	2166517.5	2388167	1.24763433891047	0.0408111721561804	0.319195165979627	1.38922093147886
P32969	RPL9	26007632	20922254	17262690	17325966	14448275	24429978	14096729	13334873	33578448	12594710	29831366	15151262	1.57584942009467	0.343064220792136	0.656129685009043	0.464624573470507
Q9BQ67	GRWD1	8594926	7990751	8737133	8869721	11107671	11710616	11669618	10274270	12301015	10701138	11833516	10450090	0.989347503120323	0.822341088064951	-0.0154507458227235	0.0849480097845225
G3V5T9	CDK2	6120594.5	5726830	5347373	5588094.5	4694152	4201551	3861403.5	5209713	4481913	4898236.5	4586122.5	5342898.5	1.06617307254975	0.382631192329106	0.0924416507067466	0.41721962891346
B4DR80	STK24	3981385.25	3057573	2975125.75	3076856.5	3723914	3416953.5	2863757.5	3553677	2645157.25	2681897.5	2734868.25	2456444	0.764214191241381	0.0213927611289103	-0.387951046504333	1.66973315812784
A0A0A0MTH3	ILK	2582038	3893489	3848149	3342177.25	5719094	5669978.5	4864217	5846047.5	5037622.5	5022070	5387106	5219629	0.900622197286039	0.211068498775221	-0.15100605922421	0.675576578766953
Q02809	PLOD1	2628884.5	225582.55	197446.73	345834.31	13223406	11413417	11696585	11738615	13990866	10608239	15457234	9632354	1.04966482044105	0.794105197533255	0.0699287192390928	0.100121961449553
Q6P3X3	TTC27	3879198.75	4493075.5	4589817	3771950.75	3301024.5	3120226.75	4527429	3148926.75	3255742.5	3547719.75	2915901.75	2974700.75	0.965967494715561	0.391773206401853	-0.0499534524119016	0.406965268978657
A0A140T941	HLA-A	369530.25	93433.83	106740.79	116986.27	63300.67	70915.27	42972.15	71951.47	5000662	263966.56	7911389.5	315978.22	39.6125841684676	0.175881627116856	5.30788691492376	0.75477952528679
P18077	RPL35A	104474552	88046344	111685008	88030496	85163792	89972584	91421456	64323968	109552760	65291800	171771120	77640120	1.06884066163388	0.4051651773323	0.0960467980496973	0.392367887947266
P26373	RPL13	95965000	97520208	95483376	83210592	95578512	119907032	113439072	87417840	88680360	73500056	106903520	83049904	0.82160677926504	0.171471112289663	-0.283480009176113	0.765809034979385
A0A7P0TAR0	AATF	3297723.25	4002343.25	4379437	4957672	2553321.75	2139419	4554545.5	2455050.5	2155643.75	2300126.5	3065634.25	2273898.75	0.913275815311052	0.464807733763369	-0.130877465468038	0.332726654492913
Q96L92	SNX27	7491566.5	6406416	5651045	6098368	6292668.5	5362361	5082393.5	5901596	5987274.5	6060177	5605566.5	5573620.5	1.02919790975765	0.647471806791646	0.0415204321558418	0.188779137550013
Q96RR1	TWNK	1066549.88	2601593.25	3798779	2410377.5	1710761.88	1546289.25	1190365	892544	520488.41	936046.5	886072.94	838671.69	0.630238412470264	0.0524054728015021	-0.666030406873547	1.28062335646319
P20839	IMPDH1	5131722.5	5813678.5	6522217	7670086	2867022.75	3004788.5	3948789	3431770	3071642.5	3124612.75	2267583	3306598.25	0.9626658796001	0.311808478361895	-0.0548929380294831	0.506112080116624
P10768	ESD	21922108	14635688	13677326	16143439	14533742	12662622	9912564	13086201	7929708	6551526.5	6517901.5	7412119	0.542302283098532	0.00721607470270006	-0.882830850759583	2.14169897951233
Q7Z5R6	APBB1IP	8736064	8034855	7159137.5	6846893	7344534.5	6796333	4405885	6526428	8537657	6966058	7131055	6445372.5	1.05812248677282	0.253859490283271	0.0815066414702954	0.595406596290832
P51854	TKTL1	14504702	7440031.5	5488529.5	6407687	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
Q16629	SRSF7	26998414	39135420	50044408	49210264	34204456	34222184	46981828	18795342	33930672	28854802	52542648	19675590	0.917558921496072	0.983035792646468	-0.124127290587333	0.00743066907950298
P61758	VBP1	5622026	4725865	5160973	5534256.5	5984676	5519477	4894106	5789686	3577862.5	6590871.5	4910945.5	5825173	0.949329185546269	0.66748693740235	-0.0750196577927945	0.175557228944043
P28066	PSMA5	17311178	14150945	12641421	11780695	11845032	16238430	14499278	14419618	18008792	13155927	17380938	12121103	1.05594850508816	0.62024205000994	0.0785394812253637	0.207438793615917
P05783	KRT18	23383.25	87795.48	143165	45901.79	28643.31	53056.38	20974752	59457.47	38979.94	58703.39	84228.57	44172.21	0.914337212707591	0.391751844159326	-0.129201757417069	0.406988950427123
P48739	PITPNB	6377611.5	7291328.5	6732065.5	6377801	9292844	7590873	6270276.5	9177715	7148740.5	7639687.5	5999666.5	7776429	0.88191253789526	0.307601641294183	-0.181292508720737	0.512011351565323
H3BTU6	CORO1A	26765.06	32337.26	64278.52	67008.25	96215.88	58173.71	32603.9	56427.17	38979.94	78278.92	46253.84	113711.01	1.0866649540562	0.709502880517457	0.119907190014422	0.149045837006652
O60684	KPNA6	2975350.25	4189464	4407507.5	3394709.5	4233679.5	4150477	3891242.25	4025214	4550227.5	4285114.5	4538959.5	4328383	1.08459853729795	0.0139527629508457	0.11716112983196	1.85533978411141
P62280	RPS11	72203176	54028360	76837792	60694764	54968892	56884176	51958960	51389364	80913376	45141380	75233152	36402720	1.1257547004685	0.645128007427626	0.170892501511369	0.190354103343533
Q14149	MORC3	3054548.75	3766863	4019957	3912524	2724243	3214439.5	4030017.75	2705132.5	2221319.25	2487994	2502946.25	2676881.25	0.840412035834548	0.107166109263799	-0.25083127138845	0.96994253634856
Q9P2N5	RBM27	3793690.75	3639316	4273675.5	3830804	5397159	4773753.5	5262994.5	4768098.5	3741777.5	4525227	3720074.75	4458121.5	0.816987633843153	0.0159448282768087	-0.291613853392997	1.79738015367634
P51159	RAB27A	22222444	20260156	17790256	17292442	17827870	15472192	16316575	16644916	25490586	23356966	22386500	21484686	1.38778509746419	0.00137543038713812	0.472784179712533	2.86156138509751
Q9Y5Q8	GTF3C5	12915875	11559821	11442661	12086663	12795706	11305061	14102642	13724617	14955783	13926408	13616835	13181508	1.03857117426511	0.254691358656418	0.054600088826527	0.593985789828291
P30519	HMOX2	3577417	3139825.75	3287990.75	3257303	3349521.5	3457966.25	3185854.25	3574169	3011901.5	3514052.75	3162656.75	3550132	0.980789058342411	0.62049241229522	-0.0279852104377801	0.207263524912172
P22570	FDXR	3635346	3192820.25	2787005.5	3798467	11143988	8271235	10564248	9839817	9838750	9689479	7779461	9462311	0.938626200220397	0.370547190210826	-0.0913773634786925	0.431156475557544
O95671	ASMTL	2336619	2087768.5	1826056.88	1520478.88	8858396	8369943	6115640	8346625	7485577.5	6417965	5623969	6890113.5	0.796101119559948	0.129080562187624	-0.328976403537715	0.88913915177099
A0A0G2JHC2	PPP1R18	1853682.75	1324474.12	1466291.12	1380421.75	5203760.5	4866377	3653569	5632714.5	5419170	4738880.5	4387815.5	4564789.5	0.923887086943947	0.903843610251518	-0.11421155175251	0.0439067078879068
