A	B	nOverlap
muscle tissue development	regulation of striated muscle cell differentiation	4
muscle tissue development	anterior/posterior pattern specification	2
muscle tissue development	regulation of lipid metabolic process	2
muscle tissue development	muscle structure development	12
muscle tissue development	trabecula morphogenesis	3
muscle tissue development	positive regulation of ion transmembrane transport	2
muscle tissue development	regulation of ion transmembrane transport	3
muscle tissue development	positive regulation of angiogenesis	3
muscle tissue development	positive regulation of vasculature development	3
muscle tissue development	activin receptor signaling pathway	2
muscle tissue development	metal ion transport	4
muscle tissue development	cellular response to growth factor stimulus	9
muscle tissue development	skeletal system development	4
muscle tissue development	regulation of metal ion transport	3
muscle tissue development	positive regulation of fibroblast proliferation	2
muscle tissue development	pathway-restricted SMAD protein phosphorylation	2
muscle tissue development	peptide secretion	2
muscle tissue development	ear development	2
muscle tissue development	connective tissue development	3
muscle tissue development	regulation of BMP signaling pathway	3
muscle tissue development	gland development	5
muscle tissue development	axon extension	2
muscle tissue development	amide transport	2
muscle tissue development	cardiac atrium morphogenesis	2
muscle tissue development	aorta morphogenesis	2
muscle tissue development	positive regulation of protein phosphorylation	6
muscle tissue development	regulation of developmental growth	4
muscle tissue development	epithelial tube morphogenesis	5
muscle tissue development	positive regulation of supramolecular fiber organization	2
muscle tissue development	regulation of protein ubiquitination	3
muscle tissue development	positive regulation of oxidoreductase activity	2
muscle tissue development	trabecula formation	2
muscle tissue development	regulation of cardiocyte differentiation	2
muscle tissue development	negative regulation of cellular senescence	2
muscle tissue development	calcium ion transmembrane transport	3
muscle tissue development	negative regulation of transport	2
muscle tissue development	cardiac muscle contraction	2
muscle tissue development	regulation of cation transmembrane transport	3
muscle tissue development	response to growth factor	9
muscle tissue development	positive regulation of cell development	2
muscle tissue development	negative regulation of epithelial cell apoptotic process	2
muscle tissue development	activin binding	3
muscle tissue development	transforming growth factor beta receptor binding	3
muscle tissue development	cytokine receptor binding	4
muscle tissue development	fibroblast growth factor receptor binding	2
striated muscle tissue development	negative regulation of ubiquitin-protein transferase activity	2
striated muscle tissue development	positive regulation of stem cell differentiation	2
striated muscle tissue development	neuron projection morphogenesis	2
striated muscle tissue development	negative regulation of catalytic activity	3
striated muscle tissue development	BMP signaling pathway	3
striated muscle tissue development	cation transmembrane transport	3
striated muscle tissue development	morphogenesis of a branching epithelium	5
striated muscle tissue development	heart contraction	3
striated muscle tissue development	regulation of muscle system process	3
striated muscle tissue development	regulation of heart contraction	3
striated muscle tissue development	embryonic organ development	4
striated muscle tissue development	embryonic morphogenesis	5
striated muscle tissue development	regulation of cardiac muscle contraction	2
striated muscle tissue development	response to BMP	3
striated muscle tissue development	cellular response to BMP stimulus	3
striated muscle tissue development	thyroid gland development	2
striated muscle tissue development	negative regulation of protein ubiquitination	2
striated muscle tissue development	inorganic cation transmembrane transport	3
striated muscle tissue development	regulation of blood circulation	4
striated muscle tissue development	axonogenesis	2
striated muscle tissue development	cardiac ventricle morphogenesis	4
striated muscle tissue development	regulation of ubiquitin-protein transferase activity	2
striated muscle tissue development	heart process	3
striated muscle tissue development	axon development	2
striated muscle tissue development	heart trabecula morphogenesis	3
striated muscle tissue development	morphogenesis of a branching structure	5
striated muscle tissue development	regulation of striated muscle contraction	2
striated muscle tissue development	inorganic ion transmembrane transport	3
striated muscle tissue development	artery morphogenesis	3
striated muscle tissue development	epithelial cell differentiation	3
striated muscle tissue development	pattern specification process	4
striated muscle tissue development	ventricular trabecula myocardium morphogenesis	2
striated muscle tissue development	heart trabecula formation	2
striated muscle tissue development	venous blood vessel development	2
striated muscle tissue development	cell migration involved in heart development	2
striated muscle tissue development	regionalization	3
striated muscle tissue development	negative regulation of protein modification by small protein conjugation or removal	2
striated muscle tissue development	chordate embryonic development	3
striated muscle tissue development	regulation of transmembrane transport	4
striated muscle tissue development	negative regulation of hydrolase activity	2
striated muscle tissue development	muscle contraction	3
striated muscle tissue development	cardiac septum morphogenesis	3
striated muscle tissue development	embryonic organ morphogenesis	4
striated muscle tissue development	muscle organ development	5
striated muscle tissue development	cell surface receptor signaling pathway involved in cell-cell signaling	3
striated muscle tissue development	cardiac septum development	4
striated muscle tissue development	atrial cardiac muscle tissue development	2
striated muscle tissue development	response to mechanical stimulus	2
striated muscle tissue development	cell morphogenesis involved in differentiation	2
striated muscle tissue development	embryo development ending in birth or egg hatching	3
striated muscle tissue development	positive regulation of cation transmembrane transport	2
striated muscle tissue development	developmental cell growth	3
striated muscle tissue development	carboxylic acid metabolic process	2
striated muscle tissue development	outflow tract morphogenesis	3
striated muscle tissue development	Wnt signaling pathway	3
striated muscle tissue development	cell-cell signaling by wnt	3
striated muscle tissue development	positive regulation of cytoskeleton organization	2
striated muscle tissue development	cardiac chamber morphogenesis	4
striated muscle tissue development	regulation of MAPK cascade	3
striated muscle tissue development	regulation of cell size	2
striated muscle tissue development	branching morphogenesis of an epithelial tube	4
striated muscle tissue development	oxoacid metabolic process	2
striated muscle tissue development	cardiac ventricle development	5
striated muscle tissue development	regulation of pathway-restricted SMAD protein phosphorylation	2
striated muscle tissue development	regulation of morphogenesis of a branching structure	2
