A	B	nOverlap
molting cycle process	renal tubule morphogenesis	3
molting cycle process	nephron epithelium morphogenesis	3
molting cycle process	heart valve formation	2
molting cycle process	epithelial cell proliferation involved in prostate gland development	2
molting cycle process	regulation of animal organ morphogenesis	2
molting cycle process	outflow tract morphogenesis	2
molting cycle process	nephron morphogenesis	3
molting cycle process	heart development	3
molting cycle process	cell growth	3
molting cycle process	regulation of endocrine process	2
molting cycle process	morphogenesis of an epithelium	4
molting cycle process	regulation of cell development	2
molting cycle process	regulation of lipid metabolic process	2
molting cycle process	plasma membrane bounded cell projection morphogenesis	2
molting cycle process	negative regulation of cellular component organization	2
molting cycle process	respiratory system development	2
molting cycle process	cell projection morphogenesis	2
molting cycle process	smooth muscle cell differentiation	2
molting cycle process	cell surface receptor signaling pathway involved in cell-cell signaling	3
molting cycle process	multicellular organismal homeostasis	3
molting cycle process	appendage morphogenesis	3
molting cycle process	limb morphogenesis	3
molting cycle process	regulation of hair follicle development	2
molting cycle process	trachea development	2
molting cycle process	renal vesicle morphogenesis	2
molting cycle process	nephron tubule formation	2
molting cycle process	renal vesicle development	2
molting cycle process	endothelial cell differentiation	2
molting cycle process	nephron epithelium development	3
molting cycle process	anterior/posterior pattern specification	2
molting cycle process	axis specification	2
molting cycle process	embryo development ending in birth or egg hatching	3
molting cycle process	kidney epithelium development	3
molting cycle process	regulation of canonical Wnt signaling pathway	2
molting cycle process	kidney morphogenesis	3
molting cycle process	epithelial tube morphogenesis	3
molting cycle process	regulation of hormone levels	2
molting cycle process	cell part morphogenesis	2
molting cycle process	negative regulation of neuron death	2
molting cycle process	chordate embryonic development	3
molting cycle process	gastrulation	2
molting cycle process	spermatogenesis	2
molting cycle process	I-SMAD binding	2
molting cycle process	SMAD binding	2
molting cycle process	DNA-binding transcription activator activity, RNA polymerase II-specific	2
hair cycle process	regulation of morphogenesis of a branching structure	2
hair cycle process	skin epidermis development	7
hair cycle process	negative regulation of cell differentiation	3
hair cycle process	embryonic axis specification	2
hair cycle process	regulation of cell proliferation involved in heart morphogenesis	3
hair cycle process	cell proliferation involved in heart morphogenesis	3
hair cycle process	molting cycle	7
hair cycle process	hair cycle	7
hair cycle process	branching involved in ureteric bud morphogenesis	3
hair cycle process	regulation of DNA-binding transcription factor activity	2
hair cycle process	epithelial structure maintenance	2
hair cycle process	ureteric bud morphogenesis	3
hair cycle process	mesonephric tubule morphogenesis	3
hair cycle process	cellular response to growth factor stimulus	3
hair cycle process	embryonic pattern specification	2
hair cycle process	negative regulation of immune system process	3
hair cycle process	ureteric bud development	3
hair cycle process	mesonephric epithelium development	3
hair cycle process	mesonephric tubule development	3
hair cycle process	tissue morphogenesis	4
hair cycle process	gastrulation with mouth forming second	2
hair cycle process	skin development	7
hair cycle process	response to growth factor	3
hair cycle process	mesonephros development	3
hair cycle process	heart morphogenesis	3
hair cycle process	nephron tubule morphogenesis	3
hair cycle process	anterior/posterior axis specification	2
hair cycle process	positive regulation of DNA metabolic process	2
hair cycle process	appendage development	4
hair cycle process	limb development	4
hair cycle process	embryonic organ morphogenesis	2
hair cycle process	cytokine-mediated signaling pathway	2
hair cycle process	regulation of system process	2
hair cycle process	renal tubule morphogenesis	3
hair cycle process	nephron epithelium morphogenesis	3
hair cycle process	heart valve formation	2
hair cycle process	epithelial cell proliferation involved in prostate gland development	2
hair cycle process	regulation of animal organ morphogenesis	2
hair cycle process	outflow tract morphogenesis	2
hair cycle process	nephron morphogenesis	3
hair cycle process	heart development	3
hair cycle process	cell growth	3
hair cycle process	regulation of endocrine process	2
hair cycle process	morphogenesis of an epithelium	4
hair cycle process	regulation of cell development	2
hair cycle process	regulation of lipid metabolic process	2
hair cycle process	plasma membrane bounded cell projection morphogenesis	2
hair cycle process	negative regulation of cellular component organization	2
hair cycle process	respiratory system development	2
hair cycle process	cell projection morphogenesis	2
hair cycle process	smooth muscle cell differentiation	2
hair cycle process	cell surface receptor signaling pathway involved in cell-cell signaling	3
hair cycle process	multicellular organismal homeostasis	3
hair cycle process	appendage morphogenesis	3
hair cycle process	limb morphogenesis	3
hair cycle process	regulation of hair follicle development	2
hair cycle process	trachea development	2
hair cycle process	renal vesicle morphogenesis	2
hair cycle process	nephron tubule formation	2
hair cycle process	renal vesicle development	2
hair cycle process	endothelial cell differentiation	2
hair cycle process	nephron epithelium development	3
hair cycle process	anterior/posterior pattern specification	2
hair cycle process	axis specification	2
hair cycle process	embryo development ending in birth or egg hatching	3
hair cycle process	kidney epithelium development	3
hair cycle process	regulation of canonical Wnt signaling pathway	2
hair cycle process	kidney morphogenesis	3
hair cycle process	epithelial tube morphogenesis	3
hair cycle process	regulation of hormone levels	2
hair cycle process	cell part morphogenesis	2
hair cycle process	negative regulation of neuron death	2
hair cycle process	chordate embryonic development	3
hair cycle process	gastrulation	2
hair cycle process	spermatogenesis	2
hair cycle process	I-SMAD binding	2
hair cycle process	SMAD binding	2
hair cycle process	DNA-binding transcription activator activity, RNA polymerase II-specific	2
negative regulation of vascular permeability	negative regulation of cell differentiation	3
negative regulation of vascular permeability	cell-cell junction organization	2
