Gene1	Gene2	Annotation	Direction	Score	weight	Scaled_weight
PABPC1	RPL34	complex; input	-	1	7836.52158123497	0.812780025888322
RPL24	RPS18	catalyze; catalyzed by; complex; input	<->	1	7836.43298115799	0.812779001037033
ISY1	SRSF4	complex; input	-	1	7835.62024623993	0.812769599461309
MAPK1	SND1	complex; input	-	1	7835.54477596172	0.812768726384819
CWC15	GPKOW	complex; input	-	1	7835.4856051451	0.812768041862461
HNRNPF	SYF2	complex; input	-	1	7835.40237382297	0.812767078985459
ARPC1A	ARPC5L	predicted	-	0.98	7832.1993492226	0.812730016427989
RPL5	RPS27	catalyze; catalyzed by; complex; input	<->	1	7832.06877795392	0.81272850525166
PPP2R1A	RPL31	complex; input	-	1	7823.23490021232	0.812626207153184
DYNC1H1	MIS12	complex; input	-	1	7821.2223192845	0.812602884901267
DDX46	YBX1	complex; input	-	1	7820.9392488847	0.812599604134796
EIF2S3	RPS11	catalyzed by; complex; input	<-	1	7820.82926015444	0.812598329340941
DNAJC8	SRRT	complex; input	-	1	7820.12274437764	0.812590140238421
NUP214	SRSF4	activate; input	->	1	7820.06725348272	0.812589497021692
KPNB1	NUP160	activated by; catalyzed by; complex; input	<-	1	7818.60186636813	0.81257250949291
GAPDH	SYNCRIP	predicted	-	0.64	7818.51894055616	0.81257154807863
RPL7A	RPN1	complex; input	-	1	7818.3652501759	0.812569766216523
EIF5B	RPL26	complex; input	-	1	7816.87792029302	0.812552520537773
HNRNPH3	RBM39	predicted	-	0.98	7816.3675889366	0.812546602459124
HNRNPU	SRRM2	complex; input	-	1	7813.81099999465	0.812516949052243
RPL13A	RPL6	catalyze; catalyzed by; complex; input	<->	1	7812.94896036845	0.812506948225208
PWP1	RPL15	predicted	-	0.73	7812.28195207776	0.812499209268537
CLP1	YBX1	complex; input	-	1	7810.66766460899	0.812480476780161
CDC5L	DDX46	complex; input	-	1	7809.59709865802	0.812468051600893
CPSF2	CWC15	complex; input	-	1	7808.79141609446	0.812458699582113
RPL10	RPL6	catalyze; catalyzed by; complex; input	<->	1	7807.98176907628	0.812449300573549
DDX3X	TIA1	predicted	-	0.64	7807.7672812108	0.812446810469278
RPL18	RPL18A	catalyze; catalyzed by; complex; input	<->	1	7803.37341314089	0.812395784646859
RPL26	RPS20	catalyze; catalyzed by; complex; input	<->	1	7802.52903347444	0.812385975606847
CDC5L	CLP1	complex; input	-	1	7799.34041052818	0.812348924246258
NUP93	PHAX	activate	->	1	7797.2255731174	0.812324341770078
GAPVD1	HGS	complex; input	-	1	7794.17183847379	0.812288833960102
DDOST	RPL28	complex; input	-	1	7793.67017025391	0.812282999398607
SART1	SRSF6	complex; input	-	1	7793.33070619473	0.812279051110213
HNRNPU	SNRNP70	complex; input	-	1	7792.097602452	0.812264707499101
CD2BP2	DDX5	complex; input	-	1	7791.95307433742	0.81226302618207
HNRNPA2B1	HNRNPF	complex; input	-	1	7791.07558475772	0.812252817545905
RPL7A	RPS23	catalyze; catalyzed by; complex; input	<->	1	7790.02464163666	0.812240589453322
RPL14	RPL34	catalyze; catalyzed by; complex; input	<->	1	7788.59538857753	0.812223956944067
ETF1	RPL26	complex; input	-	1	7787.73254576135	0.81221391438874
CRNKL1	CSTF2	complex; input	-	1	7786.2702508869	0.812196892320094
CWC15	USP39	complex; input	-	1	7784.08479367929	0.812171446208863
HNRNPF	RBM8A	complex; input	-	1	7783.79395988618	0.812168059381547
HNRNPH1	NUDT21	complex; input	-	1	7782.95611015934	0.812158301718721
AGO1	YBX1	predicted	-	0.64	7782.60546857574	0.81215421780788
RPL13A	RPS6	catalyze; catalyzed by; complex; input	<->	1	7779.06572212006	0.812112980191395
RPL6	RPLP2	catalyze; catalyzed by; complex; input	<->	1	7777.29638261433	0.812092360566539
RPS26	RPS27	catalyze; catalyzed by; complex; input	<->	1	7776.23198630035	0.812079953987008
CRNKL1	HNRNPL	complex; input	-	1	7775.87233820458	0.812075761553038
NDE1	RPS27	complex; input	-	1	7774.39619391397	0.812058552041404
RPL10	RPS6	catalyze; catalyzed by; complex; input	<->	1	7774.12007256928	0.812055332539736
CSNK2A1	PRPF38A	predicted	-	0.78	7773.87078065523	0.812052425763891
RPL3	SRP54	complex; input	-	1	7772.0581394369	0.812031287330267
NUP210	NUP50	catalyze; catalyzed by; complex; input	<->	1	7771.70501662526	0.812027168752881
CSNK2A1	GSK3B	inhibite	-|	1	7767.04895096886	0.811972846153219
EIF2S3	RPL27	catalyzed by	<-	1	7764.41128424141	0.811942057884882
CDC40	NUP93	activated by; input	<-	1	7763.00344114538	0.811925620499757
RAB5A	RAB5C	predicted	-	1	7762.33860467456	0.811917857111872
COPS4	PSMC2	predicted	-	0.66	7758.78143458121	0.811876308242604
RPL24	RPL38	catalyze; catalyzed by; complex; input	<->	1	7756.23733969875	0.811846580726042
CTR9	RNF40	complex; input	-	1	7755.48538654312	0.811837792355081
RPL6	RPS14	catalyze; catalyzed by; complex; input	<->	1	7755.26273710735	0.811835190000441
CDC5L	SUMO1	predicted	-	0.98	7752.77519860237	0.81180611025584
EP300	RPA1	complex; input	-	1	7751.99245006067	0.811796957863433
RPL23A	SEC11A	catalyzed by	<-	1	7746.60769315859	0.811733970812917
CD2BP2	SNW1	complex; input	-	1	7744.63034009951	0.811710830153941
RPLP2	RPS6	catalyze; catalyzed by; complex; input	<->	1	7743.56776265313	0.811698392532726
EEF2	RPL32	input	-	1	7742.78800560547	0.811689264278982
RPL21	RPL5	catalyze; catalyzed by; complex; input	<->	1	7740.4604915638	0.811662011684379
CSNK2A1	SAP30BP	predicted	-	0.64	7739.48119908462	0.811650542811838
RPL11	SRP72	complex; input	-	1	7733.55401035229	0.811581096227451
HNRNPF	HNRNPH3	predicted	-	0.64	7731.57359898626	0.811557880647806
POLR2B	SRRT	complex; input	-	1	7731.03937213143	0.811551617099126
CSNK2A1	PPP2R5D	activate; inhibit; inhibited by	|-	1	7727.26683410775	0.811507373611367
ACTR1A	DYNLL1	complex; input	-	1	7727.21394882067	0.811506753230958
SNRPD1	SRRT	complex; input	-	1	7725.5586950613	0.811487333831441
DYNLL1	PRKAA1	catalyzed by	<-	1	7721.76892116266	0.811442856617152
RPS14	RPS6	catalyze; catalyzed by; complex; input	<->	1	7721.62967277617	0.811441221966629
RPL32	RPS19	catalyze; catalyzed by; complex; input	<->	1	7720.3105185654	0.811425734822858
MBNL1	SUGP2	predicted	-	0.56	7719.31669846971	0.811414065421118
PRPF3	YBX1	complex; input	-	1	7718.90548364487	0.811409236511205
DNM2	FNBP1	complex; input	-	1	7717.83599393497	0.811396676251856
NCBP1	RPL32	complex; input	-	1	7717.44226854282	0.811392051839126
POLDIP3	RANBP2	activated by; catalyzed by; complex; input	<-	1	7715.84950317104	0.81137334196495
NUP50	SEC13	catalyze; catalyzed by; complex; input	<->	1	7715.43591317862	0.811368482980104
COPS4	PSMD2	predicted	-	0.66	7712.21505017825	0.811330634357348
CPSF6	SNRPB2	predicted	-	0.97	7710.45888749876	0.811309990887583
PHAX	POLR2E	complex; input	-	1	7709.04577587222	0.811293376525342
GPKOW	SRSF6	complex; input	-	1	7708.29733372876	0.811284575640801
EIF3H	RPS9	complex; input	-	1	7708.22409784314	0.811283714418685
CDC5L	PRPF3	complex; input	-	1	7707.71130570856	0.811277683977302
POLDIP3	THOC7	complex; input	-	1	7705.37141932367	0.811250161793474
DCTN3	TMED10	complex; input	-	1	7700.86748469377	0.811197162132726
EP300	ERCC1	complex; input	-	1	7700.84244144242	0.811196867351786
CRNKL1	HNRNPF	complex; input	-	1	7700.23511164544	0.811189718256123
ARPC1A	HGS	complex; input	-	1	7699.3388242776	0.811179166707666
DHX9	HNRNPH1	complex; input	-	1	7699.11503333492	0.811176531935804
RBM10	SRSF6	predicted	-	0.98	7698.08188903198	0.811164367360574
EIF4A3	RPS7	complex; input	-	1	7697.914166511	0.811162392387326
NRAS	SND1	inhibit	-|	1	7696.04722387006	0.811140405780452
BANF1	VRK1	catalyzed by	<-	1	7694.38685654314	0.811120847487892
RPL3	RPS9	catalyze; catalyzed by; complex; input	<->	1	7692.68873613222	0.811100840116983
EP300	RBBP5	catalyzed by; complex; input	<-	1	7691.72337364589	0.811089464180967
RPL28	SPCS3	catalyzed by	<-	1	7690.57522974282	0.811075932469963
CSTF2	HNRNPL	complex; input	-	1	7690.17932672917	0.811071265996582
GORASP2	MAPK1	predicted	-	0.74	7689.37507333731	0.811061785594087
HNRNPM	YBX1	complex; input	-	1	7689.05762570353	0.811058043302314
HNRNPU	POLR2H	complex; input	-	1	7687.52406910137	0.811039962502474
CWC22	HNRNPU	complex; input	-	1	7687.18146567811	0.811035922677791
POLR2C	SRSF2	complex; input	-	1	7686.7966826287	0.811031385275357
RPL21	RPS26	catalyze; catalyzed by; complex; input	<->	1	7685.27679846515	0.811013460419728
EIF4G1	HSPA8	complex; input	-	1	7684.88296837547	0.811008815179916
RPL32	RPS2	catalyze; catalyzed by; complex; input	<->	1	7682.56569637534	0.810981478052737
CPSF2	SRSF6	complex; input	-	1	7682.03645384788	0.810975233360453
PPIL1	PTBP1	complex; input	-	1	7681.97910795793	0.81097455669316
CWC15	HNRNPUL1	complex; input	-	1	7680.60800123458	0.810958376469146
KPNB1	RCC1	activated by; predicted	<-	1	7680.3015585327	0.810954759790036
EIF2S3	RPS12	catalyzed by; complex; input	<-	1	7679.41154010246	0.810944254851306
CDC5L	HNRNPM	complex; input	-	1	7677.90673398617	0.810926490768411
CDC40	POLR2E	complex; input	-	1	7675.21066626223	0.810894655255021
DDX46	PUF60	complex	-	1	7671.39745997996	0.810849609327666
CPSF6	SRSF7	predicted	-	0.98	7670.98471953946	0.810844732225498
HSPA8	YBX1	complex; input	-	1	7669.4479660649	0.810826571038809
EIF5B	RPS27	complex; input	-	1	7669.2860163783	0.810824656922942
NOL11	RPS13	reaction	-	1	7668.45331516579	0.810814814421846
DCTN1	RAB7A	input	-	1	7667.48979469419	0.810803424307472
RPL13A	RPS17	catalyze; catalyzed by; complex; input	<->	1	7662.82089074822	0.810748211272129
PPP2R1A	TUBB4B	complex	-	1	7662.67686949835	0.810746507585898
CLP1	PUF60	complex; input	-	1	7661.32227552767	0.810730481973031
EIF2S2	RPL15	catalyzed by	<-	1	7661.13224538545	0.810728233582336
NUP98	RPS27	complex; input	-	1	7660.72246338799	0.810723384951018
HNRNPU	PHF5A	complex; input	-	1	7659.81257238722	0.810712617991882
CWC15	SUGP1	complex; input	-	1	7659.59223004642	0.810710010435584
ACTL6A	SNW1	reaction	-	1	7658.54150552327	0.810697575010392
CDC5L	HSPA8	complex	-	1	7658.32551283791	0.810695018504905
RPL10	RPS17	catalyze; catalyzed by; complex; input	<->	1	7657.9491454706	0.81069056362047
SRSF6	USP39	complex; input	-	1	7657.73087774381	0.810687979987203
RPL23A	RPL37A	catalyze; catalyzed by; complex; input	<->	1	7657.39500759938	0.810684004151246
CD2BP2	SYF2	complex; input	-	1	7656.70147978166	0.810675794019358
EFTUD2	RBM5	complex; input	-	1	7655.33783819455	0.810659648767286
RPS20	RPS27	catalyze; catalyzed by; complex; input	<->	1	7655.20805352018	0.810658111992016
RPL4	RPL5	catalyze; catalyzed by; complex; input	<->	1	7653.38486526648	0.810636520936776
EIF3C	EIF3H	complex	-	1	7651.15679930377	0.810610128144108
RPL13	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1	7649.26795682678	0.810587747639078
NSL1	NUP43	complex; input	-	1	7649.01926046151	0.810584800475409
EIF3B	RPS9	complex; input	-	1	7646.04122253517	0.810549501942289
RPS27L	RPS8	reaction	-	1	7645.96598624792	0.810548609992332
PTBP1	SF3B3	complex; input	-	1	7643.12006407146	0.810514864239065
RPL24	RPS16	catalyze; catalyzed by; complex; input	<->	1	7642.06073544416	0.810502299954724
RPL27A	RPL7	catalyze; catalyzed by; complex; input	<->	1	7641.64674479451	0.810497389299513
RANBP2	RBM8A	activate; catalyze; complex; input	->	1	7641.44380665081	0.810494982000021
PABPC1	RPL24	complex; input	-	1	7640.74987352759	0.810486749920713
ETF1	RPS27	complex; input	-	1	7640.69094100203	0.810486050773909
EIF6	RPL13A	predicted	-	0.73	7635.90009077967	0.810429196412949
CAPN1	PRKAR1A	activate; inhibited by	|->	1	7632.60332018554	0.810390051990381
RBM8A	THOC7	complex; input	-	1	7631.06676535573	0.810371801828544
CWC15	PRPF4	complex; input	-	1	7628.96507560734	0.810346833423801
RPS11	RPS7	catalyze; catalyzed by; complex; input; reaction	<->	1	7628.19049606413	0.810337629562282
RPLP2	RPS17	catalyze; catalyzed by; complex; input	<->	1	7627.85338756739	0.810333623613459
SRRT	SRSF9	complex; input	-	1	7627.20165653803	0.810325878420416
RPL12	RPL5	catalyze; catalyzed by; complex; input	<->	1	7624.6828592427	0.810295938727544
ACTR1A	TUBG1	complex; input	-	1	7624.17705097049	0.810289925243261
EIF3D	RPS9	complex; input	-	1	7622.04776774546	0.810264606115347
DIS3	EXOSC8	activate; complex; predicted	->	1	7620.30152453545	0.810243836404538
NCBP1	NUP50	activated by; catalyzed by; complex; input	<-	1	7619.66177798988	0.810236226106669
EIF4A3	SRSF2	complex; input	-	1	7616.00521370609	0.810192716077293
CSTF2	HNRNPF	complex; input	-	1	7615.37565059905	0.810185222699666
RPS18	RPS4X	catalyze; catalyzed by; complex; input	<->	1	7614.36041455462	0.810173137543162
ACTR1A	COPG2	complex; input	-	1	7614.00320536085	0.810168885016778
CD2BP2	HNRNPA2B1	complex; input	-	1	7613.38564541383	0.810161532579805
MAD1L1	NUP37	complex; input	-	1	7612.68063663604	0.810153138280785
NDUFA2	PRKACB	PPrel: inhibited by	|-	1	7612.58533374865	0.810152003482169
RBM8A	RPL6	complex; input	-	1	7611.91517424266	0.810144023300899
RAD23B	SUMO3	complex	-	1	7607.04713118006	0.810086034115012
HNRNPA2B1	ILF3	predicted	-	0.58	7606.44830422078	0.810078898195174
CD2BP2	RBM8A	complex; input	-	1	7606.27009151254	0.810076774415446
RPS14	RPS17	catalyze; catalyzed by; complex; input	<->	1	7606.24312491924	0.810076453047362
CDC40	HNRNPH2	complex; input	-	1	7605.77807385627	0.810070910730562
HNRNPF	HNRNPL	complex; input	-	1	7605.20595336192	0.81006409193261
RPL31	RPL5	catalyze; catalyzed by; complex; input	<->	1	7605.11279015162	0.810062981521605
RPL11	RPL23	catalyze; catalyzed by; complex; input	<->	1	7603.81178551654	0.810047473443998
BCLAF1	SYNCRIP	predicted	-	0.59	7603.5407110163	0.810044241880604
EIF2S3	RPS3	catalyzed by; complex; input	<-	1	7602.92641461109	0.810036918235787
EIF4A3	RPL7A	complex; input	-	1	7602.7768839726	0.810035135441217
EIF3F	RPS4Y1	complex; input	-	1	7600.9387829907	0.810013217626209
PPP2R1A	RPL32	complex; input	-	1	7600.75809591276	0.810011062797996
RPL4	RPS26	catalyze; catalyzed by; complex; input	<->	1	7598.82195624691	0.809987969672125
RPL22	RPL27A	catalyze; catalyzed by; complex; input	<->	1	7595.78982613464	0.809951792396582
POLR2G	USP7	complex; input	-	1	7595.08073711759	0.80994332995424
EIF2S2	RPS13	catalyzed by; complex; input	<-	1	7594.04831943309	0.809931007415548
RPL14	RPL24	catalyze; catalyzed by; complex; input	<->	1	7594.02097133675	0.809930680976458
ARF5	COPG2	predicted	-	0.97	7593.82267609491	0.80992831400074
CSNK2A1	PDAP1	predicted	-	0.64	7593.46102869273	0.809923996992566
ISY1	USP7	complex; input	-	1	7593.05220461867	0.809919116585852
NONO	SRSF4	predicted	-	0.92	7592.47852939655	0.809912267797515
PSMC4	PSMD9	complex; predicted	-	1	7592.13789228562	0.809908200876274
NUP85	PHAX	activate	->	1	7591.57280586597	0.809901453816199
ERCC4	RFC3	catalyze; complex; input	->	1	7590.82620517567	0.80989253872863
HNRNPH3	RANBP2	predicted	-	0.59	7590.17845257847	0.80988480326628
DDX46	PCBP1	complex; input	-	1	7589.50734173717	0.809876788163429
EIF3B	EIF3C	complex; predicted	-	1	7589.43429056846	0.809875915667711
SF3B5	SRSF4	complex; input	-	1	7586.50427102783	0.809840913689561
NCBP2	RPL8	complex; input	-	1	7586.11587474075	0.809836272897479
RPL34	RPL7	catalyze; catalyzed by; complex; input	<->	1	7583.71867284379	0.809807624429713
BCAS2	CWC15	complex	-	1	7582.40196008715	0.809791884812538
PTBP1	TIAL1	activate; activated by; inhibit; inhibited by	-	1	7579.73367633054	0.809759980509155
EIF5B	RPL21	complex; input	-	1	7579.58172882483	0.809758163355662
CLP1	PCBP1	complex; input	-	1	7579.53970718703	0.809757660808795
MAD1L1	SEH1L	complex; input	-	1	7579.3706523849	0.809755639013629
RBM8A	RPS6	complex; input	-	1	7578.90378037798	0.809750055267086
G3BP1	SND1	predicted	-	0.64	7577.67908207177	0.809735406352496
RPRD1B	SUPT5H	activated by	<-	1	7575.65629768285	0.809711206150698
RPL27	RPS7	catalyze; catalyzed by; complex; input	<->	1	7573.16217958374	0.809681358106222
NUP210	SRSF6	activate; input	->	1	7572.36989252768	0.809671874453266
DDX46	SNRPA1	complex	-	1	7571.98167195465	0.809667227102097
COPS3	COPS4	complex; predicted	-	1	7571.83993022572	0.809665530266103
PRPF3	PUF60	complex; input	-	1	7571.31465117862	0.809659241704075
COPS2	COPS6	complex; predicted	-	1	7570.99407931822	0.809655403651426
RPL12	RPS26	catalyze; catalyzed by; complex; input	<->	1	7570.32457405572	0.809647387462893
HNRNPH1	POLR2D	activated by; complex; inhibited by; input	-	1	7568.22969999579	0.809622300323287
SRSF2	U2SURP	complex; input	-	1	7567.91588082238	0.809618541587448
RPS5	SRP54	complex; input	-	1	7565.91850916831	0.809594614626843
CWC15	SF3B2	complex; input	-	1	7565.74103852058	0.809592488360817
RPL21	RPS20	catalyze; catalyzed by; complex; input	<->	1	7565.6684297471	0.809591618424736
EIF3C	EIF3D	complex	-	1	7565.61846964488	0.80959101984077
RPL11	RPSA	catalyze; catalyzed by; complex; input	<->	1	7564.48381191171	0.809577424169939
TUBB4B	TUBGCP2	complex; input	-	1	7563.80350827357	0.809569271672772
CLP1	SNRPA1	complex; input	-	1	7562.03705463919	0.809548099747462
EIF3G	RPS4Y1	complex; input	-	1	7561.93571884615	0.809546885031858
RPL28	SEC11A	catalyzed by	<-	1	7561.52970337973	0.809542017947351
ACTR1A	ZW10	predicted	-	0.64	7559.07197411758	0.809512550494445
CDC40	NUP85	activated by; input	<-	1	7558.2532867625	0.809502732545878
NUP107	SRSF4	activate; input	->	1	7557.75224446781	0.809496723369206
CDC40	THOC3	complex; input	-	1	7557.54859747317	0.809494280845223
CDC73	SUPT4H1	complex; input	-	1	7556.59650532001	0.809482860663201
HNRNPUL1	SRSF6	complex; input	-	1	7555.93375584231	0.809474910247485
MAD1L1	RAD21	complex; input	-	1	7555.11038226799	0.809465031996017
POLR2G	PTBP1	activate; complex; inhibite; input	-	1	7554.78295478276	0.809461103454375
RPL18A	SRPRB	complex; input	-	1	7554.05131486936	0.809452324474377
DDX3X	EIF2S1	predicted	-	0.64	7553.95497868345	0.80945116846883
CUL4A	XRCC1	catalyzed by	<-	1	7553.56296508724	0.80944646427034
PRCC	YBX1	complex; input	-	1	7552.90257317254	0.809438538955747
ISY1	PTBP1	complex; input	-	1	7552.76518521894	0.809436890085987
KPNA1	SNW1	predicted	-	0.73	7551.990529607	0.809427592448849
ETF1	RPL21	complex; input	-	1	7551.32111755105	0.809419557206629
RPL31	RPS26	catalyze; catalyzed by; complex; input	<->	1	7550.89402491798	0.809414430256954
CDC40	HNRNPD	complex; input	-	1	7550.27346779675	0.809406980384003
CUL4A	RUVBL1	activated by	<-	1	7547.80828964579	0.809377379534976
RPL10A	RPL13A	catalyze; catalyzed by; complex; input	<->	1	7546.75129922318	0.809364684665686
CWC15	NCBP1	complex; input	-	1	7546.7274351855	0.809364398028715
RPL13	RPL29	catalyze; catalyzed by; complex; input	<->	1	7546.38360822328	0.809360268135809
EIF4H	RPS13	complex; input	-	1	7543.64474702217	0.809327363461261
DDX5	MATR3	predicted	-	0.99	7543.51192106219	0.809325767386646
HNRNPM	PUF60	complex; input	-	1	7542.03750500596	0.809308048495184
RPL10	RPL10A	catalyze; catalyzed by; complex; input	<->	1	7541.95334680754	0.809307037014027
CDC5L	PRCC	complex; input	-	1	7541.94913741421	0.809306986421844
PSMC1	PSMC2	complex; predicted	-	1	7540.22532360791	0.809286265740906
RPL22	RPL34	catalyze; catalyzed by; complex; input	<->	1	7538.20937596916	0.809262027526783
ANKRD17	SPN	predicted	-	0.65	7537.53983590414	0.809253976054669
RPL38	RPS4X	catalyze; catalyzed by; complex; input	<->	1	7536.43739534227	0.809240717232172
NUP50	SRSF1	activate; input	->	1	7535.57122065407	0.809230298569377
SRSF6	SUGP1	complex; input	-	1	7535.25911981087	0.809226544213924
RPL7A	RPS11	catalyze; catalyzed by; complex; input	<->	1	7533.91491714978	0.809210372616173
PPP2CA	RPL13A	complex; input	-	1	7529.4448641763	0.809156574327566
HTATSF1	SUPT4H1	predicted	-	0.64	7525.46644314268	0.80910866609181
PPP2CA	RPL10	complex; input	-	1	7524.65791456816	0.809098926675907
CD2BP2	CRNKL1	complex; input	-	1	7524.61695789542	0.809098433290022
DYNC1I2	NUP43	complex; input	-	1	7523.75508674953	0.809088050108442
ADAM10	DDX3X	predicted	-	0.65	7523.64041459925	0.809086668534137
HSPA8	PUF60	complex; input	-	1	7522.80279567559	0.809076576231679
NDUFA12	PRKACB	PPrel: inhibited by	|-	1	7521.61279053714	0.809062236165926
USP11	USP7	predicted	-	0.98	7519.72023531023	0.809039425400219
HNRNPA3	HNRNPH1	complex; input	-	1	7517.80798356173	0.809016371402777
SEC13	SRSF6	activate; input	->	1	7517.5440256288	0.809013188680489
COPS2	RBBP7	catalyze	->	1	7516.36933219646	0.808999023238646
GTF2B	SUPT5H	activated by	<-	1	7514.59275793088	0.808977595604809
