ID,NAME,EQUATION,GENE ASSOCIATION,SUBSYSTEM
MAR06845,NA,"3,5-diiodo-L-thyronine-4-O-sulfate[c] + H2O[c] => 3,5-diiodo-L-thyronine[c] + H+[c] + sulfate[c]",ENSG00000101846,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06848,NA,"3,5-diiodo-L-thyronine[c] + NADPH[c] <=> 3-monoiodo-L-thyronine[c] + iodide[c] + NADP+[c]",ENSG00000211448 or ENSG00000211452,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06849,NA,"3,5-diiodo-L-thyronine[r] + NADPH[r] <=> 3-monoiodo-L-thyronine[r] + iodide[r] + NADP+[r]",ENSG00000211448 or ENSG00000211452,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06850,NA,3-monoiodo-L-thyronine[c] + PAPS[c] => 3-monoiodo-L-thyronine-4-O-sulfate[c] + H+[c] + PAP[c],ENSG00000173597 or ENSG00000198203,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06851,NA,3-monoiodo-L-thyronine-4-O-sulfate[c] + H2O[c] => 3-monoiodo-L-thyronine[c] + H+[c] + sulfate[c],ENSG00000101846,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06854,NA,iodide[c] + NADP+[c] + triiodothyronine[c] <=> NADPH[c] + thyroxine[c],ENSG00000211448 or ENSG00000211452,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06855,NA,iodide[r] + NADP+[r] + triiodothyronine[r] <=> NADPH[r] + thyroxine[r],ENSG00000211448 or ENSG00000211452,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06874,NA,O2[c] + tyrosine[c] => H2O[c] + L-dopaquinone[c],ENSG00000077498,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06875,NA,"2-carboxy-2,3-dihydro-5,6-dihydroxyindole[c] + H+[c] <=> L-dopaquinone[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06876,NA,"2-carboxy-2,3-dihydro-5,6-dihydroxyindole[c] + L-dopaquinone[c] <=> L-dopa[c] + L-dopachrome[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06877,NA,5-S-cysteinyldopa[c] <=> cysteine[c] + L-dopaquinone[c],NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06878,NA,5-(S-L-cysteinyl)-dopaquinone[c] + L-dopa[c] <=> 5-S-cysteinyldopa[c] + L-dopaquinone[c],NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06879,NA,"1,4-benzothiazine-O-quinonimine[c] + H+[c] + H2O[c] <=> 5-(S-L-cysteinyl)-dopaquinone[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06880,NA,"1,4-benzothiazine-O-quinonimine[c] + 5-S-cysteinyldopa[c] <=> 3,4-dihydro-1,4-benzothiazine-3-carboxylate[c] + 5-(S-L-cysteinyl)-dopaquinone[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06881,NA,"3,4-dihydro-1,4-benzothiazine-3-carboxylate[c] => benzothiazine[c] + CO2[c] + H+[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06882,NA,"3,5-dihydroxy-3,4-dihydro-1,4-benzothiazine[c] <=> benzothiazine[c] + H2O[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06883,NA,5-S-glutathionyl-L-dopa[c] <=> GSH[c] + L-dopaquinone[c],ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000099984 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06885,NA,L-dopachrome[c] + NADPH[c] <=> dopachrome-O-semiquinone[c] + H+[c] + NADP+[c],ENSG00000116791,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06886,NA,5-S-glutathionyl-dopachrome hydroquinone[c] <=> GSH[c] + L-dopachrome[c],ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000099984 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06888,NA,"L-dopachrome[c] => 5,6-dihydroxyindole-2-carboxylate[c]",ENSG00000080166,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06889,NA,"5,6-dihydroxyindole-2-carboxylate[c] + O2[c] => 5,6-indolequinone-2-carboxylate[c] + H2O2[c]",ENSG00000077498 or ENSG00000107165,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR07628,NA,O2[c] + phenylalanine[c] => 2-phenylacetamide[c] + CO2[c] + H2O[c],ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000147485 or ENSG00000167419,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR07756,NA,2-phenylacetamide[c] + H2O[c] => H+[c] + NH3[c] + phenylacetate[c],ENSG00000165591,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR08539,NA,O2[c] + phenylalanine[c] + tetrahydrobiopterin[c] => 4alpha-hydroxytetrahydrobiopterin[c] + tyrosine[c],ENSG00000171759,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR08794,NA,ATP[c] + CoA[c] + phenylacetate[c] => AMP[c] + phenylacetyl-CoA[c] + PPi[c],NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR08795,NA,glutamine[c] + phenylacetyl-CoA[c] => CoA[c] + phenylacetylglutamine[c],NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR08796,NA,glycine[c] + phenylacetyl-CoA[c] => CoA[c] + H+[c] + phenylacetylglycine[c],ENSG00000149124,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR03875,NA,ATP[c] + H2O[c] + methionine[c] => Pi[c] + PPi[c] + SAM[c],ENSG00000038274 or ENSG00000151224 or ENSG00000168906,Cysteine and methionine metabolism
MAR03877,NA,H2O[c] + SAH[c] => adenosine[c] + homocysteine[c],ENSG00000101444 or ENSG00000158467 or ENSG00000168710,Cysteine and methionine metabolism
MAR03879,NA,homocysteine[c] + serine[c] => H2O[c] + L-cystathionine[c],ENSG00000160200,Cysteine and methionine metabolism
MAR03881,NA,H2O[c] + L-cystathionine[c] => 2-oxobutyrate[c] + cysteine[c] + H+[c] + NH3[c],ENSG00000116761,Cysteine and methionine metabolism
MAR03912,NA,AKG[c] + cysteine[c] <=> glutamate[c] + mercaptopyruvate[c],ENSG00000120053 or ENSG00000125166,Cysteine and methionine metabolism
MAR03917,NA,5-methyl-THF[c] + homocysteine[c] => H+[c] + methionine[c] + THF[c],ENSG00000116984,Cysteine and methionine metabolism
MAR03919,NA,H2O[c] + N-acetylmethionine[c] <=> acetate[c] + methionine[c],ENSG00000114786 or ENSG00000243989,Cysteine and methionine metabolism
MAR03920,NA,H2O[c] + homocysteine-thiolactone[c] <=> H+[c] + homocysteine[c],ENSG00000005421 or ENSG00000105852 or ENSG00000105854,Cysteine and methionine metabolism
MAR03922,NA,CoA[m] + H+[m] + N-acetyl-L-cystathionine[m] <=> acetyl-CoA[m] + L-cystathionine[m],ENSG00000161653,Cysteine and methionine metabolism
MAR03928,NA,H+[c] + mercaptopyruvate[c] + sulfite[c] => H2S2O3[c] + pyruvate[c],ENSG00000128309 or ENSG00000128311,Cysteine and methionine metabolism
MAR03995,NA,cystine[c] + H+[c] + NADPH[c] <=> 2 cysteine[c] + NADP+[c],ENSG00000181652 or ENSG00000184470 or ENSG00000197763 or ENSG00000198431,Cysteine and methionine metabolism
MAR03996,NA,cystine[c] + H+[c] + NADH[c] <=> 2 cysteine[c] + NAD+[c],NA,Cysteine and methionine metabolism
MAR04072,NA,DNA[c] + SAM[c] => DNA-5-methylcytosine[c] + H+[c] + SAH[c],(ENSG00000088305 and ENSG00000130816) or ENSG00000107614 or ENSG00000119772 or ENSG00000142182,Cysteine and methionine metabolism
MAR04189,NA,H2O[m] + O2[m] + sulfite[m] => H2O2[m] + sulfate[m],ENSG00000139531,Cysteine and methionine metabolism
MAR04302,NA,cysteine[c] + H2O[c] => 2 H+[c] + H2S[c] + NH3[c] + pyruvate[c],ENSG00000116761,Cysteine and methionine metabolism
MAR04323,NA,H+[c] + H2S[c] + serine[c] => cysteine[c] + H2O[c],ENSG00000160200,Cysteine and methionine metabolism
MAR05381,NA,PAPS[c] + thioredoxin[c] => 2 H+[c] + oxidized thioredoxin[c] + PAP[c] + sulfite[c],ENSG00000261052,Cysteine and methionine metabolism
MAR05385,NA,methylthioribose-1p[c] => S-methyl-5-thio-D-ribulose-1-phosphate[c],ENSG00000037757,Cysteine and methionine metabolism
MAR05386,NA,"S-methyl-5-thio-D-ribulose-1-phosphate[c] => 2,3-diketo-5-methylthiopentyl-1-phosphate[c] + H2O[c]",ENSG00000149089,Cysteine and methionine metabolism
MAR05387,Acireductone Synthase,"2,3-diketo-5-methylthiopentyl-1-phosphate[c] + H2O[c] => 1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[c] + Pi[c]",ENSG00000145293,Cysteine and methionine metabolism
MAR05388,NA,"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[c] + O2[c] => 3-(methylthio)propionic acid[c] + CO[c] + formate[c] + 2 H+[c]",ENSG00000182551,Cysteine and methionine metabolism
MAR05389,Acireductone Dixoygenase 1,"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[c] + O2[c] => 4-methylthio-2-oxobutanoic acid[c] + formate[c] + 2 H+[c]",ENSG00000182551,Cysteine and methionine metabolism
MAR05390,NA,H2O[c] + methionine[c] + O2[c] => 4-methylthio-2-oxobutanoic acid[c] + H+[c] + H2O2[c] + NH3[c],ENSG00000104951,Cysteine and methionine metabolism
MAR05391,NA,4-methylthio-2-oxobutanoic acid[c] + glutamate[c] => AKG[c] + methionine[c],ENSG00000198650,Cysteine and methionine metabolism
MAR05418,NA,CoA[m] + H+[m] + N-acetylmethionine[m] <=> acetyl-CoA[m] + methionine[m],ENSG00000161653,Cysteine and methionine metabolism
MAR05419,NA,CoA[m] + H+[m] + N-acetyl-L-cysteine[m] <=> acetyl-CoA[m] + cysteine[m],ENSG00000161653,Cysteine and methionine metabolism
MAR06515,NA,mercaptopyruvate[c] + sulfite[c] => pyruvate[c] + thiosulfate[c],ENSG00000128309 or ENSG00000128311,Cysteine and methionine metabolism
MAR06518,NA,hydrogen-cyanide[c] + mercaptopyruvate[c] => H+[c] + pyruvate[c] + thiocyanate[c],ENSG00000128309 or ENSG00000128311,Cysteine and methionine metabolism
MAR06519,NA,3-mercaptolactate[c] + NAD+[c] <=> H+[c] + mercaptopyruvate[c] + NADH[c],ENSG00000111716 or ENSG00000151116 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989,Cysteine and methionine metabolism
MAR06520,NA,hydrogen-cyanide[m] + thiosulfate[m] <=> H+[m] + sulfite[m] + thiocyanate[m],ENSG00000128309 or ENSG00000128311,Cysteine and methionine metabolism
MAR06523,NA,H+[c] + H2O2[c] + thiocyanate[c] <=> H2O[c] + hypothiocyanite[c],ENSG00000083123 or ENSG00000091140 or ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000142046 or ENSG00000147485 or ENSG00000167419 or ENSG00000248098 or ENSG00000255730,Cysteine and methionine metabolism
MAR08062,NA,dehydroalanine[c] + NADPH[c] + PAPS[c] => L-cysteate[c] + NADP+[c] + PAP[c],ENSG00000261052,Cysteine and methionine metabolism
MAR08066,NA,3-sulfopyruvate[c] + glutamate[c] <=> AKG[c] + L-cysteate[c],ENSG00000120053 or ENSG00000125166,Cysteine and methionine metabolism
MAR08067,NA,3-sulfopyruvate[m] + glutamate[m] <=> AKG[m] + L-cysteate[m],ENSG00000125166,Cysteine and methionine metabolism
MAR08068,NA,(S)-3-sulfolactate[c] + NAD+[c] <=> 3-sulfopyruvate[c] + H+[c] + NADH[c],ENSG00000014641 or ENSG00000138400,Cysteine and methionine metabolism
MAR08069,NA,(S)-3-sulfolactate[m] + NAD+[m] <=> 3-sulfopyruvate[m] + H+[m] + NADH[m],ENSG00000146701,Cysteine and methionine metabolism
MAR08641,NA,DNA[n] + SAM[n] => DNA-5-methylcytosine[n] + H+[n] + SAH[n],(ENSG00000088305 and ENSG00000130816) or ENSG00000107614 or ENSG00000119772 or ENSG00000142182,Cysteine and methionine metabolism
MAR08682,NA,cystine[c] + 2 GSH[c] <=> 2 cysteine[c] + GSSG[c],NA,Cysteine and methionine metabolism
MAR08683,NA,cystine[c] + H2O[c] => H+[c] + NH3[c] + pyruvate[c] + thiocysteine[c],ENSG00000116761,Cysteine and methionine metabolism
MAR08684,NA,AKG[m] + cysteine[m] <=> glutamate[m] + mercaptopyruvate[m],ENSG00000125166,Cysteine and methionine metabolism
MAR08685,NA,3-mercaptolactate[c] + cysteine[c] + NAD+[c] => 3-mercaptolactate-cysteine-disulfide[c] + H+[c] + NADH[c],NA,Cysteine and methionine metabolism
MAR03868,NA,GSSG[c] + H+[c] + NADH[c] => 2 GSH[c] + NAD+[c],ENSG00000104687,Glutathione metabolism
MAR03869,NA,GSSG[m] + H+[m] + NADH[m] => 2 GSH[m] + NAD+[m],ENSG00000104687,Glutathione metabolism
MAR03889,NA,5-oxoproline[c] + ATP[c] + 2 H2O[c] => ADP[c] + glutamate[c] + H+[c] + Pi[c],ENSG00000178814,Glutathione metabolism
MAR03933,NA,formylglutathione[c] + H+[c] + NADH[c] <=> hydroxymethylglutathione[c] + NAD+[c],ENSG00000197894,Glutathione metabolism
MAR03937,NA,formylglutathione[c] + H2O[c] => formate[c] + GSH[c] + H+[c],ENSG00000139684,Glutathione metabolism
MAR04116,NA,2 GSH[c] + H2O2[c] => GSSG[c] + 2 H2O[c],ENSG00000116157 or ENSG00000117450 or ENSG00000117592 or ENSG00000126432 or ENSG00000164294 or ENSG00000165672 or ENSG00000167468 or ENSG00000167815 or ENSG00000176153 or ENSG00000198704 or ENSG00000211445 or ENSG00000224586 or ENSG00000233276,Glutathione metabolism
MAR04120,NA,2 GSH[e] + H2O2[e] => GSSG[e] + 2 H2O[e],ENSG00000116157 or ENSG00000117450 or ENSG00000117592 or ENSG00000126432 or ENSG00000164294 or ENSG00000165672 or ENSG00000167468 or ENSG00000167815 or ENSG00000176153 or ENSG00000198704 or ENSG00000211445 or ENSG00000224586 or ENSG00000233276,Glutathione metabolism
MAR04121,NA,2 GSH[m] + H2O2[m] => GSSG[m] + 2 H2O[m],ENSG00000116157 or ENSG00000117450 or ENSG00000117592 or ENSG00000126432 or ENSG00000164294 or ENSG00000165672 or ENSG00000167468 or ENSG00000167815 or ENSG00000176153 or ENSG00000198704 or ENSG00000211445 or ENSG00000224586 or ENSG00000233276,Glutathione metabolism
MAR04175,NA,GSH[c] + H2O[c] => cys-gly[c] + glutamate[c],ENSG00000099998 or ENSG00000100031 or ENSG00000100121 or ENSG00000131067 or ENSG00000133475 or ENSG00000167741 or ENSG00000274252,Glutathione metabolism
MAR04176,NA,GSH[e] + H2O[e] => cys-gly[e] + glutamate[e],ENSG00000099998 or ENSG00000100031 or ENSG00000100121 or ENSG00000131067 or ENSG00000133475 or ENSG00000167741 or ENSG00000274252,Glutathione metabolism
MAR04324,NA,ATP[c] + cysteine[c] + glutamate[c] => ADP[c] + gamma-glutamyl-cysteine[c] + H+[c] + Pi[c],ENSG00000001084 and ENSG00000023909,Glutathione metabolism
MAR04326,NA,ATP[c] + gamma-glutamyl-cysteine[c] + glycine[c] => ADP[c] + GSH[c] + H+[c] + Pi[c],ENSG00000100983,Glutathione metabolism
MAR04328,NA,cys-gly[c] + H2O[c] => cysteine[c] + glycine[c],ENSG00000002549 or ENSG00000141279 or ENSG00000166825,Glutathione metabolism
MAR04329,NA,cys-gly[e] + H2O[e] => cysteine[e] + glycine[e],ENSG00000002549 or ENSG00000141279 or ENSG00000166825,Glutathione metabolism
MAR04708,NA,gamma-glutamyl-cysteine[c] => 5-oxoproline[c] + cysteine[c],ENSG00000006625 or ENSG00000134864,Glutathione metabolism
MAR08769,NA,alanine[c] + GSH[c] => (5-L-glutamyl)-L-amino acid[e] + cys-gly[e],ENSG00000099998 or ENSG00000100031 or ENSG00000100121 or ENSG00000131067 or ENSG00000133475 or ENSG00000149435 or ENSG00000167741,Glutathione metabolism
MAR08770,NA,(5-L-glutamyl)-L-amino acid[e] => 5-oxoproline[c] + alanine[c],ENSG00000006625 or ENSG00000134864,Glutathione metabolism
MAR08771,NA,ATP[c] + GSH[c] + H2O[c] => ADP[c] + GSH[m] + H+[c] + Pi[c],NA,Transport reactions
MAR04078,NA,H2O[c] + O2[c] + spermine[c] => 3-amino-propanal[c] + H2O2[c] + spermidine[c],ENSG00000088826,Beta-alanine metabolism
MAR04079,NA,3-amino-propanal[c] + H2O[c] + NADP+[c] => beta-alanine[c] + 2 H+[c] + NADPH[c],ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904,Beta-alanine metabolism
MAR04174,NA,aspartate[c] + H+[c] => beta-alanine[c] + CO2[c],ENSG00000128683 or ENSG00000136750,Beta-alanine metabolism
MAR04330,NA,3-oxopropanoate[m] + glutamate[m] <=> AKG[m] + beta-alanine[m],ENSG00000183044,Beta-alanine metabolism
MAR04347,NA,3-ureidopropionate[c] + H+[c] + H2O[c] => beta-alanine[c] + CO2[c] + NH3[c],ENSG00000100024,Beta-alanine metabolism
MAR04425,NA,ATP[c] + beta-alanine[c] + histidine[c] => AMP[c] + carnosine[c] + H+[c] + PPi[c],ENSG00000172508,Beta-alanine metabolism
MAR04427,NA,carnosine[c] + H2O[c] => beta-alanine[c] + histidine[c],ENSG00000133313 or ENSG00000150656,Beta-alanine metabolism
MAR04688,NA,4-aminobutanal[m] + H2O[m] + NAD+[m] => 4-aminobutyrate[m] + 2 H+[m] + NADH[m],ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904,Beta-alanine metabolism
MAR04689,NA,4-aminobutanal[c] + H2O[c] + NAD+[c] => 4-aminobutyrate[c] + 2 H+[c] + NADH[c],ENSG00000143149,Beta-alanine metabolism
MAR04735,NA,acrylyl-CoA[m] + H2O[m] <=> 3-hydroxypropionyl-CoA[m],ENSG00000084754 and ENSG00000113790 and ENSG00000127884,Beta-alanine metabolism
MAR07991,NA,"H2O[c] + O2[c] + spermidine[c] => 1,3-diaminopropane[c] + 4-aminobutanal[c] + H2O2[c]",NA,Beta-alanine metabolism
MAR07992,NA,"1,3-diaminopropane[c] + H2O[c] + O2[c] => 3-amino-propanal[c] + H+[c] + H2O2[c] + NH3[c]",ENSG00000002726 or ENSG00000131471 or ENSG00000131480,Beta-alanine metabolism
MAR07993,NA,3-amino-propanal[c] + H2O[c] + NAD+[c] => beta-alanine[c] + 2 H+[c] + NADH[c],ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904,Beta-alanine metabolism
MAR07128,NA,ATP[c] + H+[c] + selenate[c] => adenylylselenate[c] + PPi[c],ENSG00000138801 or ENSG00000198682,Metabolism of other amino acids
MAR07129,NA,adenylylselenate[c] + ATP[c] => 3-phosphoadenylylselenate[c] + ADP[c] + H+[c],ENSG00000138801 or ENSG00000198682,Metabolism of other amino acids
MAR07130,NA,3-phosphoadenylylselenate[c] + NADPH[c] => H+[c] + NADP+[c] + PAP[c] + selenite[c],NA,Metabolism of other amino acids
MAR07131,NA,4 H+[c] + 3 NADPH[c] + selenite[c] <=> 3 H2O[c] + 3 NADP+[c] + selenide[c],ENSG00000184470 or ENSG00000197763 or ENSG00000198431,Metabolism of other amino acids
MAR07132,NA,ATP[c] + H2O[c] + selenide[c] => AMP[c] + Pi[c] + selenophosphate[c],ENSG00000086475 or ENSG00000179918,Metabolism of other amino acids
MAR07133,NA,alanine[c] + H+[c] + pyridoxal-phosphate[c] + selenide[c] <=> pyridoxine-phosphate[c] + selenocysteine[c],ENSG00000132330,Metabolism of other amino acids
MAR07134,NA,H2O[c] + selenocystathionine[c] <=> 2-oxobutyrate[c] + H+[c] + NH3[c] + selenocysteine[c],ENSG00000116761,Metabolism of other amino acids
MAR07135,NA,H2O[c] + selenocystathionine[c] => selenohomocysteine[c] + serine[c],ENSG00000160200,Metabolism of other amino acids
MAR07136,NA,H2O[c] + se-adenosyl-L-selenohomocysteine[c] <=> adenosine[c] + selenohomocysteine[c],ENSG00000101444 or ENSG00000158467 or ENSG00000168710,Metabolism of other amino acids
MAR07137,NA,H2O[c] + selenomethionine[c] <=> 2-oxobutyrate[c] + H+[c] + methaneselenol[c] + NH3[c],ENSG00000116761,Metabolism of other amino acids
MAR07138,NA,H+[c] + NADPH[c] + O2[c] + selenomethionine[c] => H2O[c] + NADP+[c] + selenomethionine-se-oxide[c],ENSG00000007933 or ENSG00000010932 or ENSG00000076258 or ENSG00000094963 or ENSG00000131781,Metabolism of other amino acids
MAR07139,NA,ATP[c] + H2O[c] + selenomethionine[c] <=> Pi[c] + PPi[c] + se-adenosylselenomethionine[c],ENSG00000038274 or ENSG00000151224 or ENSG00000168906,Metabolism of other amino acids
MAR07140,NA,H+[c] + SAH[c] + se-methyl-L-selenocysteine[c] <=> SAM[c] + selenocysteine[c],NA,Metabolism of other amino acids
MAR07141,NA,H2O[c] + se-methyl-L-selenocysteine[c] => H+[c] + methaneselenol[c] + NH3[c] + pyruvate[c],ENSG00000132330,Metabolism of other amino acids
MAR07620,NA,ATP[c] + selenomethionine[c] + tRNA(met)[c] => AMP[c] + PPi[c] + selenomethionyl-tRNA(met)[c],ENSG00000166986 or ENSG00000247626,Metabolism of other amino acids
MAR07647,NA,D-alanine[x] + H2O[x] + O2[x] => H+[x] + H2O2[x] + NH3[x] + pyruvate[x],ENSG00000110887,Metabolism of other amino acids
MAR08640,NA,DNA[n] + se-adenosylselenomethionine[n] => DNA-5-methylcytosine[n] + H+[n] + se-adenosyl-L-selenohomocysteine[n],(ENSG00000088305 and ENSG00000130816) or ENSG00000107614 or ENSG00000119772 or ENSG00000142182,Metabolism of other amino acids
MAR08689,NA,D-arginine[x] + H2O[x] + O2[x] => 5-guanidino-2-oxopentanoate[x] + H+[x] + H2O2[x] + NH3[x],ENSG00000110887,Metabolism of other amino acids
MAR08690,NA,D-ornithine[x] + H2O[x] + O2[x] => 5-amino-2-oxopentanoic acid[x] + H+[x] + H2O2[x] + NH3[x],ENSG00000110887,Metabolism of other amino acids
MAR03748,NA,3-methyl-2-oxobutyrate[m] + CoA[m] + NAD+[m] => CO2[m] + isobutyryl-CoA[m] + NADH[m],ENSG00000083123 and ENSG00000142046 and ENSG00000248098,"Valine, leucine, and isoleucine metabolism"
MAR03751,NA,isobutyryl-CoA[m] + ubiquinone[m] => methacrylyl-CoA[m] + ubiquinol[m],ENSG00000122971 or ENSG00000196177,"Valine, leucine, and isoleucine metabolism"
MAR03753,NA,H2O[m] + methacrylyl-CoA[m] => 3-hydroxyisobutyryl-CoA[m],ENSG00000084754 and ENSG00000113790 and ENSG00000127884,"Valine, leucine, and isoleucine metabolism"
MAR03755,NA,3-hydroxyisobutyryl-CoA[m] + H2O[m] => 3-hydroxyisobutyrate[m] + CoA[m] + H+[m],ENSG00000198130,"Valine, leucine, and isoleucine metabolism"
MAR03759,NA,2-methyl-3-oxopropanoate[m] + H2O[m] + NAD+[m] => 2 H+[m] + methylmalonate[m] + NADH[m],ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000138356 or ENSG00000143149 or ENSG00000164904,"Valine, leucine, and isoleucine metabolism"
MAR03763,NA,CoA[m] + H+[m] + methylmalonate[m] => (R)-methylmalonyl-CoA[m] + H2O[m],ENSG00000119711,"Valine, leucine, and isoleucine metabolism"
MAR03767,NA,4-methyl-2-oxopentanoate[m] + CoA[m] + NAD+[m] => CO2[m] + isovaleryl-CoA[m] + NADH[m],ENSG00000083123 and ENSG00000142046 and ENSG00000248098,"Valine, leucine, and isoleucine metabolism"
MAR03769,NA,3-methylcrotonyl-CoA[m] + ubiquinol[m] <=> isovaleryl-CoA[m] + ubiquinone[m],ENSG00000128928,"Valine, leucine, and isoleucine metabolism"
