""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"IDH1_AVG"	"IDH2_AVG"	"deltaBeta"	"CHR"	"MAPINFO"	"Strand"	"Type"	"gene"	"feature"	"cgi"	"feat.cgi"	"UCSC_Islands_Name"	"SNP_ID"	"SNP_DISTANCE"
"cg09703586"	0.086279951527921	0.84726686901287	4.02699373168124	0.000174260898314846	0.35361725075216	0.236566055837749	0.793341899307919	0.87962185083584	0.0862799515279212	"17"	27873191	"F"	"II"	"TAOK1"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs190843323;rs548642583"	"1;23"
"cg27624381"	0.0301177203048365	0.954257970901272	4.02668605447111	0.000174436851365265	0.35361725075216	0.235603308485573	0.935434395710749	0.965552116015585	0.0301177203048365	"4"	77917883	"F"	"II"	"SEPT11"	"Body"	"opensea"	"Body-opensea"	""	"rs189513152;rs565576518;rs372532338"	"6;11;33"
"cg05518471"	0.0592379169791857	0.567917184990924	4.02604556526773	0.000174803681998808	0.35361725075216	0.233599292364439	0.530893486878933	0.590131403858119	0.0592379169791857	"10"	2006740	"R"	"I"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg08269941"	0.0399815552083636	0.938396411287803	4.02491924979857	0.000175450570270308	0.35361725075216	0.230075600006933	0.913407939282576	0.953389494490939	0.0399815552083633	"21"	38337048	"F"	"II"	"HLCS"	"5'UTR"	"shore"	"5'UTR-shore"	"chr21:38338384-38338904"	"rs552766972"	"0"
"cg07899984"	-0.228664002268517	0.578160329276275	-4.0248881153704	0.000175468484823243	0.35361725075216	0.229978203113731	0.721075330694099	0.492411328425581	-0.228664002268517	"20"	45608866	"F"	"II"	"EYA2"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs541138379;rs184390926"	"12;13"
"cg01799115"	0.065809434979219	0.90897608290512	4.02330949274122	0.000176379133572721	0.353661987677748	0.225040379112354	0.867845186043108	0.933654621022327	0.065809434979219	"8"	135827395	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs188043230"	"48"
"cg09187949"	0.0594151219300121	0.923696988679682	4.02213382080047	0.000177060298734	0.353661987677748	0.221363637611795	0.886562537473424	0.945977659403437	0.0594151219300123	"2"	208781137	"R"	"II"	"PLEKHM3"	"Body"	"opensea"	"Body-opensea"	""	"rs532435115"	"24"
"cg20903136"	0.0750208574354333	0.852332317234337	4.02081699163336	0.000177826264482706	0.353661987677748	0.217246137471845	0.805444281337191	0.880465138772624	0.0750208574354334	"8"	62575678	"F"	"II"	"ASPH"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs143908891;rs575665556;rs75791243;rs559240988;rs529889022"	"1;8;20;27;44"
"cg12359995"	0.0574861435798683	0.785275138041502	4.02067044311819	0.000177911705609015	0.353661987677748	0.216787950361044	0.749346298304085	0.806832441883953	0.057486143579868	"11"	33193082	"R"	"II"	"CSTF3-AS1"	"Body"	"opensea"	"Body-opensea"	""	"rs551999480"	"38"
"cg18162743"	-0.0217896686659856	0.0653299873599272	-4.02064240952573	0.000177928054349321	0.353661987677748	0.216700303755592	0.0789485302761683	0.0571588616101826	-0.0217896686659856	"8"	82692915	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs74737517"	"42"
"cg01860189"	0.0308102101320697	0.855547101009254	4.01939065992474	0.000178659535104478	0.353999055288357	0.212787064431572	0.83629071967671	0.867100929808781	0.0308102101320702	"12"	7858763	"R"	"I"	""	"IGR"	"island"	"IGR-island"	"chr12:7858499-7858785"	""	""
"cg12167284"	0.0444414245825155	0.875963152034554	4.0178299175021	0.000179575649411515	0.353999055288357	0.207908770653727	0.848187261670482	0.892628686252998	0.0444414245825157	"14"	91592793	"R"	"II"	"SNORA11B"	"Body"	"opensea"	"Body-opensea"	""	"rs57615276;rs57456676;rs76554363"	"46;35;23"
"cg09048128"	0.0713257522312472	0.900845269199151	4.01769190103895	0.000179656879358353	0.353999055288357	0.207477432463617	0.856266674054621	0.927592426285868	0.0713257522312475	"5"	77659524	"R"	"II"	"SCAMP1"	"Body"	"shelf"	"Body-shelf"	"chr5:77655917-77656997"	"rs573201704;rs536380768"	"25;6"
"cg08129658"	0.0393495305031201	0.817296469958742	4.01629830671471	0.000180479073302025	0.353999055288357	0.203122528784578	0.792703013394292	0.832052543897412	0.03934953050312	"19"	55327217	"F"	"I"	"KIR3DL1"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs372599131"	"28"
"cg24445972"	0.0609714822286196	0.921211162809267	4.01619980052716	0.000180537327352198	0.353999055288357	0.202814733469901	0.88310398641638	0.944075468645	0.0609714822286196	"7"	133261156	"R"	"II"	"EXOC4"	"Body"	"opensea"	"Body-opensea"	""	"rs575459741;rs543136034"	"25;1"
"cg01122318"	0.0894419020315576	0.798250942872722	4.01351209719134	0.00018213379083413	0.35468890391596	0.194418235702342	0.742349754102999	0.831791656134556	0.0894419020315576	"9"	107525114	"F"	"II"	"NIPSNAP3B"	"TSS1500"	"shore"	"TSS1500-shore"	"chr9:107526172-107526779"	"rs556610423;rs151027694;rs2472479"	"4;7;51"
"cg14814114"	0.0364076365697548	0.932019209541782	4.01316343523888	0.000182341888013476	0.35468890391596	0.193329224447443	0.909264436685685	0.94567207325544	0.0364076365697548	"17"	43405204	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs560245211;rs569671270"	"9;19"
"cg12290615"	0.0650963637615218	0.42796444178822	4.01228243512129	0.000182868732035326	0.35468890391596	0.190577736003719	0.387279214437269	0.45237557819879	0.0650963637615218	"6"	71419788	"R"	"II"	"SMAP1"	"Body"	"opensea"	"Body-opensea"	""	"rs545153146;rs535787272"	"44;12"
"cg25767859"	0.0622355535739676	0.921636633191857	4.0120105015578	0.000183031646773113	0.35468890391596	0.189728515056186	0.882739412208127	0.944974965782095	0.0622355535739676	"7"	47859324	"F"	"II"	"PKD1L1"	"Body"	"opensea"	"Body-opensea"	""	"rs575850610"	"0"
"cg04824070"	-0.047921566516438	0.105277196538372	-4.01089342199006	0.000183702357835594	0.35468890391596	0.186240316454676	0.135228175611146	0.0873066090947075	-0.047921566516438	"14"	32669866	"R"	"II"	"RNU6-2"	"TSS1500"	"shore"	"TSS1500-shore"	"chr14:32670417-32671092"	"rs538362727"	"47"
"cg02319217"	0.102580522725427	0.858610484215245	4.01018312364219	0.000184130064923755	0.35468890391596	0.184022609208145	0.794497657511853	0.89707818023728	0.102580522725427	"3"	147845880	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs558199781;rs182217700"	"35;15"
"cg09266621"	0.0456967799467738	0.937938538034605	4.00930030819899	0.000184662993592487	0.35468890391596	0.181266562924547	0.909378050567871	0.955074830514645	0.0456967799467738	"3"	71255667	"F"	"II"	"FOXP1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	""	""
"cg10521230"	0.0889766141527882	0.774092968975275	4.00888971510496	0.000184911363153992	0.35468890391596	0.179984851682763	0.718482585129782	0.807459199282571	0.0889766141527885	"3"	137798210	"F"	"II"	"DZIP1L"	"Body"	"opensea"	"Body-opensea"	""	"rs77192155"	"42"
"cg24265217"	0.188041937074479	0.377100061944975	4.00826619156556	0.000185289152134116	0.35468890391596	0.178038591094781	0.259573851273426	0.447615788347904	0.188041937074479	"14"	69658935	"R"	"II"	"EXD2"	"5'UTR"	"shore"	"5'UTR-shore"	"chr14:69658127-69658773"	""	""
"cg18581500"	0.0242579023864372	0.9538209751485	4.00641004405434	0.000186418196272077	0.355911092045251	0.172245802987962	0.938659786156977	0.962917688543414	0.0242579023864373	"19"	11894569	"F"	"II"	"ZNF441"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	""	""
"cg21566278"	0.0982840626932645	0.866978827943369	4.00497913890686	0.00018729310765	0.356235278740187	0.167781134819718	0.805551288760079	0.903835351453343	0.0982840626932646	"13"	44466424	"F"	"II"	"C13orf31"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs190806729;rs181212901"	"1;3"
"cg27268905"	0.0696976615124389	0.881265621809906	4.00395166030011	0.000187923791973401	0.356235278740187	0.164575761188258	0.837704583364632	0.907402244877071	0.0696976615124389	"4"	174111999	"R"	"II"	"GALNT7"	"Body"	"opensea"	"Body-opensea"	""	"rs538821135;rs558750874"	"31;25"
"cg10942136"	0.0507304673139499	0.772114641343634	4.00372846963207	0.000188061061086909	0.356235278740187	0.163879543556606	0.740408099272416	0.791138566586365	0.0507304673139498	"4"	187894704	"R"	"II"	""	"IGR"	"shore"	"IGR-shore"	"chr4:187880885-187894299"	"rs545740234;rs188302014;rs185247731;rs149942968;rs561009913"	"42;40;7;6;1"
"cg22376827"	-0.0258855420786805	0.06255108280061	-4.00046869941431	0.000190076983781811	0.359116306397709	0.153713471942243	0.0787295465997853	0.0528440045211048	-0.0258855420786805	"3"	135913335	"F"	"II"	"MSL2"	"TSS200"	"shore"	"TSS200-shore"	"chr3:135914197-135916090"	""	""
"cg04742873"	0.0643963156541182	0.851412320221255	3.99899731314455	0.000190993743161587	0.359911090051917	0.14912621481694	0.811164622937431	0.875560938591549	0.0643963156541182	"6"	33227484	"R"	"II"	"VPS52"	"Body"	"opensea"	"Body-opensea"	""	"rs528551310;rs546685765;rs568394175"	"33;15;1"
"cg23761995"	-0.0398618686564429	0.0721229144504253	-3.99794447980497	0.00019165233758079	0.360216526586854	0.145844420574603	0.0970365823607021	0.0571747137042592	-0.0398618686564429	"21"	26607339	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg01035422"	-0.0497622097198595	0.758863925811664	-3.99708622772203	0.000192190833917586	0.360295239835593	0.143169505364206	0.789965306886576	0.740203097166717	-0.0497622097198592	"15"	90222555	"F"	"II"	"PLIN1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs558731690;rs17847337;rs142955105"	"17;17;45"
"cg24302024"	0.0493331796559322	0.913905943424313	3.99519290346047	0.000193383938570116	0.361325243008328	0.137269686839979	0.883072706139355	0.932405885795288	0.0493331796559322	"11"	93468466	"F"	"II"	"SNORA40"	"TSS200"	"opensea"	"TSS200-opensea"	""	"rs57963899"	"47"
"cg00572889"	0.097141828408783	0.767239411638546	3.99463584112776	0.000193736338065579	0.361325243008328	0.135534106113952	0.706525768883057	0.803667597291839	0.0971418284087828	"1"	230493461	"F"	"II"	"PGBD5"	"Body"	"shore"	"Body-shore"	"chr1:230492716-230492945"	"rs375455116;rs531314431;rs551015009;rs571547421"	"0;35;36;46"
"cg22815658"	0.0611408677608958	0.920215395543013	3.99254686137094	0.000195063361608954	0.362867368676756	0.129026867025332	0.882002353192453	0.943143220953349	0.0611408677608954	"7"	156974882	"R"	"II"	"UBE3C"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg26999505"	-0.0168664401292611	0.0565028431198	-3.99057379448159	0.000196324804180352	0.364279920992432	0.12288240683754	0.0670443682005881	0.0501779280713271	-0.0168664401292611	"19"	10691861	"R"	"I"	"AP1M2"	"Body"	"island"	"Body-island"	"chr19:10691835-10692057"	"rs377407629;rs557389058;rs185685060"	"42;22;8"
"cg14083800"	-0.0620904864356002	0.293167475919869	-3.98875150720897	0.000197496838862756	0.365327926699712	0.117208973545521	0.331974029942119	0.269883543506519	-0.0620904864356001	"10"	43903270	"F"	"II"	"HNRNPF"	"5'UTR"	"island"	"5'UTR-island"	"chr10:43902580-43904792"	"rs559237021;rs567816924;rs144796019;rs547438974"	"3;3;4;27"
"cg16513933"	0.0560666224439773	0.9218911983895	3.98593716274064	0.00019932020827864	0.365327926699712	0.108449694353658	0.886849559362014	0.942916181805992	0.0560666224439776	"8"	101560889	"F"	"II"	"ANKRD46"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs529699055"	"22"
"cg07205175"	0.0288028505079757	0.912490596885611	3.98565491472286	0.000199503965959522	0.365327926699712	0.107571420879697	0.894488815318126	0.923291665826102	0.0288028505079757	"20"	33624387	"F"	"II"	"TRPC4AP"	"Body"	"opensea"	"Body-opensea"	""	"rs58208529;rs571805818"	"39;46"
"cg26647929"	-0.0290564833833369	0.127355628751406	-3.98511204701007	0.000199857859859266	0.365327926699712	0.105882270633546	0.145515930865992	0.116459447482655	-0.0290564833833369	"7"	28966468	"F"	"I"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg06241652"	0.0424635181813455	0.945158156328617	3.98447514536519	0.000200273826427385	0.365327926699712	0.103900691324575	0.918618457465276	0.961081975646622	0.0424635181813459	"7"	102524079	"F"	"II"	"FBXL13"	"Body"	"opensea"	"Body-opensea"	""	"rs141575862;rs145751033;rs114385222"	"6;21;31"
"cg27345595"	0.038798645480313	0.933930529512641	3.98280066811148	0.000201371432584395	0.365327926699712	0.0986917510223977	0.909681376087445	0.948480021567758	0.0387986454803133	"13"	20357920	"R"	"II"	"PSPC1"	"TSS1500"	"shore"	"TSS1500-shore"	"chr13:20356147-20357234"	"rs573297133;rs543844587"	"51;27"
"cg07882820"	0.044195587494095	0.875234484805504	3.98218430130953	0.000201776915560119	0.365327926699712	0.096774667744068	0.847612242621694	0.891807830115789	0.0441955874940951	"5"	111032073	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg17046348"	0.0481396854471026	0.548861335836018	3.98155288000584	0.000202193119104434	0.365327926699712	0.0948109290383199	0.518774032431578	0.566913717878681	0.0481396854471027	"12"	57705313	"F"	"II"	"R3HDM2"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	""	""
"cg18108818"	0.0248590446360261	0.924441225845836	3.98026384406632	0.000203045364616453	0.365327926699712	0.0908025193228053	0.908904322948319	0.933763367584346	0.0248590446360263	"7"	102574475	"R"	"I"	"FBXL13"	"Body"	"opensea"	"Body-opensea"	""	"rs139516562;rs377630961;rs141714405"	"24;12;1"
"cg23704802"	-0.0211280539535327	0.0452587366680837	-3.98020329024389	0.000203085484857077	0.365327926699712	0.0906142375422938	0.0584637703890416	0.0373357164355089	-0.0211280539535327	"8"	87356638	"R"	"II"	"WWP1"	"5'UTR"	"shore"	"5'UTR-shore"	"chr8:87354544-87355446"	""	""
"cg23942995"	0.0425072857272006	0.816090635895931	3.97996054433773	0.000203246394180177	0.365327926699712	0.0898594763216058	0.789523582316431	0.832030868043632	0.0425072857272006	"7"	98507890	"F"	"I"	"TRRAP"	"Body"	"opensea"	"Body-opensea"	""	"rs145259394;rs113402444;rs143566861;rs138096391;rs141794174;rs71567508"	"1;8;16;19;25;39"
"cg16968357"	0.102954305326219	0.861647512916731	3.9798658196222	0.000203309217844604	0.365327926699712	0.0895649589737166	0.797301072087844	0.900255377414063	0.102954305326219	"6"	27985523	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs552876027;rs572093921;rs190242937"	"1;41;46"
"cg10677105"	0.0625078817258482	0.894479578900163	3.97788227715845	0.000204629061716692	0.365327926699712	0.0833986271105625	0.855412152821508	0.917920034547356	0.0625078817258484	"5"	169428710	"R"	"II"	"DOCK2"	"Body"	"opensea"	"Body-opensea"	""	"rs530704875;rs550899116"	"16;1"
"cg12104945"	0.0103285863619646	0.0278308501131192	3.97769294124978	0.000204755476613141	0.365327926699712	0.0828101177986493	0.0213754836368913	0.0317040699988559	0.0103285863619646	"11"	73019558	"R"	"I"	"ARHGEF17"	"TSS200"	"island"	"TSS200-island"	"chr11:73018452-73020563"	"rs541560548"	"19"
"cg16073260"	0.0545443618602338	0.926461300702067	3.97764157508552	0.000204789785519111	0.365327926699712	0.0826504599477724	0.892371074539421	0.946915436399655	0.0545443618602339	"7"	138239456	"F"	"II"	"TRIM24"	"ExonBnd"	"opensea"	"ExonBnd-opensea"	""	"rs147789598;rs144122569;rs181769844"	"0;43;46"
"cg10861005"	-0.0603657555750068	0.256079283838245	-3.97661430628079	0.000205477092922776	0.365327926699712	0.0794577097878033	0.293807881072625	0.233442125497618	-0.0603657555750067	"6"	33266368	"R"	"II"	"RGL2"	"Body"	"island"	"Body-island"	"chr6:33266302-33267582"	""	""
"cg12757037"	0.0464281008803775	0.854635251422809	3.9762788625276	0.000205702007447618	0.365327926699712	0.0784152490290122	0.825617688372573	0.87204578925295	0.0464281008803777	"2"	113321746	"F"	"II"	"POLR1B"	"Body"	"opensea"	"Body-opensea"	""	"rs553452221;rs573296988;rs542252740"	"29;31;49"
"cg18817900"	0.0499226782932122	0.879399642801976	3.97590406754656	0.00020595358783428	0.365327926699712	0.0772505532877208	0.848197968868719	0.898120647161931	0.0499226782932123	"7"	92067459	"R"	"I"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs531079694"	"1"
"cg21679625"	-0.176995935992822	0.531270320674895	-3.97114121241485	0.000209176610959439	0.370140053840152	0.0624549744312199	0.641892780670409	0.464896844677587	-0.176995935992822	"2"	219905325	"F"	"II"	"CCDC108"	"Body"	"shore"	"Body-shore"	"chr2:219906107-219906328"	""	""
"cg19848599"	0.0258640785231814	0.906176214774423	3.96998944363322	0.000209963287173848	0.37062811406652	0.0588785239175786	0.890011165697435	0.915875244220616	0.0258640785231813	"5"	131658161	"R"	"I"	"SLC22A4"	"Body"	"opensea"	"Body-opensea"	""	"rs115925466;rs562167562;rs527965713;rs547719916"	"48;27;10;1"
"cg02751824"	-0.130273564784499	0.105581495284854	-3.96739135747423	0.000211748313437253	0.371446896404817	0.0508130916887648	0.187002473275166	0.0567289084906664	-0.130273564784499	"2"	18299090	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs565993131;rs528593842;rs12473016;rs142621366"	"0;1;44;51"
"cg16622954"	0.0887163311774228	0.850328627151377	3.9661376547915	0.000212614902143813	0.371446896404817	0.0469221685619319	0.794880920165488	0.883597251342911	0.0887163311774232	"16"	68596218	"R"	"II"	"ZFP90"	"Body"	"opensea"	"Body-opensea"	""	"rs78458624;rs530136037;rs548619433"	"40;32;1"
"cg04408216"	-0.0523394584564217	0.710226592465455	-3.96551980566992	0.000213043231173889	0.371446896404817	0.0450048948531636	0.742938754000719	0.690599295544297	-0.0523394584564219	"16"	79263349	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs556174187;rs184227462;rs187344120;rs138902871"	"46;23;22;21"
"cg11530419"	0.064217517971503	0.901611241105428	3.96544269894439	0.00021309674442572	0.371446896404817	0.0447656332607993	0.861475292373239	0.925692810344742	0.0642175179715033	"6"	110556944	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs531002189;rs551343002"	"32;5"
"cg00068412"	0.0276254608583114	0.883448760123805	3.96495741757432	0.000213433834807622	0.371446896404817	0.0432598676093283	0.866182847087361	0.893808307945672	0.0276254608583113	"1"	42506828	"R"	"I"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg09896503"	-0.0271217228210999	0.110809318422428	-3.96486360105496	0.000213499061750338	0.371446896404817	0.0429687787289037	0.127760395185616	0.100638672364516	-0.0271217228210999	"7"	99102090	"R"	"II"	"ZKSCAN5"	"TSS200"	"shore"	"TSS200-shore"	"chr7:99102154-99102968"	"rs35911366;rs571996917;rs527478757;rs548857626;rs567762132;rs185477083"	"42;34;30;26;10;5"
"cg11619797"	0.0605409757079898	0.879323391006256	3.96322199357622	0.000214643523085418	0.372544644389827	0.0378759009523311	0.841485281188762	0.902026256896752	0.0605409757079902	"7"	90228764	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr7:90225082-90226364"	"rs535982271;rs553093956;rs572958715"	"36;21;19"
"cg07626533"	0.0559359711210595	0.906576554160129	3.96032678976256	0.000216676374072438	0.373774844961456	0.0288967339116644	0.871616572209467	0.927552543330526	0.0559359711210591	"1"	49318591	"F"	"II"	"AGBL4"	"Body"	"opensea"	"Body-opensea"	""	"rs529271280"	"7"
"cg06862673"	-0.0255747264572963	0.0815658300230422	-3.95989263792367	0.000216982807611269	0.373774844961456	0.0275505701391241	0.0975500340588524	0.0719753076015561	-0.0255747264572963	"17"	37617707	"R"	"I"	"CDK12"	"TSS200"	"island"	"TSS200-island"	"chr17:37617531-37618045"	""	""
"cg10728503"	0.0370493517935548	0.925775358219146	3.95982175062097	0.000217032881038163	0.373774844961456	0.0273307793808506	0.902619513348174	0.939668865141729	0.0370493517935544	"17"	56294088	"F"	"II"	"MKS1"	"Body"	"shelf"	"Body-shelf"	"chr17:56296488-56296842"	""	""
"cg04568411"	0.0340585130584593	0.953160616907585	3.95928400513295	0.000217413097156212	0.373774844961456	0.0256635347196115	0.931874046246048	0.965932559304508	0.0340585130584599	"15"	76233788	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs568226464"	"43"
"cg25914394"	-0.0471886125569132	0.707013083680078	-3.95744167921571	0.000218720600466712	0.374309358375684	0.0199524714068131	0.736505966528148	0.689317353971235	-0.0471886125569131	"3"	44670368	"F"	"II"	"ZNF197"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr3:44666477-44666820"	"rs181074083;rs548586493"	"5;50"
"cg27078890"	0.0653150035012479	0.849398088348113	3.95739212437428	0.00021875587416563	0.374309358375684	0.0197988756188856	0.808576211159833	0.873891214661081	0.0653150035012481	"11"	128457459	"F"	"II"	"ETS1"	"TSS200"	"opensea"	"TSS200-opensea"	""	""	""
"cg21508212"	0.0634962098991297	0.850769127734428	3.95620312562787	0.000219603863567928	0.374653770660494	0.0161138791147089	0.811083996547472	0.874580206446602	0.0634962098991299	"1"	181001337	"F"	"II"	"MR1"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs547602590;rs574017448;rs541160683"	"5;19;34"
