""	"seqnames"	"start"	"end"	"width"	"strand"	"value"	"area"	"cluster"	"indexStart"	"indexEnd"	"L"	"clusterL"	"p.value"	"fwer"	"p.valueArea"	"fwerArea"
"DMR_472"	"chr11"	118781515	118782085	570	"*"	-1.38903185761152	13.8903185761152	83475	27017	27026	10	10	0.000484518480919201	0.152	0.00373002322612401	0.692
"DMR_473"	"chr15"	45996521	45997356	835	"*"	-1.45865569520136	13.1279012568122	138350	44785	44793	9	9	0.000415301555073601	0.152	0.00475289557473121	0.744
"DMR_474"	"chr6"	1624386	1625756	1370	"*"	-1.45614692777248	13.1053223499523	343823	108333	108341	9	9	0.000422992324612001	0.152	0.00479134942242321	0.748
"DMR_475"	"chr4"	121992261	121993378	1117	"*"	-1.51712223877882	12.1369779102306	313628	99557	99564	8	8	0.000384538476920001	0.152	0.00653715410764001	0.836
"DMR_476"	"chr9"	115818857	115819190	333	"*"	-1.52125985194719	9.12755911168317	419536	132709	132714	6	8	0.000430683094150401	0.152	0.0198729484872256	0.968
"DMR_477"	"chr14"	67878535	67879166	631	"*"	-1.3330998484238	14.6640983326619	125968	40995	41005	11	13	0.000461446172304001	0.156	0.0029917093504376	0.66
"DMR_478"	"chr13"	51417469	51418221	752	"*"	-1.3821328735168	13.821328735168	113822	37105	37114	10	10	0.000499900019996001	0.156	0.00385307553873841	0.704
"DMR_479"	"chr8"	9762716	9763877	1161	"*"	-1.44985013320524	13.0486511988472	392293	126758	126766	9	9	0.000438373863688801	0.156	0.00484518480919201	0.748
"DMR_480"	"chr15"	99789622	99790022	400	"*"	-1.50649298612502	12.0519438890002	148535	47945	47952	8	8	0.000407610785535201	0.156	0.00669096949840801	0.844
"DMR_481"	"chr8"	24772137	24772513	376	"*"	-1.50619543715601	12.0495634972481	394808	127419	127426	8	8	0.000407610785535201	0.156	0.00669096949840801	0.844
"DMR_482"	"chr5"	1875548	1876397	849	"*"	-1.50447257676182	12.0357806140946	320852	101554	101561	8	8	0.000415301555073601	0.156	0.00672173257656161	0.844
"DMR_483"	"chr17"	26903872	26904381	509	"*"	-1.4996566974761	11.9972535798088	173063	56148	56155	8	8	0.000422992324612001	0.156	0.00679864027194561	0.852
"DMR_484"	"chr3"	101546384	101546709	325	"*"	-1.51353785946318	9.0812271567791	287677	92171	92176	6	10	0.000469136941842401	0.156	0.0201882700383	0.968
"DMR_485"	"chr5"	168727686	168729015	1329	"*"	-1.10222997143581	16.5334495715371	340172	107434	107448	15	15	0.000415301555073601	0.16	0.0018919293064464	0.544
"DMR_486"	"chr10"	106027915	106028550	635	"*"	-1.38007799617711	13.8007799617711	57579	17840	17849	10	16	0.000515281559072801	0.16	0.00388383861689201	0.704
"DMR_487"	"chr8"	25905436	25906243	807	"*"	-1.48960270403972	11.9168216323178	394991	127470	127477	8	8	0.000446064633227201	0.16	0.00696014643225201	0.852
"DMR_488"	"chr1"	205781722	205782249	527	"*"	-1.51131342185102	10.5791939529571	34026	11701	11707	7	13	0.000430683094150401	0.16	0.011266977373756	0.94
"DMR_489"	"chr10"	130338570	130339927	1357	"*"	-1.07179086606627	17.1486538570603	61482	18759	18774	16	16	0.000399920015996801	0.164	0.0015612262162952	0.512
"DMR_490"	"chr5"	140345461	140346403	942	"*"	-1.16883857837648	16.3637400972707	335967	106073	106086	14	14	0.000407610785535201	0.164	0.001961146232292	0.552
"DMR_491"	"chr6"	144386041	144386515	474	"*"	-1.19454307005106	15.5290599106638	362968	119296	119308	13	17	0.000415301555073601	0.164	0.002384138556904	0.596
"DMR_492"	"chr8"	105478683	105479500	817	"*"	-1.37554996004559	13.7554996004559	404242	130042	130051	10	13	0.000522972328611201	0.164	0.00392998323412241	0.704
"DMR_493"	"chr3"	159557493	159558254	761	"*"	-1.47980630046693	11.8384504037354	295576	94559	94566	8	8	0.000461446172304001	0.164	0.00715241567071201	0.856
"DMR_494"	"chr3"	24537160	24537469	309	"*"	-1.47492712120358	11.7994169696287	278295	88951	88958	8	21	0.000461446172304001	0.164	0.00728315875286481	0.86
"DMR_495"	"chr1"	203598573	203599154	581	"*"	-1.48972375547433	10.4280662883203	33227	11513	11519	7	8	0.000476827711380801	0.164	0.0119437650931352	0.952
"DMR_496"	"chr1"	61547131	61548783	1652	"*"	-0.869655896977363	20.0020856304793	17197	5293	5315	23	23	0.000338393859689601	0.168	0.000792149262455201	0.324
"DMR_497"	"chr3"	181443800	181445647	1847	"*"	-1.16294353720181	16.2812095208253	297588	95107	95120	14	14	0.000415301555073601	0.168	0.0019842185409072	0.552
"DMR_498"	"chr17"	48585216	48586147	931	"*"	-1.16152269010635	16.261317661489	179038	58976	58989	14	14	0.000415301555073601	0.168	0.0019842185409072	0.552
"DMR_499"	"chr20"	21378045	21378803	758	"*"	-1.18631404382561	15.4220825697329	250503	81481	81493	13	16	0.000438373863688801	0.168	0.0024841185609032	0.608
"DMR_500"	"chr10"	124638756	124639260	504	"*"	-1.18309318498422	15.3802114047948	60227	18514	18526	13	13	0.000438373863688801	0.168	0.00249950009998	0.612
"DMR_501"	"chr15"	83316223	83316962	739	"*"	-1.27780526679027	15.3336632014832	145598	47086	47097	12	12	0.000507590789534401	0.168	0.002537953947672	0.612
"DMR_502"	"chr4"	17782643	17783610	967	"*"	-1.27398374581943	15.2878049498332	305323	97042	97053	12	12	0.000507590789534401	0.168	0.0025840985649024	0.62
"DMR_503"	"chr8"	70982867	70984559	1692	"*"	-1.27349395626617	15.281927475194	400518	128930	128941	12	12	0.000507590789534401	0.168	0.0025840985649024	0.62
"DMR_504"	"chr1"	65467980	65468921	941	"*"	-1.27339481229957	15.2807377475948	17773	5472	5483	12	12	0.000507590789534401	0.168	0.0025917893344408	0.62
"DMR_505"	"chr1"	156863123	156864023	900	"*"	-1.43854824493864	12.9469342044478	26459	9545	9553	9	9	0.000461446172304001	0.168	0.00496054635226801	0.752
"DMR_506"	"chr17"	27917879	27918338	459	"*"	-1.48691611184056	8.92149667104338	173387	56378	56383	6	10	0.000530663098149601	0.168	0.0213726485472136	0.972
"DMR_507"	"chr19"	54368958	54369681	723	"*"	-1.1482476248393	16.0754667477501	211396	70500	70513	14	14	0.000422992324612001	0.172	0.0021072708535216	0.572
"DMR_508"	"chr1"	197881327	197882469	1142	"*"	-1.14472453054303	16.0261434276024	31861	11141	11154	14	14	0.000422992324612001	0.172	0.00211496162306	0.572
"DMR_509"	"chr1"	151881785	151882779	994	"*"	-1.26482721534165	15.1779265840998	24866	8651	8662	12	12	0.000538353867688001	0.172	0.0026840785689016	0.624
"DMR_510"	"chr12"	2943902	2944760	858	"*"	-1.42230684878736	12.8007616390862	87892	28106	28114	9	9	0.000499900019996001	0.172	0.00518357866888161	0.764
"DMR_511"	"chr9"	123691584	123691850	266	"*"	-1.47063562111967	11.7650849689573	420519	132810	132817	8	8	0.000476827711380801	0.172	0.00736006644824881	0.86
"DMR_512"	"chr15"	96876248	96876737	489	"*"	-1.47038695932685	11.7630956746148	148067	47874	47881	8	8	0.000476827711380801	0.172	0.00737544798732561	0.864
"DMR_513"	"chr11"	19798742	19799633	891	"*"	-1.46318168896828	11.7054535117463	68228	21339	21346	8	8	0.000499900019996001	0.172	0.00748311876086321	0.868
"DMR_514"	"chr11"	69454423	69455530	1107	"*"	-0.924160444630214	19.4073693372345	76240	24694	24714	21	31	0.000369156937843201	0.176	0.000899820035992801	0.352
"DMR_515"	"chr3"	172165517	172166517	1000	"*"	-1.26299900786281	15.1559880943537	296743	94896	94907	12	12	0.000546044637226401	0.176	0.0026994601079784	0.624
"DMR_516"	"chr7"	22395972	22397000	1028	"*"	-1.31606876210512	14.4767563831563	372000	121106	121116	11	11	0.000515281559072801	0.176	0.0030993801239752	0.668
"DMR_517"	"chr12"	56881561	56882479	918	"*"	-1.35840384586444	13.5840384586444	96368	31614	31623	10	11	0.000592189254456801	0.176	0.00414532478119761	0.712
"DMR_518"	"chr11"	31848347	31849262	915	"*"	-1.35796762272807	13.5796762272807	69127	21691	21700	10	10	0.000592189254456801	0.176	0.00415301555073601	0.712
"DMR_519"	"chr17"	16472425	16472866	441	"*"	-1.35762441933327	13.5762441933327	171394	55605	55614	10	10	0.000592189254456801	0.176	0.00415301555073601	0.712
"DMR_520"	"chr5"	158527458	158528040	582	"*"	-1.35503680852832	13.5503680852832	339195	107192	107201	10	10	0.000592189254456801	0.176	0.00416839708981281	0.712
"DMR_521"	"chr10"	104535792	104536121	329	"*"	-1.42169505809044	12.7952555228139	57128	17677	17685	9	9	0.000515281559072801	0.176	0.00519126943842001	0.764
"DMR_522"	"chr20"	35169380	35169886	506	"*"	-1.478555437391	8.87133262434601	252836	82147	82152	6	8	0.000553735406764801	0.176	0.0217725685632104	0.976
"DMR_523"	"chr8"	21881608	21882942	1334	"*"	-1.26001726147326	15.1202071376792	394052	127184	127195	12	18	0.000561426176303201	0.18	0.002730223186132	0.628
"DMR_524"	"chr2"	208989248	208990238	990	"*"	-1.35197521756457	13.5197521756457	240430	78962	78971	10	10	0.000599880023995201	0.18	0.00419146939842801	0.716
"DMR_525"	"chr19"	39522548	39523395	847	"*"	-1.41944718740395	12.7750246866355	206684	68116	68124	9	10	0.000530663098149601	0.18	0.00522972328611201	0.764
"DMR_526"	"chr3"	32509018	32509543	525	"*"	-1.41161166928084	12.7045050235276	279117	89141	89149	9	9	0.000553735406764801	0.18	0.00532970329011121	0.776
"DMR_527"	"chr8"	27348333	27348940	607	"*"	-1.41091668597123	12.6982501737411	395280	127565	127573	9	13	0.000553735406764801	0.18	0.00534508482918801	0.776
"DMR_528"	"chr17"	46507705	46507895	190	"*"	-1.46528638622224	10.2570047035557	178199	58466	58472	7	9	0.000538353867688001	0.18	0.0127897497423592	0.96
"DMR_529"	"chr7"	27169957	27171213	1256	"*"	-0.99817584425439	17.967165196579	372802	121394	121411	18	30	0.000407610785535201	0.184	0.001268976973836	0.444
"DMR_530"	"chr1"	3567408	3568245	837	"*"	-1.0255859536889	17.4349612127113	1830	532	548	17	35	0.000399920015996801	0.184	0.0014920092904496	0.496
"DMR_531"	"chr1"	91191583	91192803	1220	"*"	-1.17235190153328	15.2405747199326	20173	6218	6230	13	13	0.000499900019996001	0.184	0.002614861643056	0.62
"DMR_532"	"chr8"	69243486	69244553	1067	"*"	-1.34881964389957	13.4881964389957	400352	128879	128888	10	11	0.000615261563072001	0.184	0.00422992324612001	0.716
"DMR_533"	"chr6"	52859107	52859375	268	"*"	-1.49805524084075	7.49027620420375	354754	116810	116814	5	16	0.000546044637226401	0.184	0.0368234045498593	0.992
"DMR_534"	"chr1"	165204410	165205506	1096	"*"	-1.17056140745029	15.2172982968537	28030	10023	10035	13	13	0.000530663098149601	0.188	0.0026456247212096	0.624
"DMR_535"	"chr6"	32805142	32805877	735	"*"	-1.4071173452289	12.6640561070601	350422	114024	114032	9	30	0.000576807715380001	0.188	0.00542968329411041	0.784
"DMR_536"	"chr13"	58203618	58204379	761	"*"	-1.44258329502482	11.5406663601986	114310	37263	37270	8	8	0.000576807715380001	0.188	0.00796763724178241	0.868
"DMR_537"	"chr6"	31762353	31762901	548	"*"	-1.07687724173331	16.1531586259996	349980	112719	112733	15	32	0.000476827711380801	0.192	0.0020534354667528	0.56
"DMR_538"	"chr1"	177139933	177140812	879	"*"	-1.13215789629839	15.8502105481774	29705	10576	10589	14	14	0.000469136941842401	0.192	0.0022149416270592	0.584
"DMR_539"	"chr5"	140743165	140744449	1284	"*"	-1.12822453342589	15.7951434679624	336096	106274	106287	14	14	0.000469136941842401	0.192	0.0022533954747512	0.584
"DMR_540"	"chr2"	220083241	220083951	710	"*"	-1.29836280005684	14.2819908006252	242048	79379	79389	11	13	0.000592189254456801	0.192	0.00326857705382001	0.672
"DMR_541"	"chr12"	57522290	57523310	1020	"*"	-1.29701121343231	14.2671233477554	96533	31716	31726	11	17	0.000592189254456801	0.192	0.00329164936243521	0.672
"DMR_542"	"chr9"	90589634	90589971	337	"*"	-1.40402641407687	12.6362377266918	416070	132220	132228	9	9	0.000592189254456801	0.192	0.00549120945041761	0.788
"DMR_543"	"chr4"	81106287	81106857	570	"*"	-1.43700545763112	11.496043661049	310279	98371	98378	8	8	0.000599880023995201	0.192	0.00809068955439681	0.872
"DMR_544"	"chr20"	9819272	9819820	548	"*"	-1.42308782311017	11.3847025848813	249203	81117	81124	8	8	0.000622952332610401	0.192	0.00844446495316321	0.876
"DMR_545"	"chr17"	2169502	2169989	487	"*"	1.44875974612319	10.1413182228624	167887	54099	54105	7	8	0.000592189254456801	0.192	0.013381938996816	0.96
"DMR_546"	"chr2"	75426249	75428132	1883	"*"	-0.935735165760246	17.7789681494447	225445	74868	74886	19	19	0.000415301555073601	0.196	0.0013381938996816	0.472
"DMR_547"	"chr15"	49255118	49255981	863	"*"	-1.12000672603357	15.68009416447	138682	44890	44903	14	16	0.000484518480919201	0.196	0.0023149216310584	0.588
"DMR_548"	"chr2"	162273011	162274436	1425	"*"	-1.11627496058124	15.6278494481373	234904	77069	77082	14	14	0.000492209250457601	0.196	0.0023303031701352	0.592
"DMR_549"	"chr3"	45077070	45078375	1305	"*"	-1.32917764838158	13.2917764838158	281026	89836	89845	10	10	0.000646024641225601	0.196	0.00446064633227201	0.74
"DMR_550"	"chr19"	41724408	41725332	924	"*"	-1.43580611324913	10.0506427927439	207369	68484	68490	7	9	0.000646024641225601	0.196	0.0139433651731192	0.96
"DMR_551"	"chr2"	96990480	96990914	434	"*"	-1.43314955959437	10.0320469171606	226909	75385	75391	7	11	0.000646024641225601	0.196	0.0140433451771184	0.96
"DMR_552"	"chr18"	46064816	46065250	434	"*"	-1.47427488730681	7.37137443653407	191994	62883	62887	5	9	0.000615261563072001	0.196	0.0382615784535401	0.992
"DMR_553"	"chr3"	134093850	134094235	385	"*"	-1.47274833212521	7.36374166062607	292411	93468	93472	5	13	0.000615261563072001	0.196	0.0384000123052313	0.992
"DMR_554"	"chr12"	59313254	59314530	1276	"*"	-0.891197918220969	17.8239583644194	97018	31969	31988	20	20	0.000446064633227201	0.2	0.0013228123606048	0.464
"DMR_555"	"chr12"	114845747	114846503	756	"*"	-1.1551535010242	15.0169955133147	104143	34380	34392	13	13	0.000553735406764801	0.2	0.0027917493424392	0.64
"DMR_556"	"chr8"	17270347	17271535	1188	"*"	-1.15452781505814	15.0088615957558	393295	127005	127017	13	13	0.000553735406764801	0.2	0.0027994401119776	0.64
"DMR_557"	"chr17"	40575462	40575822	360	"*"	-1.39412839134418	12.5471555220976	176458	57590	57598	9	11	0.000653715410764001	0.2	0.00566040638026241	0.792
"DMR_558"	"chr15"	79382548	79383980	1432	"*"	-0.81941438268838	18.8465308018327	144948	46967	46989	23	23	0.000422992324612001	0.204	0.0010305631181456	0.376
"DMR_559"	"chr7"	116139180	116140593	1413	"*"	-0.85135267138446	18.7297587704581	383528	124643	124664	22	22	0.000438373863688801	0.204	0.0010843985049144	0.392
"DMR_560"	"chr21"	31311797	31312687	890	"*"	-1.03315206919375	16.5304331071	260855	84301	84316	16	17	0.000492209250457601	0.204	0.0018919293064464	0.544
"DMR_561"	"chr2"	80531500	80532419	919	"*"	-1.06237208107265	15.9355812160898	225719	74945	74959	15	15	0.000499900019996001	0.204	0.002153415470752	0.572
"DMR_562"	"chr8"	101117902	101118843	941	"*"	-1.15235877959863	14.9806641347822	403324	129820	129832	13	15	0.000561426176303201	0.204	0.0028302031901312	0.644
"DMR_563"	"chr11"	13030309	13030929	620	"*"	-1.14959943007308	14.94479259095	67063	20939	20951	13	13	0.000561426176303201	0.204	0.0028609662682848	0.648
"DMR_564"	"chr6"	31760233	31761055	822	"*"	-1.14723974218705	14.9141166484317	349979	112706	112718	13	21	0.000561426176303201	0.204	0.0028763478073616	0.648
"DMR_565"	"chr5"	150284416	150285177	761	"*"	-1.14379469781563	14.8693310716032	338039	106898	106910	13	13	0.000561426176303201	0.204	0.0028763478073616	0.648
"DMR_566"	"chr12"	14720529	14721092	563	"*"	-1.28930812163914	14.1823893380305	90476	29009	29019	11	13	0.000622952332610401	0.204	0.00339162936643441	0.676
"DMR_567"	"chr10"	77163316	77164227	911	"*"	-1.28746652260867	14.1621317486954	52198	16159	16169	11	11	0.000630643102148801	0.204	0.00341470167504961	0.676
"DMR_568"	"chr11"	2907670	2908116	446	"*"	-1.32677063385058	13.2677063385058	64697	20113	20122	10	13	0.000661406180302401	0.204	0.00450679094950241	0.74
"DMR_569"	"chr6"	99291343	99292665	1322	"*"	-1.39022545677718	12.5120291109946	357744	117776	117784	9	13	0.000684478488917601	0.204	0.00572962330610801	0.804
"DMR_570"	"chr11"	101917981	101918710	729	"*"	-1.38807727140433	12.492695442639	80756	26032	26040	9	11	0.000684478488917601	0.204	0.00576807715380001	0.804
"DMR_571"	"chr3"	46853631	46854311	680	"*"	-1.42034430321533	11.3627544257227	281509	89985	89992	8	8	0.000653715410764001	0.204	0.00847522803131681	0.88
"DMR_572"	"chr4"	5889238	5889876	638	"*"	-1.41455944993745	11.3164755994996	303180	96670	96677	8	8	0.000676787719379201	0.204	0.00862135265254641	0.884
"DMR_573"	"chr20"	43976709	43977232	523	"*"	-1.41080152726575	11.286412218126	254589	82851	82858	8	12	0.000692169258456001	0.204	0.00870595111746881	0.884
"DMR_574"	"chr8"	145577701	145578395	694	"*"	-1.46799306003836	7.33996530019179	410724	131291	131295	5	9	0.000630643102148801	0.204	0.0386768800086137	0.992
"DMR_575"	"chr12"	45443735	45445385	1650	"*"	-1.02725439527995	16.4360703244792	93156	29807	29822	16	16	0.000499900019996001	0.208	0.0019380739236768	0.552
"DMR_576"	"chr1"	235813839	235814419	580	"*"	-1.28600434480559	14.1460477928615	39458	13149	13159	11	11	0.000638333871687201	0.208	0.00341470167504961	0.676
"DMR_577"	"chr2"	228582401	228582820	419	"*"	-1.38609172180788	12.4748254962709	243275	79731	79739	9	9	0.000707550797532801	0.208	0.00582960331010721	0.808
"DMR_578"	"chr5"	175969064	175969569	505	"*"	-1.38383534659613	12.4545181193652	341778	107802	107810	9	11	0.000715241567071201	0.208	0.00586805715779921	0.808
"DMR_579"	"chr11"	12398769	12399176	407	"*"	-1.32071495979989	13.2071495979989	66889	20929	20938	10	12	0.000676787719379201	0.212	0.00456831710580961	0.74
"DMR_580"	"chr22"	50527958	50528561	603	"*"	-1.31657992686595	13.1657992686595	274458	87840	87849	10	14	0.000692169258456001	0.212	0.00464522480119361	0.74
"DMR_581"	"chr22"	38965507	38966166	659	"*"	-1.41988148101818	9.93917036712725	270661	86963	86969	7	8	0.000707550797532801	0.212	0.0145432451971144	0.964
"DMR_582"	"chr1"	95698827	95699313	486	"*"	-1.41115760061695	9.87810320431862	20932	6632	6638	7	15	0.000746004645224801	0.212	0.0149662375217264	0.968
"DMR_583"	"chr11"	120434880	120435056	176	"*"	-1.41061948787093	9.87433641509648	84095	27285	27291	7	8	0.000746004645224801	0.212	0.0149816190608032	0.968
"DMR_584"	"chr15"	63570099	63570580	481	"*"	-1.46028582685701	7.30142913428503	140860	45618	45622	5	17	0.000676787719379201	0.212	0.0392921415716857	0.992
"DMR_585"	"chr10"	134901208	134901305	97	"*"	-1.45540344874065	7.27701724370327	62893	19012	19016	5	12	0.000692169258456001	0.212	0.0396151538922985	0.992
"DMR_586"	"chr10"	60935910	60937041	1131	"*"	-1.01245492993448	17.2117338088861	49406	15259	15275	17	20	0.000469136941842401	0.216	0.0015535354467568	0.512
"DMR_587"	"chr2"	219866072	219867066	994	"*"	-1.30891030972929	13.0891030972929	241970	79326	79335	10	10	0.000715241567071201	0.216	0.00482211250057681	0.748
"DMR_588"	"chr10"	63212862	63213784	922	"*"	-1.30374799098018	13.0374799098018	49710	15365	15374	10	11	0.000730623106148001	0.216	0.00486825711780721	0.748
"DMR_589"	"chr15"	90319155	90319680	525	"*"	-1.40133667096532	11.2106933677226	146817	47524	47531	8	11	0.000746004645224801	0.216	0.00889822035592881	0.888
"DMR_590"	"chr1"	99729757	99729807	50	"*"	-1.41128465817996	8.46770794907976	21164	6697	6702	6	9	0.000830603110147201	0.216	0.025610262562872	0.98
"DMR_591"	"chr11"	62559713	62559977	264	"*"	-1.44811189345541	7.24055946727705	73434	23169	23173	5	11	0.000715241567071201	0.216	0.0401458169904481	0.992
"DMR_592"	"chr1"	227922241	227922334	93	"*"	-1.44578026353817	7.22890131769087	37628	12655	12659	5	10	0.000715241567071201	0.216	0.0402996323812161	0.992
"DMR_593"	"chr1"	46860032	46860511	479	"*"	-1.43170046496811	7.15850232484056	14618	4546	4550	5	11	0.000784458492916801	0.216	0.0413148139602849	0.992
"DMR_594"	"chr15"	74421271	74421935	664	"*"	-1.01123912957206	17.1910652027251	143639	46364	46380	17	17	0.000476827711380801	0.22	0.0015535354467568	0.512
"DMR_595"	"chr16"	68770944	68772469	1525	"*"	-1.05283329204186	15.7924993806279	160851	52423	52437	15	15	0.000553735406764801	0.22	0.0022533954747512	0.584
"DMR_596"	"chr3"	153839743	153840718	975	"*"	-1.28238155042576	14.1061970546833	294892	94298	94308	11	11	0.000684478488917601	0.22	0.00346853706181841	0.68
"DMR_597"	"chr11"	6341349	6341908	559	"*"	-1.27869801158192	14.0656781274012	65413	20388	20398	11	11	0.000692169258456001	0.22	0.00353006321812561	0.684
"DMR_598"	"chr6"	151560775	151561447	672	"*"	-1.27406912480943	14.0147603729038	364008	119537	119547	11	12	0.000692169258456001	0.22	0.00357620783535601	0.684
