"Rownames"	"chr"	"start"	"end"	"Name"
"chr10:3004295-3009137"	"chr10:3004295-3009137"	"chr10"	3004295	3009137	""
"chr10:3268256-3285527"	"chr10:3268256-3285527"	"chr10"	3268256	3285527	""
"chr10:3293409-3297955"	"chr10:3293409-3297955"	"chr10"	3293409	3297955	""
"chr10:3257697-3265545"	"chr10:3257697-3265545"	"chr10"	3257697	3265545	""
"chr10:4886612-4892184"	"chr10:4886612-4892184"	"chr10"	4886612	4892184	""
"chr10:4892185-4893193"	"chr10:4892185-4893193"	"chr10"	4892185	4893193	""
"chr10:4893194-4898633"	"chr10:4893194-4898633"	"chr10"	4893194	4898633	""
"chr10:5340005-5346370"	"chr10:5340005-5346370"	"chr10"	5340005	5346370	""
"chr10:5352790-5364655"	"chr10:5352790-5364655"	"chr10"	5352790	5364655	"UCN3"
"chr10:5364656-5369205"	"chr10:5364656-5369205"	"chr10"	5364656	5369205	"UCN3"
"chr10:5407197-5410656"	"chr10:5407197-5410656"	"chr10"	5407197	5410656	"NET1"
"chr10:5410657-5423120"	"chr10:5410657-5423120"	"chr10"	5410657	5423120	"NET1"
"chr10:4960056-4967621"	"chr10:4960056-4967621"	"chr10"	4960056	4967621	"AKR1C1"
"chr10:4995517-4997659"	"chr10:4995517-4997659"	"chr10"	4995517	4997659	""
"chr10:5184669-5188693"	"chr10:5184669-5188693"	"chr10"	5184669	5188693	"AKR1C8P"
"chr10:5627831-5635763"	"chr10:5627831-5635763"	"chr10"	5627831	5635763	"LINC02657"
"chr10:5553496-5555325"	"chr10:5553496-5555325"	"chr10"	5553496	5555325	""
"chr10:5742932-5745405"	"chr10:5742932-5745405"	"chr10"	5742932	5745405	""
"chr10:6085904-6095413"	"chr10:6085904-6095413"	"chr10"	6085904	6095413	"RBM17"
"chr10:7486378-7487348"	"chr10:7486378-7487348"	"chr10"	7486378	7487348	""
"chr10:6142373-6152873"	"chr10:6142373-6152873"	"chr10"	6142373	6152873	"PFKFB3;MIR3155A;MIR3155B"
"chr10:6296385-6298587"	"chr10:6296385-6298587"	"chr10"	6296385	6298587	""
"chr10:6700775-6720495"	"chr10:6700775-6720495"	"chr10"	6700775	6720495	""
"chr10:7145589-7159889"	"chr10:7145589-7159889"	"chr10"	7145589	7159889	""
"chr10:7290565-7296447"	"chr10:7290565-7296447"	"chr10"	7290565	7296447	""
"chr10:9269547-9278807"	"chr10:9269547-9278807"	"chr10"	9269547	9278807	""
"chr10:11392701-11394375"	"chr10:11392701-11394375"	"chr10"	11392701	11394375	""
"chr10:11611148-11613824"	"chr10:11611148-11613824"	"chr10"	11611148	11613824	"USP6NL"
"chr10:12576020-12578892"	"chr10:12576020-12578892"	"chr10"	12576020	12578892	"MIR4480"
"chr10:12652495-12659166"	"chr10:12652495-12659166"	"chr10"	12652495	12659166	"MIR4481"
"chr10:12717302-12742136"	"chr10:12717302-12742136"	"chr10"	12717302	12742136	"MIR548Q"
"chr10:13158153-13160172"	"chr10:13158153-13160172"	"chr10"	13158153	13160172	"MCM10"
"chr10:12578893-12589888"	"chr10:12578893-12589888"	"chr10"	12578893	12589888	"MIR4480"
"chr10:12924700-12928490"	"chr10:12924700-12928490"	"chr10"	12924700	12928490	""
"chr10:13096382-13104321"	"chr10:13096382-13104321"	"chr10"	13096382	13104321	"OPTN;CCDC3"
"chr10:13104556-13106450"	"chr10:13104556-13106450"	"chr10"	13104556	13106450	""
"chr10:13106451-13112457"	"chr10:13106451-13112457"	"chr10"	13106451	13112457	""
"chr10:12245678-12254286"	"chr10:12245678-12254286"	"chr10"	12245678	12254286	""
"chr10:14661487-14664029"	"chr10:14661487-14664029"	"chr10"	14661487	14664029	""
"chr10:14776378-14780136"	"chr10:14776378-14780136"	"chr10"	14776378	14780136	"FAM107B"
"chr10:14833474-14840097"	"chr10:14833474-14840097"	"chr10"	14833474	14840097	"HSPA14;CDNF"
"chr10:14840098-14845616"	"chr10:14840098-14845616"	"chr10"	14840098	14845616	"CDNF"
"chr10:14874402-14878282"	"chr10:14874402-14878282"	"chr10"	14874402	14878282	"SUV39H2"
"chr10:14664661-14670966"	"chr10:14664661-14670966"	"chr10"	14664661	14670966	""
"chr10:14718607-14724239"	"chr10:14718607-14724239"	"chr10"	14718607	14724239	""
"chr10:14647423-14653639"	"chr10:14647423-14653639"	"chr10"	14647423	14653639	""
"chr10:14664030-14664622"	"chr10:14664030-14664622"	"chr10"	14664030	14664622	""
"chr10:13630829-13631870"	"chr10:13630829-13631870"	"chr10"	13630829	13631870	""
"chr10:15146047-15155523"	"chr10:15146047-15155523"	"chr10"	15146047	15155523	"PPIAP30"
"chr10:15155867-15160007"	"chr10:15155867-15160007"	"chr10"	15155867	15160007	"PPIAP30"
"chr10:18938209-18939893"	"chr10:18938209-18939893"	"chr10"	18938209	18939893	""
"chr10:14950924-14955406"	"chr10:14950924-14955406"	"chr10"	14950924	14955406	"DCLRE1C"
"chr10:15002362-15009192"	"chr10:15002362-15009192"	"chr10"	15002362	15009192	""
"chr10:15009193-15010788"	"chr10:15009193-15010788"	"chr10"	15009193	15010788	""
"chr10:15163730-15171423"	"chr10:15163730-15171423"	"chr10"	15163730	15171423	"NMT2"
"chr10:15171424-15173838"	"chr10:15171424-15173838"	"chr10"	15171424	15173838	""
"chr10:15222757-15243988"	"chr10:15222757-15243988"	"chr10"	15222757	15243988	""
"chr10:16767133-16771151"	"chr10:16767133-16771151"	"chr10"	16767133	16771151	""
"chr10:16810376-16822613"	"chr10:16810376-16822613"	"chr10"	16810376	16822613	"RSU1"
"chr10:16521102-16521478"	"chr10:16521102-16521478"	"chr10"	16521102	16521478	""
"chr10:16749705-16752109"	"chr10:16749705-16752109"	"chr10"	16749705	16752109	""
"chr10:16765676-16767132"	"chr10:16765676-16767132"	"chr10"	16765676	16767132	""
"chr10:18707915-18708752"	"chr10:18707915-18708752"	"chr10"	18707915	18708752	""
"chr10:16755481-16765675"	"chr10:16755481-16765675"	"chr10"	16755481	16765675	""
"chr10:17124161-17145200"	"chr10:17124161-17145200"	"chr10"	17124161	17145200	"CUBN"
"chr10:17641117-17643546"	"chr10:17641117-17643546"	"chr10"	17641117	17643546	"STAM"
"chr10:17643547-17645513"	"chr10:17643547-17645513"	"chr10"	17643547	17645513	"STAM;STAM-AS1"
"chr10:18529266-18538649"	"chr10:18529266-18538649"	"chr10"	18529266	18538649	""
"chr10:18545248-18548400"	"chr10:18545248-18548400"	"chr10"	18545248	18548400	""
"chr10:17748695-17753354"	"chr10:17748695-17753354"	"chr10"	17748695	17753354	"TMEM236"
"chr10:17700050-17712800"	"chr10:17700050-17712800"	"chr10"	17700050	17712800	""
"chr10:21170782-21173345"	"chr10:21170782-21173345"	"chr10"	21170782	21173345	"NEBL-AS1"
"chr10:15857314-15863669"	"chr10:15857314-15863669"	"chr10"	15857314	15863669	"MINDY3"
"chr10:17698826-17700049"	"chr10:17698826-17700049"	"chr10"	17698826	17700049	""
"chr10:21139354-21148506"	"chr10:21139354-21148506"	"chr10"	21139354	21148506	"C10orf113"
"chr10:22004896-22010057"	"chr10:22004896-22010057"	"chr10"	22004896	22010057	"DNAJC1"
"chr10:21148507-21148892"	"chr10:21148507-21148892"	"chr10"	21148507	21148892	"C10orf113"
"chr10:19726791-19729184"	"chr10:19726791-19729184"	"chr10"	19726791	19729184	"LOC101928834"
"chr10:20341095-20348058"	"chr10:20341095-20348058"	"chr10"	20341095	20348058	""
"chr10:20551228-20553719"	"chr10:20551228-20553719"	"chr10"	20551228	20553719	"MIR4675"
"chr10:21564197-21568934"	"chr10:21564197-21568934"	"chr10"	21564197	21568934	""
"chr10:22243676-22251292"	"chr10:22243676-22251292"	"chr10"	22243676	22251292	""
"chr10:22266583-22266988"	"chr10:22266583-22266988"	"chr10"	22266583	22266988	""
"chr10:22266989-22267387"	"chr10:22266989-22267387"	"chr10"	22266989	22267387	""
"chr10:22251293-22261315"	"chr10:22251293-22261315"	"chr10"	22251293	22261315	""
"chr10:22261316-22266582"	"chr10:22261316-22266582"	"chr10"	22261316	22266582	""
"chr10:21997446-22004895"	"chr10:21997446-22004895"	"chr10"	21997446	22004895	"DNAJC1"
"chr10:22217229-22218029"	"chr10:22217229-22218029"	"chr10"	22217229	22218029	""
"chr10:22711068-22718589"	"chr10:22711068-22718589"	"chr10"	22711068	22718589	"PIP4K2A"
"chr10:23346533-23347803"	"chr10:23346533-23347803"	"chr10"	23346533	23347803	"C10orf67"
"chr10:22318715-22319284"	"chr10:22318715-22319284"	"chr10"	22318715	22319284	"BMI1"
"chr10:23253299-23258435"	"chr10:23253299-23258435"	"chr10"	23253299	23258435	""
"chr10:22924963-22926066"	"chr10:22924963-22926066"	"chr10"	22924963	22926066	"ARMC3"
"chr10:22316575-22318570"	"chr10:22316575-22318570"	"chr10"	22316575	22318570	"COMMD3;COMMD3-BMI1"
"chr10:24482156-24484197"	"chr10:24482156-24484197"	"chr10"	24482156	24484197	""
"chr10:24484198-24486580"	"chr10:24484198-24486580"	"chr10"	24484198	24486580	""
"chr10:23439958-23445646"	"chr10:23439958-23445646"	"chr10"	23439958	23445646	""
"chr10:23569589-23579126"	"chr10:23569589-23579126"	"chr10"	23569589	23579126	""
"chr10:24910260-24911238"	"chr10:24910260-24911238"	"chr10"	24910260	24911238	""
"chr10:25014939-25017318"	"chr10:25014939-25017318"	"chr10"	25014939	25017318	"THNSL1"
"chr10:24859376-24868864"	"chr10:24859376-24868864"	"chr10"	24859376	24868864	""
"chr10:24907366-24910259"	"chr10:24907366-24910259"	"chr10"	24907366	24910259	""
"chr10:24947137-24950980"	"chr10:24947137-24950980"	"chr10"	24947137	24950980	""
"chr10:24950981-24966852"	"chr10:24950981-24966852"	"chr10"	24950981	24966852	"PRTFDC1"
"chr10:25161178-25177511"	"chr10:25161178-25177511"	"chr10"	25161178	25177511	"GPR158;GPR158-AS1"
"chr10:25177512-25186771"	"chr10:25177512-25186771"	"chr10"	25177512	25186771	"GPR158-AS1"
"chr10:26619359-26624887"	"chr10:26619359-26624887"	"chr10"	26619359	26624887	""
"chr10:26641733-26642608"	"chr10:26641733-26642608"	"chr10"	26641733	26642608	""
"chr10:26642609-26646141"	"chr10:26642609-26646141"	"chr10"	26642609	26646141	""
"chr10:26646142-26647946"	"chr10:26646142-26647946"	"chr10"	26646142	26647946	""
"chr10:26647947-26649568"	"chr10:26647947-26649568"	"chr10"	26647947	26649568	""
"chr10:27087797-27088387"	"chr10:27087797-27088387"	"chr10"	27087797	27088387	""
"chr10:26696407-26701767"	"chr10:26696407-26701767"	"chr10"	26696407	26701767	"PDSS1"
"chr10:26717675-26718980"	"chr10:26717675-26718980"	"chr10"	26717675	26718980	""
"chr10:27411598-27416301"	"chr10:27411598-27416301"	"chr10"	27411598	27416301	"PTCHD3"
"chr10:28872762-28874844"	"chr10:28872762-28874844"	"chr10"	28872762	28874844	""
"chr10:28896766-28899946"	"chr10:28896766-28899946"	"chr10"	28896766	28899946	""
"chr10:28535034-28539960"	"chr10:28535034-28539960"	"chr10"	28535034	28539960	""
"chr10:28442640-28448967"	"chr10:28442640-28448967"	"chr10"	28442640	28448967	""
"chr10:28491808-28496921"	"chr10:28491808-28496921"	"chr10"	28491808	28496921	"LINC02652"
"chr10:28496922-28498007"	"chr10:28496922-28498007"	"chr10"	28496922	28498007	"LINC02652"
"chr10:28527951-28532057"	"chr10:28527951-28532057"	"chr10"	28527951	28532057	"WAC"
"chr10:28532058-28535033"	"chr10:28532058-28535033"	"chr10"	28532058	28535033	"WAC"
"chr10:28656148-28661748"	"chr10:28656148-28661748"	"chr10"	28656148	28661748	""
"chr10:28661749-28674251"	"chr10:28661749-28674251"	"chr10"	28661749	28674251	""
"chr10:28674252-28680365"	"chr10:28674252-28680365"	"chr10"	28674252	28680365	"BAMBI"
"chr10:29282217-29296778"	"chr10:29282217-29296778"	"chr10"	29282217	29296778	"LYZL1"
"chr10:29420610-29422004"	"chr10:29420610-29422004"	"chr10"	29420610	29422004	""
"chr10:29422005-29424132"	"chr10:29422005-29424132"	"chr10"	29422005	29424132	""
"chr10:29601209-29605082"	"chr10:29601209-29605082"	"chr10"	29601209	29605082	"MIR938"
"chr10:29544497-29545190"	"chr10:29544497-29545190"	"chr10"	29544497	29545190	"MIR604"
"chr10:28899947-28901377"	"chr10:28899947-28901377"	"chr10"	28899947	28901377	""
"chr10:29892367-29896851"	"chr10:29892367-29896851"	"chr10"	29892367	29896851	""
"chr10:30300735-30301041"	"chr10:30300735-30301041"	"chr10"	30300735	30301041	""
"chr10:30301100-30303244"	"chr10:30301100-30303244"	"chr10"	30301100	30303244	""
"chr10:30527857-30529901"	"chr10:30527857-30529901"	"chr10"	30527857	30529901	""
"chr10:30826062-30833789"	"chr10:30826062-30833789"	"chr10"	30826062	30833789	""
"chr10:30833790-30841517"	"chr10:30833790-30841517"	"chr10"	30833790	30841517	""
"chr10:32096932-32103191"	"chr10:32096932-32103191"	"chr10"	32096932	32103191	""
"chr10:32104512-32112065"	"chr10:32104512-32112065"	"chr10"	32104512	32112065	""
"chr10:31314643-31316769"	"chr10:31314643-31316769"	"chr10"	31314643	31316769	"ZEB1"
"chr10:31316770-31317886"	"chr10:31316770-31317886"	"chr10"	31316770	31317886	"ZEB1"
"chr10:31317887-31319887"	"chr10:31317887-31319887"	"chr10"	31317887	31319887	"ZEB1"
"chr10:33288311-33289537"	"chr10:33288311-33289537"	"chr10"	33288311	33289537	""
"chr10:34921624-34926208"	"chr10:34921624-34926208"	"chr10"	34921624	34926208	""
"chr10:34926209-34933256"	"chr10:34926209-34933256"	"chr10"	34926209	34933256	""
"chr10:34936652-34941285"	"chr10:34936652-34941285"	"chr10"	34936652	34941285	""
"chr10:34941286-34945562"	"chr10:34941286-34945562"	"chr10"	34941286	34945562	""
"chr10:34962192-34964112"	"chr10:34962192-34964112"	"chr10"	34962192	34964112	""
"chr10:34674853-34681248"	"chr10:34674853-34681248"	"chr10"	34674853	34681248	""
"chr10:34813189-34813907"	"chr10:34813189-34813907"	"chr10"	34813189	34813907	"PARD3-AS1"
"chr10:35609231-35610982"	"chr10:35609231-35610982"	"chr10"	35609231	35610982	""
"chr10:35634854-35645053"	"chr10:35634854-35645053"	"chr10"	35634854	35645053	"MIR4683;FZD8"
"chr10:35774085-35777510"	"chr10:35774085-35777510"	"chr10"	35774085	35777510	"PCAT5"
"chr10:35777511-35784120"	"chr10:35777511-35784120"	"chr10"	35777511	35784120	"PCAT5"
"chr10:35435319-35446237"	"chr10:35435319-35446237"	"chr10"	35435319	35446237	""
"chr10:43596352-43603362"	"chr10:43596352-43603362"	"chr10"	43596352	43603362	""
"chr10:43603363-43612410"	"chr10:43603363-43612410"	"chr10"	43603363	43612410	"ZNF485"
"chr10:43664011-43667253"	"chr10:43664011-43667253"	"chr10"	43664011	43667253	""
"chr10:43365744-43371039"	"chr10:43365744-43371039"	"chr10"	43365744	43371039	"FXYD4"
"chr10:43371040-43373532"	"chr10:43371040-43373532"	"chr10"	43371040	43373532	"FXYD4"
"chr10:43453317-43459809"	"chr10:43453317-43459809"	"chr10"	43453317	43459809	""
"chr10:43636423-43649675"	"chr10:43636423-43649675"	"chr10"	43636423	43649675	"ZNF32-AS1;ZNF32-AS2;ZNF32"
"chr10:43649676-43655864"	"chr10:43649676-43655864"	"chr10"	43649676	43655864	"ZNF32"
"chr10:43663404-43664010"	"chr10:43663404-43664010"	"chr10"	43663404	43664010	""
"chr10:43788214-43794737"	"chr10:43788214-43794737"	"chr10"	43788214	43794737	""
"chr10:43624927-43629054"	"chr10:43624927-43629054"	"chr10"	43624927	43629054	"ZNF32-AS3"
"chr10:44804082-44807694"	"chr10:44804082-44807694"	"chr10"	44804082	44807694	""
"chr10:45371223-45375349"	"chr10:45371223-45375349"	"chr10"	45371223	45375349	"ALOX5"
"chr10:44932912-44938920"	"chr10:44932912-44938920"	"chr10"	44932912	44938920	""
"chr10:45313871-45316847"	"chr10:45313871-45316847"	"chr10"	45313871	45316847	"OR13A1"
"chr10:45672551-45676002"	"chr10:45672551-45676002"	"chr10"	45672551	45676002	"ZFAND4"
"chr10:45724547-45725259"	"chr10:45724547-45725259"	"chr10"	45724547	45725259	"WASHC2C"
"chr10:45725260-45733921"	"chr10:45725260-45733921"	"chr10"	45725260	45733921	"WASHC2C"
"chr10:46061411-46062715"	"chr10:46061411-46062715"	"chr10"	46061411	46062715	""
"chr10:45937395-45940412"	"chr10:45937395-45940412"	"chr10"	45937395	45940412	""
"chr10:45978608-45987517"	"chr10:45978608-45987517"	"chr10"	45978608	45987517	"SNORA74C-1"
"chr10:46058084-46061410"	"chr10:46058084-46061410"	"chr10"	46058084	46061410	""
"chr10:46107276-46111896"	"chr10:46107276-46111896"	"chr10"	46107276	46111896	""
"chr10:45967940-45978607"	"chr10:45967940-45978607"	"chr10"	45967940	45978607	"TIMM23"
"chr10:46024940-46033665"	"chr10:46024940-46033665"	"chr10"	46024940	46033665	"NCOA4"
"chr10:46042833-46055744"	"chr10:46042833-46055744"	"chr10"	46042833	46055744	"MSMB"
"chr10:47615951-47623742"	"chr10:47615951-47623742"	"chr10"	47615951	47623742	""
"chr10:47680125-47692443"	"chr10:47680125-47692443"	"chr10"	47680125	47692443	""
"chr10:47692444-47692894"	"chr10:47692444-47692894"	"chr10"	47692444	47692894	""
"chr10:47692895-47693902"	"chr10:47692895-47693902"	"chr10"	47692895	47693902	""
"chr10:47693903-47694823"	"chr10:47693903-47694823"	"chr10"	47693903	47694823	""
"chr10:47703541-47704527"	"chr10:47703541-47704527"	"chr10"	47703541	47704527	""
"chr10:48547579-48548881"	"chr10:48547579-48548881"	"chr10"	48547579	48548881	""
"chr10:49395180-49397193"	"chr10:49395180-49397193"	"chr10"	49395180	49397193	"DRGX"
"chr10:49397194-49404077"	"chr10:49397194-49404077"	"chr10"	49397194	49404077	"DRGX"
"chr10:49413816-49422176"	"chr10:49413816-49422176"	"chr10"	49413816	49422176	""
"chr10:49769507-49770715"	"chr10:49769507-49770715"	"chr10"	49769507	49770715	""
"chr10:48511971-48513300"	"chr10:48511971-48513300"	"chr10"	48511971	48513300	""
"chr10:49543390-49549849"	"chr10:49543390-49549849"	"chr10"	49543390	49549849	""
"chr10:49549850-49555263"	"chr10:49549850-49555263"	"chr10"	49549850	49555263	""
"chr10:49607686-49610387"	"chr10:49607686-49610387"	"chr10"	49607686	49610387	"CHAT;SLC18A3"
"chr10:49541478-49543389"	"chr10:49541478-49543389"	"chr10"	49541478	49543389	"ERCC6"
"chr10:48657879-48660110"	"chr10:48657879-48660110"	"chr10"	48657879	48660110	"ARHGAP22"
"chr10:48513301-48514603"	"chr10:48513301-48514603"	"chr10"	48513301	48514603	""
"chr10:48546822-48547125"	"chr10:48546822-48547125"	"chr10"	48546822	48547125	""
"chr10:48547126-48547578"	"chr10:48547126-48547578"	"chr10"	48547126	48547578	""
"chr10:48618021-48625431"	"chr10:48618021-48625431"	"chr10"	48618021	48625431	""
"chr10:48625432-48628596"	"chr10:48625432-48628596"	"chr10"	48625432	48628596	""
"chr10:48646387-48657878"	"chr10:48646387-48657878"	"chr10"	48646387	48657878	"ARHGAP22"
"chr10:50728360-50731608"	"chr10:50728360-50731608"	"chr10"	50728360	50731608	""
"chr10:49758024-49769506"	"chr10:49758024-49769506"	"chr10"	49758024	49769506	"OGDHL"
"chr10:49931821-49943513"	"chr10:49931821-49943513"	"chr10"	49931821	49943513	"TIMM23B"
"chr10:49966471-49971358"	"chr10:49966471-49971358"	"chr10"	49966471	49971358	"PARG"
"chr10:49974714-49988468"	"chr10:49974714-49988468"	"chr10"	49974714	49988468	"AGAP6"
"chr10:49988469-49992182"	"chr10:49988469-49992182"	"chr10"	49988469	49992182	""
"chr10:50026059-50035020"	"chr10:50026059-50035020"	"chr10"	50026059	50035020	""
"chr10:50146743-50157027"	"chr10:50146743-50157027"	"chr10"	50146743	50157027	""
"chr10:50621016-50624409"	"chr10:50621016-50624409"	"chr10"	50621016	50624409	""
"chr10:50654476-50657457"	"chr10:50654476-50657457"	"chr10"	50654476	50657457	""
"chr10:50695730-50696132"	"chr10:50695730-50696132"	"chr10"	50695730	50696132	""
"chr10:50720566-50728359"	"chr10:50720566-50728359"	"chr10"	50720566	50728359	""
"chr10:50653495-50653998"	"chr10:50653495-50653998"	"chr10"	50653495	50653998	""
"chr10:50653999-50654475"	"chr10:50653999-50654475"	"chr10"	50653999	50654475	""
"chr10:50667098-50678241"	"chr10:50667098-50678241"	"chr10"	50667098	50678241	""
"chr10:50689792-50695729"	"chr10:50689792-50695729"	"chr10"	50689792	50695729	""
"chr10:50697520-50713935"	"chr10:50697520-50713935"	"chr10"	50697520	50713935	""
"chr10:50990597-50993674"	"chr10:50990597-50993674"	"chr10"	50990597	50993674	"PRKG1"
"chr10:47551294-47561747"	"chr10:47551294-47561747"	"chr10"	47551294	47561747	""
"chr10:47561868-47564350"	"chr10:47561868-47564350"	"chr10"	47561868	47564350	""
"chr10:47564351-47566181"	"chr10:47564351-47566181"	"chr10"	47564351	47566181	""
"chr10:47579692-47586972"	"chr10:47579692-47586972"	"chr10"	47579692	47586972	""
"chr10:45676003-45679081"	"chr10:45676003-45679081"	"chr10"	45676003	45679081	""
"chr10:45852844-45855557"	"chr10:45852844-45855557"	"chr10"	45852844	45855557	"AGAP4"
"chr10:52401047-52409139"	"chr10:52401047-52409139"	"chr10"	52401047	52409139	""
"chr10:52311617-52316801"	"chr10:52311617-52316801"	"chr10"	52311617	52316801	"DKK1"
"chr10:53762080-53764890"	"chr10:53762080-53764890"	"chr10"	53762080	53764890	""
"chr10:53764891-53770661"	"chr10:53764891-53770661"	"chr10"	53764891	53770661	""
